Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Stakeholder,PLAN AREA,,DACs,1,"Does the GSP document how DAC stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to DACs, no reference to stakeholder engagement during development 
somewhat=  no specific reference to DAC engagement but lists DAC as a stakeholder, provides stakeholder engagement details 
Yes= references DACs and how they were engaged specifically during development beyond informing DACs
","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"Disadvantaged Community Engagement – Community Events & Using Existing Venues Disadvantaged Communities (DACs) are specifically called out in SGMA as an interested party. Thirty-six percent of the area in the Santa Rosa Plain Basin is designated an Economically Distressed Area, and 24 percent of the area in the basin is categorized as a DAC. A large percent of the people living in the DAC areas are relatively recent immigrants from Spanish-speaking and Asian countries. Previous assessments of engaging Sonoma County’s Spanish speaking community recommend using “food, faith and festivals” as opportunities to educate and interact with  people on critical issues. Connecting with communities through existing organizations and through community events, churches and schools, provides an opportunity share  information and solicit feedback on rate/fee options and GSP elements

&&

Disadvantaged Communities (and organizations that represent disadvantaged communities)
 Roseland, Southwest Santa Rosa, Southeast Santa Rosa, Northwest Santa Rosa, Kawana Springs, Apple Valley
 Social Advocates for Youth
 Boys and Girls Club
 Los Cien
 Community Action Partnership
 Burbank Housing
 Catholic Charities
 Immigration advocacy groups


&&

Disadvantaged Communities: One stakeholder suggested to investigate water quality issues on wells in Southwest Santa Rosa - part of it is Roseland and North of Hearn, south of Highway 12, east of Wright Road and west of Highway 101. 

&&

7.2.2 Communication and Stakeholder Engagement
To meet the requirements of SGMA, the GSA will continue the activities described in Section 1, including the following: 
Approaching and engaging a diverse set of stakeholders and groundwater users by continuing to reach out to and meet with organizations that represent disadvantaged communities, farmers, environmental interests, rural landowners, and business interests 

&&

DAC outreach Use existing venues (church, school, community events)
December - May 
WA staff works with AC members to identify opportunities and to attend events

&&

Broader public input was determined to be a critical component of GSP development, and was guided by the Community Engagement Plan for Development and Adoption of a Groundwater Sustainability Plan Santa Rosa Plain Groundwater Sustainability Agency (Santa Rosa Plain GSA 2018) (Appendix 1-E), which was adopted by the Board in January 2018. To encourage stakeholder engagement, key outreach tools included: • Development of an Interested Parties List through both meeting attendance and by soliciting the public to sign-up via the website • Monthly informational emails to the Interested Parties list that provided information regarding SGMA implementation, GSP planning, and groundwater management • Development of a website with meeting information and GSP materials, including a location for public comments as draft GSP sections were released • Public forums on the SGMA implementation process, subbasin conditions, SMC development, draft SMCs, and the draft GSP SECTION 1 — INTRODUCTION Santa Rosa Plain Subbasin GSP 1-17 • Forums coordinated with the other Sonoma County GSAs on cross-cutting issues, including climate change modeling and groundwater recharge • Presentations to key stakeholder groups in the Subbasin • A rural community engagement program that included research and the development and implementation of a campaign to inform and solicit feedback from rural well owners • During the pandemic, outreach continued through the activities listed in the bullet list above. Regular GSA Board, Advisory Committee, and two community meetings were held virtually. An informational meeting and public hearing were held on the final draft Santa Rosa GSP.

&&

Public Meetings/Hearing Public meetings or hearings are formal opportunities for people to provide official comments on programs, plans and proposals. SGMA requires that a public meeting be held prior to the adoption of a fee and that public hearings are held for the adoption of GSP elements and the final GSP plan. There are also constitutional requirements for public hearings for some fee/rate options. Public meetings and hearings are an important forum for people to share viewpoints and concerns, but often occur at the end of a process, when only one option is under consideration. The GSA will hold required public meetings and hearings, but will also use less formal public workshops (described below) to solicit feedback and information early in the process. Public Workshops Public educational workshops provide less formal opportunities for people to learn about groundwater, SGMA, financing options, and GSP elements. Workshops can be organized in a variety of ways, including open houses, “stations” where people can ask questions one-onone, world cafes and traditional presentations with facilitated question and answer sessions. In order to solicit feedback from people who may not be comfortable speaking in public, workshops can include small group breakout discussions, “dot” voting, comment cards and other techniques. Whatever format is used, workshops will be designed to maximize opportunities for public input. A workshop will be held in the spring of Year One (2018) to describe and solicit feedback on fee/rate options. Workshops will also be held as GSP elements are being developed. Public Notices In addition to the public notice required for fee adoption, SGMA requires that prior to initiating the development of a GSP, the GSA must provide a written statement describing the manner in which interested parties may participate in the development and implementation of the GSP. The statement must be provided to all the cities within the basin and to the County of Sonoma. As outlined in this Community Engagement Plan, there will be a variety of opportunities for people to participate in the development and implementation of the GSP, including workshops, public hearings, providing comments at Board and Advisory Committee meetings and through written comments. In early 2018, staff and legal counsel will develop a written statement for public participation.

&&

Interest-Based Seats
Interested individuals from the community or local organizations may apply to the Board, designating in the application the seat that the applicant would intend to fill. The SRPGSA Board encourages interest groups to work together to recommend a single candidate to fill that interest’s seat. The Board will give strong consideration to appointing candidates that have the backing of multiple organizations or individuals within that interest group and familiarity with  groundwater and its management. The Board will also give preference to applicants with experience working with diverse community-based groups. For the interest-based community representatives, the Board will give strong preference to representatives who live or work within a Disadvantaged Community (as defined in SGMA) and will in any case give preference to appointees that can represent the interests of disadvantaged populations or interests that are otherwise under-represented on the Advisory Committee. ","Appendix 1-E, Page 5, 10
7-2
Appendix 1-C, Page 6
Appendix 1-E, Attatchment A
1-16","1. DAC's identified? (yes/no): YES, The GSP has listed several DAC and DAC organizations.
2. If yes, which level of engagment: Engagement= Inform, Involve, and Collaborate, GSP has documented targetted methods of engagement for DACs and although there is mention that there are representatives from the City of Santa Rosa, the GSP has not made the explicit connection that The City of Santa Rosa is representing DACs within the basin.
3. Evidence/strategies listed for level of engagement:

GSP documents targetted engagement for DACs including putting on events for DACs to inform and involve them as well as solicit feedback on the GSP.  It is recommended that the GSP should include evidence that DACs are or are not being represnted within the Basin and provide details of what that engagement specifically looks like. "
Stakeholder,,,Tribes,1,"Does the GSP document how tribal stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to Tribes , no reference of stakeholder engagement opportunities
Somewhat= No specific Tribe engagement described, lists Tribes as stakeholders, includes stakeholder engagement details
Yes = reference to Tribes in the Basin, documents targetted engagment opportunities for Tribal stakeholders beyond informing","Tribal, tribe, stakeholder, beneficial user",Yes,"Local agencies with jurisdiction within the Subbasin include the Santa Rosa Plain GSA; Cities of Cotati, Rohnert Park, Santa Rosa, and Sebastopol; Town of Windsor; Gold Ridge RCD, Sonoma RCD; Sonoma Water; and County of Sonoma. Figure 2-3 shows the jurisdictional boundaries of these local agencies, state, federal and tribal lands, and protected lands within the Subbasin. State lands include Sonoma State University within the Subbasin and several state parks and preserves located within the contributing watershed area. Tribal lands include lands owned by the Federated Indians of Graton Rancheria (west of Rohnert Park) and by the Lytton Band of Pomo Indians (west of Windsor). 


&&

Interested Parties and other stakeholders: SGMA lists interested parties who the GSA must consider when developing and implementing the GSP, including:
• Agricultural users of water
• Domestic well owners
• Municipal well operators
• Public water systems
• Land use planning agencies
• Environmental users of groundwater
• Surface water users
• The federal government
• California Native American tribes
• Disadvantaged communities (including those served by private domestic wells or
small community water systems).

&&

Tribes
 Federated Indians of Graton Rancheria
 Lytton Band of Pomo Indians

&&

Government-to-government contact with the Lytton Rancheria and Graton Rancheria: The County of Sonoma is the appropriate body to initiate formal contact with the tribes in the basins to discuss SGMA. Initial outreach to the tribes has already occurred. 

&&

Public Meetings/Hearing Public meetings or hearings are formal opportunities for people to provide official comments on programs, plans and proposals. SGMA requires that a public meeting be held prior to the adoption of a fee and that public hearings are held for the adoption of GSP elements and the final GSP plan. There are also constitutional requirements for public hearings for some fee/rate options. Public meetings and hearings are an important forum for people to share viewpoints and concerns, but often occur at the end of a process, when only one option is under consideration. The GSA will hold required public meetings and hearings, but will also use less formal public workshops (described below) to solicit feedback and information early in the process. Public Workshops Public educational workshops provide less formal opportunities for people to learn about groundwater, SGMA, financing options, and GSP elements. Workshops can be organized in a variety of ways, including open houses, “stations” where people can ask questions one-onone, world cafes and traditional presentations with facilitated question and answer sessions. In order to solicit feedback from people who may not be comfortable speaking in public, workshops can include small group breakout discussions, “dot” voting, comment cards and other techniques. Whatever format is used, workshops will be designed to maximize opportunities for public input. A workshop will be held in the spring of Year One (2018) to describe and solicit feedback on fee/rate options. Workshops will also be held as GSP elements are being developed. Public Notices In addition to the public notice required for fee adoption, SGMA requires that prior to initiating the development of a GSP, the GSA must provide a written statement describing the manner in which interested parties may participate in the development and implementation of the GSP. The statement must be provided to all the cities within the basin and to the County of Sonoma. As outlined in this Community Engagement Plan, there will be a variety of opportunities for people to participate in the development and implementation of the GSP, including workshops, public hearings, providing comments at Board and Advisory Committee meetings and through written comments. In early 2018, staff and legal counsel will develop a written statement for public participation.

&&

Santa Rosa Plain GSA Advisory Committee Members
Maureen Geary Graton Rancheria Oct 2017-Current","Figure 2-3 (Page 2-5)
Page 2-4
Appendix 1-E, Page 2
Appendix A of 1-E: Page 9
Appendix 1-F, Page 9
Appendix 1-E, Page 6
Appendix 1-B","1. Tribes identified? (yes/no): YES, Federal Indians of Graton Rancheria and Lytton Band of Pmp Indians.
2. If yes, which level of engagment: Inform, Involve, Collaborate 
3. Evidence/strategies listed for level of engagement:

Appendix 1-B includes a list of advisory committee members who have multiple duties and input in the GSP development and implementation process and have listed a member of the Graton Rancheria Tribe as a representative on the Advisory Committee. "
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Yes,"The Santa Rosa Plain GSA formed an advisory committee of 18 members in October 2017 consisting of members appointed by each of the original nine member agencies, the city of Sebastopol and the Federated Indians of Graton Rancheria, and seven interest-based members appointed by the Santa Rosa Plain GSA Board. The seven interest-based members are composed of the following groups: • Environmental (from organizations with a presence in the Basin) (two members) • Rural residential well owners (two members) • Business community (one member) • Agricultural (two members) The role of the Advisory Committee during the GSP development process is to work toward a consensus and incorporate community and stakeholder interests into recommendations to the GSA Board on GSP development and SGMA implementation. Advisory Committee members also report to, and seek input from, their larger constituency groups on key components and proposals related to GSP development. The Advisory Committee meets 6 to 10 times annually, and the meetings are open to the public. The Advisory Committee makes recommendations to the GSA Board that reflect the outcome of Committee discussions. To ensure that all viewpoints are heard and considered by the Board, the Advisory Committee reports to the GSA Board regularly, identifying areas of agreement and disagreement among the Advisory Committee members. The names of GSA Board and Advisory Committee members can be found in Appendix 1-B, and the Advisory Committee Charter is provided in Appendix 1-C.

&&

Stakeholders on the GSA Board and Advisory Committee include representatives from municipal-water suppliers, agriculture, environmental organizations, businesses, rural well owners, and at-large community members. Refer to Section 1.2 for additional information about GSA Board and Advisory Committee composition


&&

Public Meetings/Hearing Public meetings or hearings are formal opportunities for people to provide official comments on programs, plans and proposals. SGMA requires that a public meeting be held prior to the adoption of a fee and that public hearings are held for the adoption of GSP elements and the final GSP plan. There are also constitutional requirements for public hearings for some fee/rate options. Public meetings and hearings are an important forum for people to share viewpoints and concerns, but often occur at the end of a process, when only one option is under consideration. The GSA will hold required public meetings and hearings, but will also use less formal public workshops (described below) to solicit feedback and information early in the process. Public Workshops Public educational workshops provide less formal opportunities for people to learn about groundwater, SGMA, financing options, and GSP elements. Workshops can be organized in a variety of ways, including open houses, “stations” where people can ask questions one-onone, world cafes and traditional presentations with facilitated question and answer sessions. In order to solicit feedback from people who may not be comfortable speaking in public, workshops can include small group breakout discussions, “dot” voting, comment cards and other techniques. Whatever format is used, workshops will be designed to maximize opportunities for public input. A workshop will be held in the spring of Year One (2018) to describe and solicit feedback on fee/rate options. Workshops will also be held as GSP elements are being developed. Public Notices In addition to the public notice required for fee adoption, SGMA requires that prior to initiating the development of a GSP, the GSA must provide a written statement describing the manner in which interested parties may participate in the development and implementation of the GSP. The statement must be provided to all the cities within the basin and to the County of Sonoma. As outlined in this Community Engagement Plan, there will be a variety of opportunities for people to participate in the development and implementation of the GSP, including workshops, public hearings, providing comments at Board and Advisory Committee meetings and through written comments. In early 2018, staff and legal counsel will develop a written statement for public participation.

&&

 National Oceanic & Atmospheric Administration/NMFS  US Army Corps of Engineers  Natural Resource Conservation Service  USFWS  EPA
Organizations that Represent Environmental Uses of Groundwater
 Sonoma County Water Coalition  Sonoma County Conservation Action  Fairfield Osborn Preserve  Pepperwood Preserve  Sebastopol Water Information Group (SWIG)","1-13
1-16
Appendix 1-E, Page 6","
1. Environmental Stakeholders identified? YES Including: Sonoma County Water Coalition, Sonoma County Conservation Action, Fairfield Osborn Preserve, Pepperwood Preserve,and  Sebastopol Water Information Group (SWIG)
2. Which level of engagment: Engagement=Inform, Involve, Collaborate
3. Evidence/strategies listed for level of engagement:

There are two members of the Advisory Committee serving since October 2017 that represent environmental interests on the GSP Advisory Board. The GSP also includes general ""boiler-plate"" methods of stakehodler engagement open to all identified stakeholders. "
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"The Community Engagement Plan is comprised of two categories of activities a: Ongoing and project- or program-specific. Ongoing activities are the “housekeeping” tasks of the GSA outreach, including website maintenance and updates, monthly blogs to the interested parties list, expansion and maintenance of the interested parties list, updating fact sheets and FAQs, posting Board and Advisory Committee meetings and materials and issuing press releases about meetings.

&&

The GSA anticipates that the current governance and general administrative structure will remain in place through the implementation period. As described in Section 1.3.2, the nine member agencies currently plan to continue operating under the Joint Powers Authority agreement that created the GSA. The Board will continue serving as the governing body, making decisions regarding implementation of projects and management actions; closing data gaps; contracts; administration; funding; and other governance issues. A stakeholder-based Advisory Committee representing multiple stakeholder interests will continue providing guidance and recommendations to the Board and GSA staff. Both the GSA Board and Advisory Committee will continue to hold regular public meetings in compliance with California’s laws governing public meetings (commonly known as the Brown Act).
","Appendix 1-E, Page 4
1-13","1. Documents outreach plans to stakeholders? (yes/no) YES, mentions general outreach methods that will continue during implementation. 
2. List specific outreach methods for DACs?  ( yes/no)
3. What level of outreach engagement? 

The GSP references Advisory Committee representatives will continue meeting during GSP Implementation. Although GSP mentions that there is representation by the City of Santa Rosa, they do not ake the explicit connection with DACs being represented. More explicit information is needed to know if DACs are in fact being represnted by the City of Santa Rosa.

More information is needed about DAC outreach  and the role of the advisory committee during implementation. "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Yes,"The Community Engagement Plan is comprised of two categories of activities a: Ongoing and project- or program-specific. Ongoing activities are the “housekeeping” tasks of the GSA outreach, including website maintenance and updates, monthly blogs to the interested parties list, expansion and maintenance of the interested parties list, updating fact sheets and FAQs, posting Board and Advisory Committee meetings and materials and issuing press releases about meetings.

&&

The GSA anticipates that the current governance and general administrative structure will remain in place through the implementation period. As described in Section 1.3.2, the nine member agencies currently plan to continue operating under the Joint Powers Authority agreement that created the GSA. The Board will continue serving as the governing body, making decisions regarding implementation of projects and management actions; closing data gaps; contracts; administration; funding; and other governance issues. A stakeholder-based Advisory Committee representing multiple stakeholder interests will continue providing guidance and recommendations to the Board and GSA staff. Both the GSA Board and Advisory Committee will continue to hold regular public meetings in compliance with California’s laws governing public meetings (commonly known as the Brown Act).
","Appendix 1-E, Page 4
1-13","1. Documents outreach plans to stakeholders? (yes/no) YES, mentions general outreach methods that will continue during implementation. 
2. List specific outreach methods for Tribes?  (yes/no)
3. What level of outreach engagement? 

The GSP references Advisory Committee representatives will continue meeting during GSP Implementation.Graton Rancheria tribe is represented on the advisory committee. 

More information is needed about Tribe outreach  and the role of the advisory committee during implementation. "
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Yes,"The seven interest-based members are composed of the following groups: • Environmental (from organizations with a presence in the Basin) (two members) •

The GSA anticipates that the current governance and general administrative structure will remain in place through the implementation period. As described in Section 1.3.2, the nine member agencies currently plan to continue operating under the Joint Powers Authority agreement that created the GSA. The Board will continue serving as the governing body, making decisions regarding implementation of projects and management actions; closing data gaps; contracts; administration; funding; and other governance issues. A stakeholder-based Advisory Committee representing multiple stakeholder interests will continue providing guidance and recommendations to the Board and GSA staff. Both the GSA Board and Advisory Committee will continue to hold regular public meetings in compliance with California’s laws governing public meetings (commonly known as the Brown Act).

&&

The Community Engagement Plan is comprised of two categories of activities a: Ongoing and project- or program-specific. Ongoing activities are the “housekeeping” tasks of the GSA outreach, including website maintenance and updates, monthly blogs to the interested parties list, expansion and maintenance of the interested parties list, updating fact sheets and FAQs, posting Board and Advisory Committee meetings and materials and issuing press releases about meetings.","1-13
7-1","1. Documents outreach plans to stakeholders? (yes/no) YES, mentions general outreach methods that will continue during implementation. 
2. List specific outreach methods for Environmental stakeholders?  (yes/no)
3. What level of outreach engagement? 

The GSP references Advisory Committee representatives will continue meeting during GSP Implementation.Environmental Interests are represented on the advisory committee. 

More information is needed about environmental stakeholder outreach  and the role of the advisory committee during implementation. "
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,"Phase 2: GSP Preparation and Submission – This phase of work began in 2018 and will be completed in January 2022. During this phase, outreach was largely guided by a Community Engagement Plan (Santa Rosa Plain GSA 2018) (Appendix 1-E). Pre-submission, the final draft GSP was released for public comments and review.","Appendix 1-E
1-14",Title: Community Engagement Plan for Development and Adoption of a Groundwater Sustainability Plan Santa Rosa Plain Groundwater Sustainability Agency
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Somewhat,"Disadvantaged Community Engagement – Community Events & Using Existing Venues Disadvantaged Communities (DACs) are specifically called out in SGMA as an interested party. Thirty-six percent of the area in the Santa Rosa Plain Basin is designated an Economically Distressed Area, and 24 percent of the area in the basin is categorized as a DAC. A large percent of the people living in the DAC areas are relatively recent immigrants from Spanish-speaking and Asian countries

&&

Some areas of the Subbasin are classified as Disadvantaged Communities (DACs) by the DWR (DWR 2021a), the Sonoma County Transportation Authority (SCTA 2017), and Sonoma County Department of Health Services (2014). Representatives of DAC stakeholders were included in  the assessment survey, or were separately interviewed by staff during the GSA formation process.

&&

Disadvantaged Communities (and organizations that represent disadvantaged communities)
 Roseland, Southwest Santa Rosa, Southeast Santa Rosa, Northwest Santa Rosa, Kawana Springs, Apple Valley
 Social Advocates for Youth
 Boys and Girls Club
 Los Cien
 Community Action Partnership
 Burbank Housing
 Catholic Charities
 Immigration advocacy groups",2021-01-15 00:00:00,"1. Location on the map? (yes/no) No map explicitly identifying DACs is provided, however since specific locations such as Roseland, Southwest Santa Rosa, Southeast Santa Rosa, Northwest Santa Rosa, Kawana Springs, Apple Valley are identified as DAC, would a map of the basin count as mapping DACs? 

2. Identified by name? (yes/no), The GSP includes text that ackowledges the presense of DACs withn the Subbasin, identifying that 26% of the area in the Santa Rosa Plain Basin is designated as economically distressed and 24% of the area in the basin is categorized as a DAC. 
3. DAC places, tracks, or block data used in map?
The GSP references the DAC DWR Mapping Tool but does not specify. When looking at the SGMA Data Viewer, DAC Block Groups and Tracts are present over the basin. The DWR DAC Mapping Tool shows DAC block, places and tracts present within the basin. 

No DAC map is provided but the GSP does include specific percentage of DAC locations within the basin and identifies specific DAC locations such as Roseland, Southwest Santa Rosa, Sotheast Santa Rosa, Northwest Santa Rosa, Kawana Springs, and Apple Valley. It is recommended to include a DAC specific map along with identifying DAC names. "
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Yes,"Local agencies with jurisdiction within the Subbasin include the Santa Rosa Plain GSA; Cities of Cotati, Rohnert Park, Santa Rosa, and Sebastopol; Town of Windsor; Gold Ridge RCD, Sonoma RCD; Sonoma Water; and County of Sonoma. Figure 2-3 shows the jurisdictional boundaries of these local agencies, state, federal and tribal lands, and protected lands within the Subbasin. State lands include Sonoma State University within the Subbasin and several state parks and preserves located within the contributing watershed area. Tribal lands include lands owned by the Federated Indians of Graton Rancheria (west of Rohnert Park) and by the Lytton Band of Pomo Indians (west of Windsor). ","Figure 2-3 (Page 2-5)
Page 2-4","1. Tribal lands identified? (yes/no) YES
2. Tribal lands mapped? (yes/no) YES (Figure 2-3) 
"
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",No,,,"1. Does the GSP document the size of the population for each DAC?
GSP does not document population size of any places identified as DACs including  Roseland, Southwest Santa Rosa, Southeast Santa Rosa, Northwest Santa Rosa, Kawana Springs, Apple Valley."
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,Somewhat,,,"1. Does the map include depth by location?
Map does not include depth by location. "
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Somewhat,"*Note: Water wells are approximate and are based on limited and incomplte information from the bove-listed data sources. Wells with incomplete location information are plotted at the centroid o the Twonship/Range/Section noted on the well log(these points may represent multiple wells). Mapped wells include those used for agriculture, bottling, domestic, fire or frot protection, industrial use, public supply, stockwatering, or water supply.",Figure 2-6 (Page 2-12),"1. How are domestic wells mapped (density/point/none)?
Domestic wells are mapped along with all other type of wells in a single map, using a point map and density map. There is no clear distinguish between domestic wells and all other wells. A seperta emap showing only domestic wells is recommended.   (Map is to the right of these cells for reference)"
