Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Martha,PLAN AREA,,DACs,1,"Does the GSP document how DAC stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","no = no reference to DACs, no reference to stakeholder engagement during development 
somewhat=  no specific reference to DAC engagement but lists DAC as a stakeholder, provides stakeholder engagement details 
Yes= references DACs and how they were engaged specifically during development beyond informing DACs
","Disadvantaged Communit*, DAC, stakeholder, beneficial user",No,"There are no specific named Disadvantaged Communities in the Basin with specific representatives; therefore, SCV-GSA and its member agencies (such as SCV Water and the City of Santa Clarita) continue broad outreach efforts and more specific outreach to reach Disadvantaged Communities through the Proposition 1 Disadvantaged Community Involvement Program.

11.3 Opportunities for Public Involvement and Engagement
SCV-GSA is committed to frequent and transparent communication with stakeholders and interested parties. The following opportunities outline the numerous ways SCV-GSA works to engage the public and provide updates in a timely manner.
11.3.1 Meeting Opportunities
Opportunities for public comment are provided at all SCV-GSA Board meetings, advisory group meetings, Board-appointed committee meetings and workshops. Meetings are also an opportunity for stakeholders to stay informed about what is happening with the GSA and the GSP process.
11.3.1.1 Public Notices
Advance notice of meetings has been, and will continue to be, posted on the GSA website.58 A mailed notice was sent to the City and County prior to the public hearing on the GSP, in compliance with SGMA requirements.
11.3.1.2 Board Meetings and Hearings
The SCV-GSA Board of Directors met on the first Mondays of January, April, July, and October at 2:30 p.m. All meetings were open to the public. During most of 2020 and part of 2021, meetings were held online to comply with the Governor’s order regarding COVID safeguards. These meetings were held using the Zoom platform and followed the same protocols used for in-person meetings. In-person meetings, when conducted, took place in the SCV Water Board Room, located at 27234 Bouquet Canyon Road, Santa Clarita, CA, 91350. All agendas and meeting minutes from past meetings are available on the SCV-GSA website.
11.3.1.3 Public Workshops
Public meeting and workshop dates, times, locations, and key information are communicated in advance of each meeting. Numerous workshops were held during development of the GSP to inform stakeholders of key elements of the GSP and to solicit input on how sustainability criteria should be set, what constitutes undesirable results, and what projects and management actions should be employed to maintain sustainability in the Basin. A total of six public workshops were held during development of the GSP.",2021-11-04 00:00:00,"1. DAC's identified? (yes/no): NO
2. If yes, which level of engagment: 
3. Evidence/strategies listed for level of engagement:

The GSP notes that there are no specific DACs named within the Basin, they do mention attempts to engage DACs that might be present but targetted outreach.  SGMA Data Viewer does show one small DAC block group within the plan area. "
Martha,,,Tribes,1,"Does the GSP document how tribal stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to Tribes , no reference of stakeholder engagement opportunities
Somewhat= No specific Tribe engagement described, lists Tribes as stakeholders, includes stakeholder engagement details
Yes = reference to Tribes in the Basin, documents targetted engagment opportunities for Tribal stakeholders beyond informing","Tribal, tribe, stakeholder, beneficial user",Somewhat,"SCV-GSA invited participation of federally recognized Indian tribes sharing the interest of sustainability of the groundwater agency, as required by the SGMA, including the Fernandeño Tataviam Band of Mission Indians.

&&

11.3 Opportunities for Public Involvement and Engagement
SCV-GSA is committed to frequent and transparent communication with stakeholders and interested parties. The following opportunities outline the numerous ways SCV-GSA works to engage the public and provide updates in a timely manner.
11.3.1 Meeting Opportunities
Opportunities for public comment are provided at all SCV-GSA Board meetings, advisory group meetings, Board-appointed committee meetings and workshops. Meetings are also an opportunity for stakeholders to stay informed about what is happening with the GSA and the GSP process.
11.3.1.1 Public Notices
Advance notice of meetings has been, and will continue to be, posted on the GSA website.58 A mailed notice was sent to the City and County prior to the public hearing on the GSP, in compliance with SGMA requirements.
11.3.1.2 Board Meetings and Hearings
The SCV-GSA Board of Directors met on the first Mondays of January, April, July, and October at 2:30 p.m. All meetings were open to the public. During most of 2020 and part of 2021, meetings were held online to comply with the Governor’s order regarding COVID safeguards. These meetings were held using the Zoom platform and followed the same protocols used for in-person meetings. In-person meetings, when conducted, took place in the SCV Water Board Room, located at 27234 Bouquet Canyon Road, Santa Clarita, CA, 91350. All agendas and meeting minutes from past meetings are available on the SCV-GSA website.
11.3.1.3 Public Workshops
Public meeting and workshop dates, times, locations, and key information are communicated in advance of each meeting. Numerous workshops were held during development of the GSP to inform stakeholders of key elements of the GSP and to solicit input on how sustainability criteria should be set, what constitutes undesirable results, and what projects and management actions should be employed to maintain sustainability in the Basin. A total of six public workshops were held during development of the GSP.","11-4

11-2 to 11-3","1. Tribes identified? (yes/no): YES,  Fernandeño Tataviam Band of Mission indiands
2. If yes, which level of engagment: Engaggement = Inform 
3. Evidence/strategies listed for level of engagement:

There is no specific engagement targetted for Tribes, the GSP only provides vague language where they identify a specific tribe and state they welcome their input, but does not attempt to document any form of tagetted engagement or outreach. They do provide some negagement opportunities available to all stakeholders. "
Martha,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Somewhat,"The outreach consultant, CV Strategies, worked with SCV Water staff to identify potential committee members through local media, social media, and email to the stakeholder list. The SAC is made up of the following committee representatives with up to two members each:
Two representatives of environmental interests

&&
The members of the SAC were responsible for reviewing drafts of the various sections of the GSP, providing feedback on those drafts, reviewing presentations that were to delivered during workshops and Board meetings, and soliciting input from their respective stakeholders as the plan was being developed. 

11.3 Opportunities for Public Involvement and Engagement
SCV-GSA is committed to frequent and transparent communication with stakeholders and interested parties. The following opportunities outline the numerous ways SCV-GSA works to engage the public and provide updates in a timely manner.
11.3.1 Meeting Opportunities
Opportunities for public comment are provided at all SCV-GSA Board meetings, advisory group meetings, Board-appointed committee meetings and workshops. Meetings are also an opportunity for stakeholders to stay informed about what is happening with the GSA and the GSP process.
11.3.1.1 Public Notices
Advance notice of meetings has been, and will continue to be, posted on the GSA website.58 A mailed notice was sent to the City and County prior to the public hearing on the GSP, in compliance with SGMA requirements.
11.3.1.2 Board Meetings and Hearings
The SCV-GSA Board of Directors met on the first Mondays of January, April, July, and October at 2:30 p.m. All meetings were open to the public. During most of 2020 and part of 2021, meetings were held online to comply with the Governor’s order regarding COVID safeguards. These meetings were held using the Zoom platform and followed the same protocols used for in-person meetings. In-person meetings, when conducted, took place in the SCV Water Board Room, located at 27234 Bouquet Canyon Road, Santa Clarita, CA, 91350. All agendas and meeting minutes from past meetings are available on the SCV-GSA website.
11.3.1.3 Public Workshops
Public meeting and workshop dates, times, locations, and key information are communicated in advance of each meeting. Numerous workshops were held during development of the GSP to inform stakeholders of key elements of the GSP and to solicit input on how sustainability criteria should be set, what constitutes undesirable results, and what projects and management actions should be employed to maintain sustainability in the Basin. A total of six public workshops were held during development of the GSP.",11-2 to 11-3,"
1. Environmental Stakeholders identified? Not specifically, only mentions them as ""environmental stakehodlers"" no specific orgs or groups are mentioned by name.
2. Which level of engagment: Engagement= Inform & Involve
3. Evidence/strategies listed for level of engagement:

No specific environmental gaiencies, groups, or organizations are named specifically as stakeholders, instead the GSP uses vague language that mentions the involvement and inclusion of 2 board members in the Advisory Committee represenging environmental interests. No other details provided. "
Martha,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",No,,,"1. Documents outreach plans to stakeholders? (yes/no)  
2. List specific outreach methods for DACs?  ( yes/no)
3. What level of outreach engagement? 

"
Martha,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",No,,,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Tribes?  ( yes/no)
3. What level of outreach engagement? 


"
Martha,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",No,,,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Environmental stakeholders?  ( yes/no)
3. What level of outreach engagement? 


The Communications & Engagement Plan is a lot smaller than most, lacks details and does not inlcude plan engagement during GSP implementation"
Martha,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,,Appendix N ,"Appendix N serves as the Communications & Engagement Plan. It is important to note that the Communications & Engagement Plan is a lot smaller than most, lacks details and does not inlcude plan engagement during GSP implementation. "
Martha,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",No,"There are no specific named Disadvantaged Communities in the Basin with specific representatives; therefore, SCV-GSA and its member agencies (such as SCV Water and the City of Santa Clarita) continue broad outreach efforts and more specific outreach to reach Disadvantaged Communities through the Proposition 1 Disadvantaged Community Involvement Program.",2021-11-04 00:00:00,"1. Location on the map? (yes/no)
2. Identified by name? (yes/no)
3. DAC places, tracks, or block data used in map?"
Martha,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Somewhat,"The Santa Clarita Valley is part of the region that the Fernandeño Tataviam Band of Mission Indians designates as its homeland. The Fernandeño Tataviam Band of Mission Indians are not federally recognized as an American Indian Tribe and therefore do not have tribal jurisdiction in the Basin (Dudek, 2019). ",2021-03-06 00:00:00,"1. Tribal lands identified? (yes/no) YES
2. Tribal lands mapped? (yes/no) NO

GSP acknowledges that the Fernandeño Tataviam Band of Mission Indians identifies part of the Santa Clarita Valley but are not a federally recognized tribe. "
Martha,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",No,,,"1. Does the GSP document the size of the population for each DAC?
DAC population is not documented. "
Martha,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location?
Domestic well map provided is a density map that does not include well depth."
Martha,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,Figure 3-6 shows the density of domestic wells in the Basin based on data obtained from the DWR Well Completion Report Database.,"Figure 3-6
Executive Summary / 79","1. How are domestic wells mapped (density/point/none)?
Domestic wells are mapped using a density map. "
Sara,,,All,,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",Somewhat,"Long-term groundwater quality monitoring data for TDS shows a consistent pattern of meeting drinking water standards, although it appears to be intermittently affected by wet and dry cycles. This supports the conclusion that the Alluvial Aquifer remains a viable ongoing water supply source in terms of groundwater quality even with short-term exceedances of water quality standards in a few of the wells.&&&
Figure 5-26 includes Box and Whisker plots representing the statistical distribution of nitrate concentrations across the Alluvial Aquifer that includes data from 1990 to present. Median concentrations are all well below the MCL and WQO of 45 mg/L. The lowest median value is in Castaic area while the highest is the Below Saugus WRP area.&&&
Figure 5-29 is a Box and Whisker plot that presents the distribution of sulfate concentrations across the Alluvial Aquifer with data from 1990 to present. The greatest variation occurs in the Above Saugus WRP area with the highest median value in the Below Valencia WRP area.&&&
Total Dissolved Solids
TDS concentrations for wells in the Saugus Formation are illustrated in Figure 5-30. Beginning in 2000, several wells within the Saugus Formation have exhibited an increase in TDS concentrations, similar to short-term changes in the Alluvial Aquifer, possibly as a result of decreased recharge to the Saugus Formation from the Alluvial Aquifer. From 2006 through about 2010, TDS concentrations had been steadily declining, followed by an increase through 2016 and a slight decrease in 2017/2018. TDS concentrations in the Saugus Formation remain within the range of historical concentrations and below the SMCL upper level. The WQO for the Saugus Formation is 700 mg/L. (GSSI, 2016). The average concentration identified in the SNMP was 636 mg/L. Groundwater quality within the Saugus Formation will continue to be monitored to ensure that the long-term viability of the Saugus Formation as a component of overall water supply is preserved.&&&
Chloride
Chloride concentrations for representative wells are presented in Figure 5-31. Historical chloride concentrations have ranged between 17 and 420 mg/L. Chloride concentration in the Saugus Formation have been stable for the past 50 years. The WQO for chloride in the Saugus Formation is 100 mg/L. The average concentration identified in the SNMP was 28 mg/L.
Nitrate
Nitrate concentrations for representative wells are presented in Figure 5-32. Nitrate concentrations in the Saugus Formation have ranged from ND to 28 mg/L. Values have historically been stable but have shown higher concentrations in recent years, but are still well below the WQO of 45 mg/L. The average concentration identified in the SNMP was 14 mg/L.
Sulfate
Sulfate concentrations for representative wells are presented in Figure 5-33. Historical sulfate concentrations have ranged from 80 to 730 mg/L. The highest concentrations have been observed in VWD-159, which has not been sampled since 1998. Sulfate concentrations in some wells completed in the Saugus Formation exceed the federal SMCL of 250 mg/L. Overall, sulfate concentrations have exhibited an increasing trend in recent years. The high sulfate in the Saugus Formation is mostly likely due to naturally occurring minerals present in the rock. The average concentration identified in the SNMP was 235 mg/L. A WQO for sulfate in the Saugus Formation is not identified in the SNMP.&&&
Groundwater COCs that have been measured in the Alluvial Aquifer and Saugus Formation include perchlorate, per- and PFAS, and VOCs such as TCE, and PCE. These contaminates have been identified in previous studies and are currently monitored under other state and federal regulatory programs (LSCE, 2019; GSSI, 2016).&&&
Perchlorate is a regulated substance that is commonly used in propellants for rockets, missiles, and fireworks. Consumption of groundwater with high concentrations perchlorate can result in issues with the thyroid gland (EPA, 2014). There have been several detections in the Basin, both in the Alluvial Aquifer and in the Saugus Formation. Perchlorate was first detected in the Basin in 1997 and since has been detected in a total of eight wells. Wellhead treatment systems have been built for four Saugus Formation production wells operated by SCV Water, with oversight from the California Department of Toxic Substances Control (LSCE, 2019).&&&




","Figure 5-17 thru 5-32
Table 5-13
5-32 / 5.1.8.1
5-37 / 5.1.8.1
5-43 / 5.1.8.1
5-43 / 5.1.8.2
5-48 / 5.1.8.2
5-48 / 5.1.8.3","1. Are all concerning constituents identified as COC's, Yes/No -->which ones? Yes, Nitrate, TDS, Chloride, Sulfate and Perchlorate
2. Are the COC's mapped? No
3. Is there spatial trend data for all COC's? No
4. Are constitues which are not of concern identified? Yes
5. Is there a data gap/ Or not enough data related COC's? No

Although they have graphed all the COC's but no spatial graph is present.


"
Martha,,,DACs,2,Does the GSP identify the water source for DACs?,"No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Community*, DAC",No,"Water sources include local groundwater, imported water, and recycled water.",2021-03-09 00:00:00,GSP does not identify water sources for disadvanatged communities. Only provides water sources for the whole basin. 
Becky,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Yes,"The area of interest for this study is the reach of the Santa Clara River extending from the Saugus WRP westward to the Piru Dry Gap, which is located in Ventura County, approximately 3 miles west of the western boundary of the Basin (see Figure 5-34). This study area was selected because it contains the portion of the Basin where there are exchanges between surface water and groundwater and because there are sensitive habitats in this section of the river. Upstream to the east, the river and tributaries are ephemeral, flowing only during high-flow storm events. GSI identified a number of alluvial wells located near the river channel and obtained historical water level data from SCV Water, FivePoint Holdings, LLC (the Newhall Land and Farming Company), and United Water Conservation District (UWCD). The following data sets were used in the hydrograph analysis:  Depth to water data from various alluvial wells located within the study area  Precipitation data, dating as far back as 1883, from the Newhall-Soledad FC32CE gage in Newhall (currently maintained by the LADPW) and (beginning in 1979) the Pine Street gage (currently maintained by SCV Water, and formerly established by its predecessor agency Newhall County Water District)  Monthly discharge volume data from both the Saugus and Valencia WRPs, dating back to 1980  Monthly release volume data from the Castaic Lagoon, dating back to 1980  River bottom (thalweg) elevation data for the Santa Clara River, which was collected by Environmental Science Associates (ESA) in 2016 using Light Detection and Ranging (LiDAR) methods.

&& Results from the calibrated groundwater flow model were used in some cases to examine certain reaches of the river where measured groundwater data at certain wells are suspect (e.g., not representative of static conditions) or inconclusive. In other cases, where water level data are lacking, the groundwater flow model was used to corroborate observations about where the Saugus Formation is discharging to the alluvium and then the river. Details of the model setup and calibration are presented in a separate document (GSI, 2021).The data and results of this evaluation were synthesized to create three maps showing the elevation of groundwater relative to the thalweg at various locations along the river during wet, normal, and dry climatic conditions. Wet conditions are defined by periods of above-average precipitation during the past 40 years, normal conditions are defined by periods of average precipitation, and dry periods are defined by periods of drought, or below-average precipitation. The average annual precipitation at the Pine Street gage since its establishment in 1979 was 21.3 inches. For the purposes of evaluating groundwater/surface water exchanges, wet and dry conditions were defined as periods with approximately 50 percent differences in annual precipitation compared with the 1980–2019 average precipitation (i.e., 31.8 inches or more during wet years and 10.5 inches or less during dry years). The maps display locations where groundwater levels are as follows:  Above the thalweg or no deeper than 1 foot below the thalweg (blue)  1 foot to 5 feet below the thalweg (green)  5 feet to 15 feet below the thalweg (yellow)  15 feet to 30 feet below the thalweg (orange)  Greater than 30 feet below the thalweg (brown) In addition to representing where the river has the potential to be gaining or losing, the maps provide an aid to assessing areas where groundwater levels are shallow and may be supporting GDEs.

&& Hydrographs were created for wells completed within the Alluvial Aquifer and located near the river, from the vicinity of the Saugus WRP downstream to just past the western boundary of the Basin. Hydrographs for eight wells (see Figures 5-36 through 5-51) are embedded in the text of this section. These wells were selected based on the location and value of the data (e.g., a sufficiently long period of record over multiple climatic conditions). The following wells are listed in order by location, from the easternmost well (VWD-S7) to the westernmost well (4N18W27B). Refer to Figure 5-34 for well locations.

&& Interpretations made on the basis of the data presented in Section 5.2 have a number of important limitations. First, most of the alluvial wells used in this evaluation are relatively deep and have screens that are present over a depth interval ranging between 18 and 130 feet below ground surface. Shallow monitoring wells (not pumping wells) would be preferred for monitoring because they would be more sensitive to water level changes just beneath the river and are more representative of the shallow portions of the alluvium that are connected to the river.

&& Findings from the hydrograph analysis were used to create three separate maps that indicate the nature of surface water and groundwater exchanges along the Santa Clara River during wet, normal, and dry climatic conditions. Each map identifies six unique river reaches (stream segments) in the study area and shows where groundwater levels are vertically positioned relative to the nearby river channel bottom (thalweg) elevation during a given climatic condition. Reaches were defined by a combination of factors including the water level response in nearby wells, geological conditions such as thinning of the surficial alluvium, visual observations, and preliminary results from the groundwater model. This information can be used to provide an indication of where the river is potentially gaining or losing and how this might change over time depending on local rainfall cycles. It is important to note that there are limitations associated with the data sets used in this analysis (refer to Section 5.2.3); interpretation of the results considered those limitations.","Page 5-58 / 5.2.2

&& Page 5-59 / 5.2.2

Page 5-60 / 5.2.4.1","1. Is there a clear map of ISWs? yes - figures 5-55, 5-56, and 5-57 present the gaining and losing segments of the Santa Clara River during wet, normal, and dry conditions
2. Was temporal variability and used and described? yes - groundwater data from various years were used. While there is uncertainty in the temporal range of the entire dataset, the text includes a description of eight key well hydrogrpahs with data from the 1980s/1990s to present. The ISW section does a good job discussing the temporal variability in ISWs thorugh text and through figures 5-55, 5-56, and 5-57.
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? yes - Figure 5-34 presents the location of key wells in proximity to the Santa Clara River. The plan used groundwater data, river elevation data, and precipation data to assess where ISWs exist and where they are gaining/losing. While the screening depth is a limitiation, the plan does know that the screening depths range fron 18 to 130 feet bgs in the alluvial aquifer. The plan gives detailed descriptions of each reach of the Santa Clara River for wet, dry, and normal conditions.

Note: the majority of the assessment was only on the Santa Clara River because it is the main surface water feature. In the beginning of the ISW section, the plan does give some details about interconnection of other water bodies in the basin

Note: Details of the model used (highlighted in orange) were not included in this document, but the plan did a decent job describing the data regardless."
Becky,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",Yes,"The Santa Clara River is the primary surface water drainage feature in the Basin, flowing generally from east to west (see Figure 5-34). The river is interconnected directly with the Alluvial Aquifer, primarily in the western and central portions of the Basin. The river also has an indirect connection with the Saugus Formation in the western portion of the Basin, which is an area where the Saugus Formation is discharging its water into the Alluvial Aquifer, and thereby providing an upwards driving force for groundwater to discharge into the Santa Clara River in certain localized reaches west of I-5 at certain times.

&& Because the river flows across the alluvium in the Basin, the river is an important source of recharge to the Alluvial Aquifer and the Saugus Formation, particularly east of I-5 and in the river’s tributary valleys. Groundwater flows horizontally within the alluvium and, in some locations, percolates downward into the underlying Saugus Formation. As presented in a technical memorandum prepared by Luhdorff & Scalmanini Consulting Engineers (LSCE, 2021), most of this deep percolation recharge from the Alluvial Aquifer into the Saugus Formation occurs on the eastern end of the Basin from just west of the mouth of Mint Canyon downstream to roughly the location of the Saugus WRP. The river is generally losing in this portion of the Basin, meaning that river water is infiltrating to the groundwater table. Beginning roughly at the mouth of San Francisquito Canyon, significant reaches of the river appear to be gaining (meaning that groundwater is discharging to the river), particularly during normal and wet years. A significant reason for this is the addition of water into the river from WRP discharges. In addition, the reach from Castaic Creek to just upstream of Potrero Canyon appears to be gaining during most hydrologic periods as a result of Saugus Formation groundwater discharging to the Alluvial Aquifer and then to the river in this area. From this location downstream to the western basin boundary (which is near the LA/Ventura County line [county line]), the river flows on top of a thin layer of alluvium that is roughly 10 to 30 feet thick. Because only low-permeability Pico Formation mudstone and claystone underlies this area, flow across the western boundary of the Basin into the Piru Subbasin occurs in the alluvium and as surface water, but this river section is predominantly losing in this area because of the lack of an upwelling of deeper groundwater from the Pico Formation (in contrast to the upwelling that occurs further upstream where the Saugus Formation is present).","Page 5-54/ 5.2.1

&& Page 5-57 / 5.2.1.3

Figure 5-34
","1. Are ISWs mapped in the basin? yes
2. Is the mapping consistent with the assessment? yes"
