Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Stakeholder,PLAN AREA,,DACs,1,"Does the GSP document how DAC stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to DACs, no reference to stakeholder engagement during development 
somewhat=  no specific reference to DAC engagement but lists DAC as a stakeholder, provides stakeholder engagement details 
Yes= references DACs and how they were engaged specifically during development beyond informing DACs
","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"Table 1-6. Outreach Material Date and Organization Contact Target Audience Outreach Materials August 2019 Redding and Anderson Libraries Various contacts Redding and Anderson residents Outreach Materials: Project brief, FAQ, timeline, and public meeting announcement for posting on public message board. Spanish/English public meeting announcement and Spanish SGMA brochure Shasta Health Center August 5, 2019 Suvee Semore, Center Manager DAC of Anderson Spanishspeaking residents Outreach Materials: Spanish/English public meeting announcement and Spanish SGMA brochure Project brief, FAQ, timeline, and public meeting announcement for posting at Anderson and Redding Health Centers August 27, 2019 8:30 a.m.–2:30 p.m. Rural Community Assistance Corporation Small Water Systems Training, Redding Kathleen Hiott Municipal and Small Water Systems Outreach Materials: Project brief, FAQ, timeline, and public meeting announcement handed out to partic

&

Outreach calls to partner agencies to solicit interest, promote the public workshops, and to solicit entities to reach their customers and networks through newsletters, meetings, and/or outreach materials – Shasta Health Center to understand how to reach their Latinx customers – Rural Community Assistance Corporation to understand how to promote the public workshop with municipal and private water company customers through their Rural Community Assistance Corporation trainings in Redding – Manager of the Whole Earth Watershed Festival to reach non-government organization and other distribution networks – Livingston Stone Fish Hatchery– Shasta Farm Bureau – Cattleman’s Association – Shasta Tehama Watershed Education Coalition – University of California Extension – United Methodist Church – Reviewed existing festivals and community gatherings to assess if public meetings could be held in conjunction with other existing gathering   Placed outreach materials in libraries, Health Centers, and trainings serving target populations in Redding and Anderson of DAC residents, Spanish-speaking residents, and municipal and private water companies (Table 1-6).

&&

1.5.9.1 Opportunities for Engagement
The EAGSA provided a variety of opportunities for public engagement and involvement including the following:  Information – Outreach materials – project description factsheet, frequently asked questions, EAGSA GSA development and implementation timeline (provided on the website), hardcopies of the project brief and schedule (provided at public workshops and to libraries and Shasta Health Centers), and Rural Community Assistance Corporation training. In addition, the outreach team provided the Spanish and English SGMA brochure to libraries and Health Centers in COA and COR. – The EAGSA partnered with organizations to write about the EAGSA and solicit comments and promote meetings in newsletters. • Shasta Tehama Watershed Education Coalition  Solicitation and documentation of comments – Public Workshops – solicited verbal comments, comment cards, and invited emails – EAGSA Board Meetings – public comment period – GSP Chapters – solicitation and documentation of comments via Google form survey – Invitation to email comments and letters – Targeted Briefings – meetings to present and solicit comments in small groups or one-on-one – Individual interviews – outreach interviews and follow-up interviews to clarify comments received in writing – GSP Public Comment Portal – solicitation and documentation of comments and responses on individual GSP chapters and the Draft GSP via the web-based tool housed on the EAGSA website 1.5.9.2 Encouragement of Active Involvement SGMA requires GSAs to consider the interests of all beneficial uses and users of groundwater as a part of GSP development and implementation. Furthermore, as is stated in Water Code § 10727.8: The GSA shall encourage the active involvement of diverse social, cultural, and economic elements of the population within the groundwater basin prior to and during the development and implementation of the GSP. To plan and implement public outreach to meet these requirements, the EAGSA developed a Communications & Engagement Plan (Appendix C). The following sections describe how the EAGSA has encouraged active involvement in GSP development.","Table 1-6 (Chapter 1: Page 1-19)
1-23
1-18","1. DAC's identified? (yes/no): YES, including the city of Anderson
2. If yes, which level of engagment: 
3. Evidence/strategies listed for level of engagement:

Most of the subbasin was identified as a DAC and the GSP has some text referring to DAC outreach such as reference to meetings and trainings targetted for DAC engagement . More information is needed about DAC engagement within the subbasin. "
Stakeholder,,,Tribes,1,"Does the GSP document how tribal stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to Tribes , no reference of stakeholder engagement opportunities
Somewhat= No specific Tribe engagement described, lists Tribes as stakeholders, includes stakeholder engagement details
Yes = reference to Tribes in the Basin, documents targetted engagment opportunities for Tribal stakeholders beyond informing","Tribal, tribe, stakeholder, beneficial user",Yes,"1.5.12.1 Formal Notification
In the beginning of the GSP planning stage, the public outreach team sent formal notification of the planning process to the tribes, adjacent basin, and legislative bodies as required by SGMA. The following lists the entities that received formal notifications:  Tribes – Redding Rancheria – Pit River Tribe of California – Nor-Rel-Muk Tribe – Wintu Tribe of Northern California – Winnemum Wintu Tribe

&&

Redding Rancheria is the only tribe with public trust lands within the EAGSA’s jurisdiction. 
The EAGSA reached out to the following tribes in an effort to identify interested parties and points of contact for the interested parties list. None of the following original points of contact nor ensuing referrals from California Indian Environmental Alliance expressed interest in response to phone calls and email outreach.  Redding Rancheria Pit River Tribe of California  Nor-Rel-Muk Tribe  Wintu Tribe of Northern California  Winnemum Wintu Tribe

&&

Table 8: Schedule fof Outreach and Engagement Activities: 
Targeted Outreach to all Beneficial Users in Anderson and Enterprise Subbasins and Tribes in the Subbasins and Adjacent Basins:
The County or EAGSA, or both, may establish a representative advisory committee in to advise on GSP development and SGMA implementation in the County-managed areas. The EAGSA Management Committee will conduct individualized outreach and engagement with tribes in and adjacent to the Anderson and Enterprise Subbasins.

&&

The EAGSA had planned to meet with Redding Rancheria representatives in March 2020; however, this meeting was delayed when the COVID-19 shelter-in-place started. The EAGSA has reached out to the contact with Redding Rancheria three times since then, but has not received a response from the Rancheria since canceling that meeting. The EAGSA respectfully understands that the Rancheria may need to respond to more urgent needs during this pandemic and will be available to meet with them when the  Rancheria contacts are available.

&&

1.5.9.1 Opportunities for Engagement
The EAGSA provided a variety of opportunities for public engagement and involvement including the following:  Information – Outreach materials – project description factsheet, frequently asked questions, EAGSA GSA development and implementation timeline (provided on the website), hardcopies of the project brief and schedule (provided at public workshops and to libraries and Shasta Health Centers), and Rural Community Assistance Corporation training. In addition, the outreach team provided the Spanish and English SGMA brochure to libraries and Health Centers in COA and COR. – The EAGSA partnered with organizations to write about the EAGSA and solicit comments and promote meetings in newsletters. • Shasta Tehama Watershed Education Coalition  Solicitation and documentation of comments – Public Workshops – solicited verbal comments, comment cards, and invited emails – EAGSA Board Meetings – public comment period – GSP Chapters – solicitation and documentation of comments via Google form survey – Invitation to email comments and letters – Targeted Briefings – meetings to present and solicit comments in small groups or one-on-one – Individual interviews – outreach interviews and follow-up interviews to clarify comments received in writing – GSP Public Comment Portal – solicitation and documentation of comments and responses on individual GSP chapters and the Draft GSP via the web-based tool housed on the EAGSA website 1.5.9.2 Encouragement of Active Involvement SGMA requires GSAs to consider the interests of all beneficial uses and users of groundwater as a part of GSP development and implementation. Furthermore, as is stated in Water Code § 10727.8: The GSA shall encourage the active involvement of diverse social, cultural, and economic elements of the population within the groundwater basin prior to and during the development and implementation of the GSP. To plan and implement public outreach to meet these requirements, the EAGSA developed a Communications & Engagement Plan (Appendix C). The following sections describe how the EAGSA has encouraged active involvement in GSP development.","Chapter 1: 1-22
Chapter 2: 1-6
Appensix 1-C: Page 14
Chapter 1: 1-7
1-18","1. Tribes identified? (yes/no): Yes, Redding Rancheria 
2. If yes, which level of engagment:Inform, Consult 
3. Evidence/strategies listed for level of engagement:

Redding Rancheria is identified as a tribe within the basin, the GSP has also identified several other tribes that although not federally recognized have been listed as stakeholders and have been notified of GSP process. The GSP mostly includes general engagement opporutnities with vague language that suggests further targetted outreach will happen with Tribes. They do mention that no point of contact for Tribes they identified and notified responded back to phone and email notifications. "
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Yes," Targeted briefings and interviews to solicit interests and concerns to inform GSP development – Outreach calls to 18 municipal and private water companies serving the 101 to 600 people each – Outreach calls to eligible non-participating agencies – The Nature Conservancy – California Department of Fish and Wildlife – League of Women’s Voters

&&

1.5.9.1 Opportunities for Engagement
The EAGSA provided a variety of opportunities for public engagement and involvement including the following:  Information – Outreach materials – project description factsheet, frequently asked questions, EAGSA GSA development and implementation timeline (provided on the website), hardcopies of the project brief and schedule (provided at public workshops and to libraries and Shasta Health Centers), and Rural Community Assistance Corporation training. In addition, the outreach team provided the Spanish and English SGMA brochure to libraries and Health Centers in COA and COR. – The EAGSA partnered with organizations to write about the EAGSA and solicit comments and promote meetings in newsletters. • Shasta Tehama Watershed Education Coalition  Solicitation and documentation of comments – Public Workshops – solicited verbal comments, comment cards, and invited emails – EAGSA Board Meetings – public comment period – GSP Chapters – solicitation and documentation of comments via Google form survey – Invitation to email comments and letters – Targeted Briefings – meetings to present and solicit comments in small groups or one-on-one – Individual interviews – outreach interviews and follow-up interviews to clarify comments received in writing – GSP Public Comment Portal – solicitation and documentation of comments and responses on individual GSP chapters and the Draft GSP via the web-based tool housed on the EAGSA website 1.5.9.2 Encouragement of Active Involvement SGMA requires GSAs to consider the interests of all beneficial uses and users of groundwater as a part of GSP development and implementation. Furthermore, as is stated in Water Code § 10727.8: The GSA shall encourage the active involvement of diverse social, cultural, and economic elements of the population within the groundwater basin prior to and during the development and implementation of the GSP. To plan and implement public outreach to meet these requirements, the EAGSA developed a Communications & Engagement Plan (Appendix C). The following sections describe how the EAGSA has encouraged active involvement in GSP development.

&&

1.5.1.7 Environmental Users of Groundwater
Representatives of environmental users of groundwater have interests in the connection between the Enterprise and Anderson Subbasin groundwater and surface water, most notably, the Sacramento River The following representatives of environmental users of groundwater and groundwater-dependent ecosystems (GDEs) have engaged with the EAGSA:  The Nature Conservancy  California Department of Fish and Wildlife  Virginia Phelps (member of the public)","Chapter 1: 1-23
1-18","
1. Environmental Stakeholders identified? Yes, including the Nature Conservacy and CA Dept. of Fish & Wildlife 
2. Which level of engagment: Inform, Consult
3. Evidence/strategies listed for level of engagement:

GSP has identified some environmental stakeholders and provides general stakeholder engagement opporunties, does not include targetted engagement for enviornmental stakehodlers. "
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"The EAGSA intends to continue public outreach and provide opportunities for engagement during GSP implementation. This will include providing opportunities for public participation, especially from  beneficial users, at public EAGSA Board meetings, and providing access to GSP information online. 

&&

8.2.3 Outreach
The EAGSA will continue public outreach and provide opportunities for engagement during GSP implementation. The EAGSA website will be maintained as the primary communication tool for SGMA-related content, monitoring data, reports, and meeting information. The goal of this tool is to make the GSP process as accessible to the public as possible. Given the high percentage of DACs and SDACs in the Anderson Subbasin, it will be important to make the GSP-related information readily available to individuals from their home computers or computers available at the local library. The philosophy is to share and exchange information with local tribes, DACs, SDACs, and other interested members of the public, without the burden of obtaining transportation to public meetings, taking time off work for attendance, and potentially acquiring and paying for child care while participating in public outreach activities. The ability to be heard and participate in this public process will be rewarding to the public, allowing them to feel more connected to the local management of groundwater resources in their subbasin. Additionally, announcements for GSA Board meetings and other GSP-related meetings and workshops will continue to be distributed via email to recipients included in the interested parties list, which will be maintained and updated as needed during GSP implementation. The EAGSA intends to host annual public workshops to present findings from each annual report. This will be done to provide an opportunity for the public to become or stay apprised of local groundwater conditions and GSP activities. ","Chapter 1: 1-23
Chpater 8: 8-4","1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for DACs?  ( yes/no)
3. What level of outreach engagement? 

GSP includes general language that suggests outreach activities used during GSP development will continue through  GSP implementation. "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Somewhat,"The EAGSA intends to continue public outreach and provide opportunities for engagement during GSP implementation. This will include providing opportunities for public participation, especially from  beneficial users, at public EAGSA Board meetings, and providing access to GSP information online.

&&

8.2.3 Outreach
The EAGSA will continue public outreach and provide opportunities for engagement during GSP implementation. The EAGSA website will be maintained as the primary communication tool for SGMA-related content, monitoring data, reports, and meeting information. The goal of this tool is to make the GSP process as accessible to the public as possible. Given the high percentage of DACs and SDACs in the Anderson Subbasin, it will be important to make the GSP-related information readily available to individuals from their home computers or computers available at the local library. The philosophy is to share and exchange information with local tribes, DACs, SDACs, and other interested members of the public, without the burden of obtaining transportation to public meetings, taking time off work for attendance, and potentially acquiring and paying for child care while participating in public outreach activities. The ability to be heard and participate in this public process will be rewarding to the public, allowing them to feel more connected to the local management of groundwater resources in their subbasin. Additionally, announcements for GSA Board meetings and other GSP-related meetings and workshops will continue to be distributed via email to recipients included in the interested parties list, which will be maintained and updated as needed during GSP implementation. The EAGSA intends to host annual public workshops to present findings from each annual report. This will be done to provide an opportunity for the public to become or stay apprised of local groundwater conditions and GSP activities. ","Chapter 1: 1-23
Chpater 8: 8-4","1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Tribes?  (yes/no)
3. What level of outreach engagement? 


GSP includes general language that suggests outreach activities used during GSP development will continue through  GSP implementation. "
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Somewhat,"The EAGSA intends to continue public outreach and provide opportunities for engagement during GSP implementation. This will include providing opportunities for public participation, especially from  beneficial users, at public EAGSA Board meetings, and providing access to GSP information online.

&&

8.2.3 Outreach
The EAGSA will continue public outreach and provide opportunities for engagement during GSP implementation. The EAGSA website will be maintained as the primary communication tool for SGMA-related content, monitoring data, reports, and meeting information. The goal of this tool is to make the GSP process as accessible to the public as possible. Given the high percentage of DACs and SDACs in the Anderson Subbasin, it will be important to make the GSP-related information readily available to individuals from their home computers or computers available at the local library. The philosophy is to share and exchange information with local tribes, DACs, SDACs, and other interested members of the public, without the burden of obtaining transportation to public meetings, taking time off work for attendance, and potentially acquiring and paying for child care while participating in public outreach activities. The ability to be heard and participate in this public process will be rewarding to the public, allowing them to feel more connected to the local management of groundwater resources in their subbasin. Additionally, announcements for GSA Board meetings and other GSP-related meetings and workshops will continue to be distributed via email to recipients included in the interested parties list, which will be maintained and updated as needed during GSP implementation. The EAGSA intends to host annual public workshops to present findings from each annual report. This will be done to provide an opportunity for the public to become or stay apprised of local groundwater conditions and GSP activities.  ","Chapter 1: 1-23
Chpater 8: 8-4","1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Environmental stakeholders?  (yes/no)
3. What level of outreach engagement? 


GSP includes general language that suggests outreach activities used during GSP development will continue through  GSP implementation. "
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,"1.5.4 Communications & Engagement Plan Development
The EAGSA developed a Communications & Engagement Plan (Appendix C-1). The Communications & Engagement Plan includes a description of the engagement goals and desired outcomes, SGMA requirements for outreach, beneficial uses and users, interested parties list, participants/potential audiences for GSP development, and a description of interbasin coordination. The Communications & Engagement Plan provides information related to the EAGSA’s methods for stakeholder outreach and engagement, including public workshops, targeted stakeholder briefings, EAGSA Board meetings, EAGSA website, and media outreach as well as messages and talking points related to SGMA processes and frequently asked questions for development of outreach materials. ","Appendix C-1
Chapter 1: 1-8",
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Yes,"1.5.10 Disadvantaged Communities 68 The COA and COR lying within the Enterprise and Anderson Subbasins are both DACs according to the DWR DAC Mapping Tool.  

Figures 1-2 through 1-4 present DACs and SDACs identified by the DWR DAC Mapping Tool in Places (DWR, 2021a; Figure 1-2), Tracts (DWR, 2021b; Figure 1-3), and Blocks (DWR, 2021c; Figure 1-4) in the greater Redding area. The U.S. Census designations are as follows:  Census Places – Populated areas that generally include one officially designated but currently unincorporated community, for which the Place is named, plus surrounding inhabited countryside of varying dimensions and, occasionally, other, smaller unincorporated communities as well.  Census Tracts – subdivisions of county of 4,000 people  Census Blocks – subdivisions of tracts of 1,500 people According to the DWR analysis presented on Figures 1-2 through 1-4, much of the Enterprise and Anderson Subbasins are designated as a DAC (light brown) or SDAC (dark brown), including COR and COA. In addition to being identified as DACs, COR and COA both have non-English-speaking Hispanic or Latino populations. The following population data for COR and COA have been retrieved from the U.S. Census Bureau’s data from 2015-2019.","Chapter 1: 1-18
Figure 1-2 to 1-4","1. Location on the map? (yes/no) YES
2. Identified by name? (yes/no) Yes, Identified as specific cities such as the City of Anderson. 
3. DAC places, tracks, or block data used in map?
The GSP included three DAC maps, one mapping DACs using places, one using tracts, and one using DAC block groups. "
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Yes,"2.2.3 Tribal Lands The subbasin includes the Redding Rancheria tribal lands. The land that comprises the Redding Rancheria was originally purchased by the Bureau of Indian Affairs in 1922, but in 1959, the Redding Rancheria was terminated by an act of Congress. In 1983, however, it was ruled that the failure of the Bureau of Indian Affairs to comply with its obligations under the California Rancheria Act invalidated the termination, and the Redding Rancheria was restored as a federally recognized tribe. Redding Rancheria lies within the jurisdiction of COR Water Utility, and in 2000, the two entities entered into an agreement to  incorporate some of the COR municipal services in the Redding Rancheria. COR installed a master meter at  the Redding Rancheria property line. Excluding water required to maintain sufficient flow for fire protection, the agreement specifies a maximum monthly volume of 7,800 hundred cubic feet monthly  and a maximum annual volume of 39,350 hundred cubic feet (Redding Rancheria, 2001).","Chapter 2: 2-1
Figure 2-2","1. Tribal lands identified? (yes/no) YES, identified on map
2. Tribal lands mapped? (yes/no) YES, figure 2-2
"
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",Somewhat,"Figures 1-2 through 1-4 present DACs and SDACs identified by the DWR DAC Mapping Tool in Places (DWR, 2021a; Figure 1-2), Tracts (DWR, 2021b; Figure 1-3), and Blocks (DWR, 2021c; Figure 1-4) in the greater Redding area. The U.S. Census designations are as follows:  Census Places – Populated areas that generally include one officially designated but currently unincorporated community, for which the Place is named, plus surrounding inhabited countryside of varying dimensions and, occasionally, other, smaller unincorporated communities as well.  Census Tracts – subdivisions of county of 4,000 people  Census Blocks – subdivisions of tracts of 1,500 people According to the DWR analysis presented on Figures 1-2 through 1-4, much of the Enterprise and Anderson Subbasins are designated as a DAC (light brown) or SDAC (dark brown), including COR and COA. In addition to being identified as DACs, COR and COA both have non-English-speaking Hispanic or Latino populations. The following population data for COR and COA have been retrieved from the U.S. Census Bureau’s data from 2015-2019.",Chapter 1:1-18,"1. Does the GSP document the size of the population for each DAC?
The GSP includes population size of DAC according to DAC block groups, tracts, and places and can find a population using the of each tract, block group and place provided in Figures 1-2 to 1-4. "
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location?
Map does not include depth by location. "
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,"DWR’s Well Completion Report Map Application classifies wells as domestic, production, and public (municipal). Figures 2-6, 2-7, and 2-8 show the density of domestic, public, and production wells, respectively, in the subbasin.",Figure 2-6,Domestic wells mapped through density map in Figure 2-6.. 
