Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Martha,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Yes,"Environmental/Ecosystem Inform and involve to sustain a vital ecosystem The Nature Conservancy; CalTrout; North Groups Sierra Club; National Marine Fisheries Service; Klamath Riverkeepers; Pacific Coast Federation of Fisherman’s Associations

State Land Management or Agencies Inform, involve and collaborate to ensure basin sustainability California Department of Fish & Wildlife; California Department of Fish and
Wildlife – Shasta Valley Wildlife Area and Shasta Big Springs Ranch Wildlife Area; State Water Resources Control Board, North Coast Regional Quality Control Board

Local Organizations: At times District Board members and staff, as well as Advisory Committee members, will share information and coordinate with established community organizations such as NGO’s, irrigation districts, or localized interested parties by attending standing meetings and utilizing known communication channels. Additional coordination may occur through non-SGMA related forums, monthly information pieces in newsletters, or by disseminating information in any other manner that reaches the desired target audience.


Coordination with State and Federal Agencies: In order to ensure effective integration of distinct, yet oftentimes overlapping, water management and policy programs, the GSA will coordinate and share information, as needed, with state and federal agencies such as the California Department of Fish and Wildlife, Department of Water Resources, State Water Resources Control Board, US Fish and Wildlife Service and National Marine Fisheries Service.

Advisory Committee Meetings: The Shasta Valley Groundwater Advisory Committee will gather for six regularly scheduled meetings each year in 2019 and 2020 along with potential additional “Special Meetings” should such meetings be warranted, and on an as needed basis in  2021. The purpose of these meetings is for committee members to provide local insights, advice and recommendations during the GSP development process. The meetings also provide an important forum that enables interested parties to stay informed of SGMA activities and contribute to GSP development. Interested members of the public are encouraged to attend Advisory Committee meetings. GSA staff will keep a record of attendance, and track the various constituencies and interested parties which attend and contribute to GSP development. 


Advisory Committee Members
• Tristan Allen, Montague Water Conservation District
• Lisa Faris, Big Springs Irrigation District
• Susan Fricke (Vice-Chair), Karuk Tribe Representative
• Blair Hart, Private Pumper
• Justin Holmes, Edson-Foulke Ditch Company
• Steve Mains, Grenada Irrigation District
• Robert Moser, Municipal/City (Lake Shastina Community)
• Peter Scala, Private Pumper
• John Tannaci (Chair), Residential
• Gregg Werner, Environmental/Conservation Representative
• Justin Sandahl, Shasta River Water Users Association

","Communications & Engagement Plan Page 7, 8, 12, 15","1. Environmental Stakeholders identified? Yes
2. Which level of engagment: Collaborate
3. Evidence/strategies listed for level of engagement: Rep on board, targetted outreach for input

GSP references engaging environmental/ecosystem stakeholders by appointing an environmental/ecosystem representative as part of the Advisory Commitee as well as coordinating with local organizations and state and federal agencies that protect the environment such as the Department of Fish & Wildllife . ",
Martha,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",No,"Community Involvement
To ensure broad public awareness and involvement as the GSP is developed, the GSA has tasked Advisory Committee members to act as liaisons to educate, inform and solicit input from the wider local community throughout the collaborative process. Key meetings and milestones during the process in which the general public is encouraged to attend and provide feedback on draft GSP content or other SGMA related issues include, but are not necessarily limited to  • Bi-monthly Advisory Committee meetings when draft GSP sections are introduced, discussed or evaluated by members• Advisory Committee engagement with constituents, with support as needed from GSA staff, during related meetings, events, and discussions by members, • Stakeholder meetings led by GSA staff with participation from Advisory Committee members, Technical Consulting Team members and/or Facilitation Support Services • Public comment periods when draft GSP sections are made available for review • Regularly scheduled District Board meetings • Special meetings that are scheduled, noticed in advance and open to the public At key intervals during GSP development, the GSA will hold public meetings in order to share information, respond to questions or concerns about SGMA, and solicit input from the wider community. Interested parties can also reach out to District staff at any time to share and discuss specific elements of the GSP or SGMA in general.


Human Right to Water:Inform and involve to provide  safe and secure groundwater supplies to disadvantages communities Edgewood; Lake Shastina Community District; Siskiyou County Service Area 5 – Carrick, Gazelle and Montague

Outreach Strategies, Forums and Tools SGMA gives local GSAs wide discretion in how to conduct stakeholder communication and engagement. The Siskiyou County GSA will utilize the following outreach strategies, forums and tools to successfully meet all SGMA stakeholder engagement requirements:  Public Meetings and Workshops: Public meetings and workshops will be held as needed at key milestones or as required by SGMA. These events can target specific geographic areas or be designed to welcome constituents from across the basin. At times, public meetings may be held in different locations across Siskiyou County. GSA staff, as well as the GSA’s technical and  facilitation consultants, will help plan and facilitate these events. Advisory Committee members and the District Board may play a support role. 

Advisory Committee Meeting Announcements: Meeting agendas and handouts will be distributed to committee members and the interested parties list 72 hours prior to each meeting. Social Media: Although not currently used, Facebook, Twitter, YouTube and other emerging social media technologies may be utilized to provide SGMA updates to interested parties. Informational Materials: GSA staff, with support from both its consultants and Advisory Committee members, will jointly develop and utilize an array of informational materials to educate the public. These materials may include, but not necessarily be limited to, the following: • Local SGMA brochures and key talking points• Frequently asked questions about SGMA, the local GSA and the local GSP • Existing and new educational materials• Publicly available groundwater elevation or other related data
• Press releases, newspaper editorials and newsletter articles Website: The GSA will regularly post and archive SGMA affiliated meeting materials on the county’s established SGMA website (e.g. meeting agendas, presentations, summaries). The website will also serve as a repository for groundwater related reports, studies and other topical information discussed by the GSA or its Advisory Committees. Media: Production of public service announcements, press releases or featured articles will expand awareness of SGMA and how interested parties can get involved. At important milestones advertisements or other announcements in local newspapers will provide information about public meetings, workshops and public comment periods on draft GSP materials.

Interested Parties List: GSA staff will maintain a interested parties email list that includes anyone interested in receiving information on SGMA in Siskiyou County during GSP development and implementation. Notification for public meetings and comment periods on draft  GSP materials will be distributed through the interested parties list.",2-6 to 2-13,"1. Documents outreach plans to stakeholders? (yes/no) Somewhat
2. List specific outreach methods for DACs?  ( yes/no) NO
3. What level of outreach engagement? 

GSP did include disadvanatged communities as stakeholders iin the communications & Engagement plan, and do offer outreach and engagement materials for all stakeholders. There are no DAC-specific outreach actions. Mostly focuses on outreach during development and not so much on implementation. ",
Martha,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Yes,"Tribal Engagement: In addition to the role that tribal representatives will play on Advisory Committees, the GSA will, as noted, maintain a government-to-government relationship with any tribe in the Siskiyou County/Klamath River watershed region that expresses interest in participating in SGMA activities. The GSA will seek to foster trust building, provide the opportunity for tribes to have meaningful involvement, and create a forum by which sovereign tribes can communicate their respective needs and interests around SGMA. As noted earlier, the GSA has utilized DWR Facilitation Support Services to help develop and maintain positive relationships with interested tribes.

Advisory Committee Members
• Tristan Allen, Montague Water Conservation District
• Lisa Faris, Big Springs Irrigation District
• Susan Fricke (Vice-Chair), Karuk Tribe Representative
• Blair Hart, Private Pumper
• Justin Holmes, Edson-Foulke Ditch Company
• Steve Mains, Grenada Irrigation District
• Robert Moser, Municipal/City (Lake Shastina Community)
• Peter Scala, Private Pumper
• John Tannaci (Chair), Residential
• Gregg Werner, Environmental/Conservation Representative
• Justin Sandahl, Shasta River Water Users Association

Tribal Engagement
To foster meaningful engagement with Native American Tribes, the GSA will maintain a government-to-government relationship with any tribe in Siskiyou County or the larger Klamath River watershed which expresses interest in SGMA. In addition, the GSA has appointed a tribal representative to the Advisory Committees for the Shasta Valley, Scott Valley and Butte Valley groundwater basins. Tribal representation on these committees is based on multiple factors,
including cultural relationship to the area, ancestral territory and land held in trust or reservation  6 within a given basin. The GSA has begun developing communication protocols and coordination agreements with tribes who have voiced interest in SGMA. Individual tribes are recognized as sovereign tribal nations; no one tribe represents another. In Shasta Valley, the Karuk Tribe is represented on the local SGMA Advisory Committee. 


Native AmericanTribes:
Inform, involve and consult
with tribal governments (See
DWR Tribal Engagement with
Tribal Guidance Document 7):
Shasta Indian Nation; Karuk Tribe;
Quartz Valley Tribe; Yurok Tribe;
Modoc Tribe of Oklahoma

The GSA maintains a government-to-government relationship with any Native American Tribe in Siskiyou County or the larger Klamath River watershed which expresses interest in SGMA. Tribal representatives have been appointed to the advisory committees in the Scott Valley, Shasta Valley and Butte Valley groundwater basins. Moreover, Siskiyou County and the Karuk Tribe formalized good faith communication protocols around SGMA through an established memorandum of understanding. ","Communications & Engagement Plan page 5,6, 8, 12, 15
1-6
1-9","1. Documents outreach plans to stakeholders? (yes/no) Yes
2. List specific outreach methods for Tribes?  (yes/no) Yes
3. What level of outreach engagement? Empower - member on the Advisory committe + MOU

GSP listed Tribes as being represnted in the Advisory Commite which will continue to meet during implementation as well as specifically keep an open line of communication to interested tribe members in the Basin. ",
Martha,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",No,"Outreach Strategies, Forums and Tools SGMA gives local GSAs wide discretion in how to conduct stakeholder communication and engagement. The Siskiyou County GSA will utilize the following outreach strategies, forums and tools to successfully meet all SGMA stakeholder engagement  requirements:  Public Meetings and Workshops: Public meetings and workshops will be held as needed at key milestones or as required by SGMA. These events can target specific geographic areas or be designed to welcome constituents from across the basin. At times, public meetings may be held in different locations across Siskiyou County. GSA staff, as well as the GSA’s technical and facilitation consultants, will help plan and facilitate these events. Advisory Committee members and the District Board may play a support role. 

Advisory Committee Meeting Announcements: Meeting agendas and handouts will be distributed to committee members and the interested parties list 72 hours prior to each meeting. Social Media: Although not currently used, Facebook, Twitter, YouTube and other emerging social media technologies may be utilized to provide SGMA updates to interested parties. Informational Materials: GSA staff, with support from both its consultants and Advisory Committee members, will jointly develop and utilize an array of informational materials to educate the public. These materials may include, but not necessarily be limited to, the following: • Local SGMA brochures and key talking points • Frequently asked questions about SGMA, the local GSA and the local GSP • Existing and new educational materials • Publicly available groundwater elevation or other related data • Press releases, newspaper editorials and newsletter articles Website: The GSA will regularly post and archive SGMA affiliated meeting materials on the county’s established SGMA website (e.g. meeting agendas, presentations, summaries). The website will also serve as a repository for groundwater related reports, studies and other topical information discussed by the GSA or its Advisory Committees. Media: Production of public service announcements, press releases or featured articles will expand awareness of SGMA and how interested parties can get involved. At important milestones advertisements or other announcements in local newspapers will provide information about public meetings, workshops and public comment periods on draft GSP materials.


Interested Parties List: GSA staff will maintain a interested parties email list that includes anyone interested in receiving information on SGMA in Siskiyou County during GSP development and implementation. Notification for public meetings and comment periods on draft  GSP materials will be distributed through the interested parties list.",,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Environmental stakeholders?  (yes/no)
3. What level of outreach engagement? 

GSP lists Environmental/Ecosystem users as stakeholders, it mostly focuses on outreach and engagement during development. There are no targetted outreach for environmental stakeholders. ",
Martha,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,,Appendix 1-A Shasta Valley Communications & Engagement Plan,Appendix 1-A serves as the Communication and Engagement Plan for the Shasta Valley Basin. ,
Martha,,,DACs,1,"Does the GSP identify each DAC by name and location on a map? Please indicate in the Notes whether DAC places, tracks, or block data were used.","No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Somewhat,"The Valley also is home to the census-designated places (CDP) of Grenada (367), Carrick (131), Gazelle (70), and Edgewood (43). Communities in theValley categorized as either disadvantaged or severely disadvantaged include: Gazelle, Grenada, Montague, Weed, and Yreka. Communities with an annual median household income (MHI) of less than 80% of the average annual MHI in California are classified as Disadvantaged Communities (DACs), while communities with annual MHIs of less than 60% of California’s average annual MHI are considered Severely Disadvantaged Communities (SDACs). Based on the 2012-2016 DAC Mapping Tool, the statewide average annual MHI is $63,783 and Gazelle, Grenada, Weed, and Yreka all qualify as SDACs with annual MHIs of $31,389, $29,773, $29,427, and $30,202, respectively (DWR 2019a). Montague has an annual MHI of $41,923, which qualifies it as a DAC. Carrick and Edgewood are not listed in the government database as either a DAC or SDAC as no MHI data is provided for either CDP (DWR 2019a).",2021-02-02 00:00:00,"1. Location on the map? (yes/no) No
2. Identified by name? (yes/no) Yes
3. DAC places, tracks, or block data used in map? NA

The GSP references DAC locations in the text but does not actually map them. ",
Martha,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Yes,,"Figure 1: Shasta Valley Bulletin 118 Basin Boundary (black) and watershed boundary (light blue).
Page 2-1","1. Tribal lands identified? (yes/no) YES
2. Tribal lands mapped? (yes/no) YES

Figure 1 of Section 2 includes a map showing the boundaries of the Basin, this same map highlights the area in which the Karuk Tribe is located, highligheted in purple color. ",
Martha,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",No,,,"1. Does the GSP document the size of the population for each DAC?
No mention of DAC population or population density.",
Martha,,,DACs,2,Does the GSP map the location of all domestic wells by location and by depth?,"No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,"The primary uses of the wells reviewed were: Domestic Wells: 3,264","2-8
Figure 4, Page 2-11 (Well Desntiy Map)","1. Does the map include depth by location? No
The GSP states the number of domestic wells in the basin, and includes a well density map shown as Figure 4 in Section 2. ",
Martha,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,"The density of groundwater wells is highest in the south and northwest sections of the Basin,  especially near the cities of M

Figure 4: Well density maps indicating number of domestic (panel A)","Figure 4, Page 2-11","1. How are domestic wells mapped (density/point/none)? Density

On Figure 4, Panel A shows the density of domestic groundwater wells in the plan area. ",
Sara,,,All,,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",Yes,"Previous work has characterized groundwater in the Basin as calcium magnesium bicarbonate type (DWR 2004). Within Shasta Valley, groundwater quality issues have historically been localized and attributed to natural sources. Elevated constituents have included: boron, calcium, chloride, conductivity, magnesium, iron, fluoride, nitrate, sodium, sulfate and hardness. Total dissolved solids in the Basin have historically been within the range of 131 mg/L to 1,240 mg/L with locally elevated levels (DWR 2004). Groundwater quality has been noted to be closely connected to local geology, in particular high magnesium has been attributed to serpentine and elevated calcium has been attributed to the presence of limestone (Mack 1960). Identified localized groundwater quality issues include Table Rock Springs with high sodium, chloride and boron, areas near Willow Creek and Julian Creek with elevated boron, dissolved solids and sodium, near Montague, Grenada and Big Springs and near Oregon Slough and Little Shasta River (DWR 2004; Gwynne 1993). Groundwater in the Basin is generally of good quality and meets local needs for municipal, domestic, and agricultural uses. Ongoing monitoring programs show that some constituents, including arsenic, boron, iron, manganese, and benzene, in addition to pH and specific conductivity, exceed water quality standards in parts of the Basin. Exceedances may be caused by localized conditions and may not be reflective of regional water quality. In addition, there are potential risks of increasing salt and nutrient conditions from agricultural and municipal uses of water.

A summary of information and methods used to assess current groundwater quality in the Basin as well as key findings, are presented below. A detailed description of information, methods, and all findings of the assessment can be found in Appendix 2-B – Water Quality Assessment.","Figure 1 thru Figure 47 Appendix 2b
pg 93, 2.2.2.3","1. Are all concerning constituents identified as COC's, Yes/No -->which ones? Yes: Arsenic, Boron, Benzene, Iron, Manganese, Nitrate, pH, Specific Conductivity
2. Are the COC's mapped? Yes
3. Is there spatial trend data for all COC's? Yes
4. Are constitues which are not of concern identified? Yes
5. Is there a data gap/ Or not enough data related COC's? No

The GW quality data collection is from 1990 to 2020
The monitoring wells are from agriculture, domestic, state small weater supply well, public water supply well, contamination site monitoring well and reserahc monitoring well. 
They have mapped temporally and spatially Arsenic, Boron, Benzene, Iron, Manganese, NItrate, pH, specific conductivity, In appendix 2b
NO graph of TDS, the range of TDS historically is between 131 to 1240. Could they confirm if TDS is now under control?",
Martha,,,DACs,2,"Does the GSP identify the sources of water for DACs (e.g., what percentage is supplied by groundwater?","No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Communit*, DAC",No,,,GSP does not mention any details about sources of water for DAC population..,
