Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Stakeholder,PLAN AREA,,DACs,1,"Does the GSP document how DAC stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to DACs, no reference to stakeholder engagement during development 
somewhat=  no specific reference to DAC engagement but lists DAC as a stakeholder, provides stakeholder engagement details 
Yes= references DACs and how they were engaged specifically during development beyond informing DACs
","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"Using publicly available datasets, TFT and LGC conducted a detailed geospatial analysis of the Solano Subbasin to identify the distribution of groundwater-dependent DAC and SDAC communities. The initial analysis included federal and state datasets and an analysis of socioeconomic vulnerability indicators. Vulnerability indicators and more information about wells and public water systems within the Solano In addition to the geospatial analysis, TFT and LGC conducted background research and outreach to identify key stakeholders to support DAC and SDAC engagement in the GSP planning process and to further inform the identification of DAC and SDAC communities. The objective of the community and stakeholder outreach was to further characterize groundwater-dependent vulnerable communities and identify key stakeholders and outreach partners. Various methods were used to identify groundwater1322 reliant SDACs and DACs within the Solano Subbasin. Methods for community and stakeholder outreach are described in the report included in Appendix 2a, “Report on SDACs in the Solano Subbasin.”

&&

Soluna Outreach Solutions Bi-Lingual Local Media Outreach and Spanish GSP Survey Hotline - The SDAC team partnered with Soluna Outreach Solutions to develop and distribute Spanish print media and Spanish radio programming to promote Solano Subbasin public events. Soluna Outreach also developed a Spanish hotline for stakeholders to call and complete the 2020 Solano GSP survey in Spanish by phone

&&

Channels of Engagement
The Solano Subbasin GSA Collaborative utilized multiple mechanisms to engage with beneficial users of the Solano Subbasin and members of the public. What follows is a summary of the various channels of engagement that have been used to date. Appendix 2a provides details of the Solano Subbasin GSA Due to COVID-19 pandemic social distancing restrictions, public engagement meetings were hosted virtually starting in March 2020; however, meetings were able to be hosted via Zoom video calls and included simultaneous Spanish language translation. Engagement Meetings held in English and translated to Spanish were held to build an awareness of SMGA, provide regular updates on the GSP planning process and public engagement timeline, and help the project team by develop an understanding of the interests, concerns, and questions of key beneficial user groups. Simultaneous Spanish language translation and childcare were offered at each in-person meeting. Notices were sent by email to the interested parties list, via mailed postcards, through local newspaper ads, radio promotion, and through community partners.
The Community Advisory Committee45 1274 (CAC) included 16 volunteers representing beneficial uses and users across the full geography of the subbasin. CAC members provided focused input during the development of the GSP, but did not have decision-making authority. CAC meetings were held and noticed publicly, and observers could attend and offer comments at the end of the meeting.
 GSA Board of Director meetings, scheduled monthly, were open to the public, with time for public comment at each meeting. Solano Subbasin GSA Collaborative meetings have been held since June 2018. Meetings have generally been held once per month, with in person and call-in options for participation by members of the Collaborative. Meeting topics include GSP goals, direction, and scope; stakeholder engagement planning; GSA working agreements (governance); funding updates; and GSP topics. Meeting summaries are included on the Solano GSP website. Newsletter and Interested Parties List: The newsletter was intended to engage and inform the public on the GSP, including public engagement meetings, CAC meetings, and updates to the GSP development. Newsletters were initially sent out on a quarterly basis starting in 2018 and with increasing frequency as GSP development progressed. An example can be found in Appendix 2a. Solano Subbasin Surveys: Several surveys were developed and distributed in paper form at public engagement meetings, and electronically through the Solano GSP website, the newsletter and all other outreach channels. A summary of the results is found in Appendix 2a.Solano GSP Website46 1292 : Meeting results, announcements, deliverables, and surveys were posted as they occurred via the Solano GSP website. Focus Groups on specific aspects of the GSP were held as needed to include technical expertise and topic-dependent stakeholders. A summary can be found in Appendix 2a. Public Forums: The GSA Collaborative, in partnership with the The Freshwater Trust and Local Government Commission, held focused discussions and input sessions around specific topics that required further exploration and engagement. A summary is included in Appendix 2a.

&&

3.3.2 Outreach channel recommendations
There is limited knowledge around where the most groundwater-dependent vulnerable communities are located and how to best engage these groups. Interviewees did provide recommendations for effective outreach strategies to vulnerable communities. Generally, most interviewees were unaware of public awareness campaigns around drinking water, groundwater, and water quality. Both the Dixon Unified School District and the River Delta Unified School District were commonly cited by interviewees as one of the most accessible outreach channels for connecting with families, some of whom may be reliant on groundwater for drinking, cooking, and sanitation or may be using private domestic wells. One interviewee mentioned that parents, especially from the Latinx farm-working community, have communicated a level of respect for the schools, and that any information provided by the schools will be taken seriously by families. River Unified School District allows outside organizations to send District-approved materials home in children’s backpacks every Wednesday, and this may be a
key outreach channel for conducting smaller focus groups in the next phase of engagement. River Unified also offers migrant education programs that may be a helpful avenue for connecting with families for the next steps of outreach.
Libraries were also frequently mentioned as a hub for community engagement, and librarians were viewed as important gatekeepers to sharing information about local events and resources. Utilizing online groups (Facebook, Nextdoor.com, etc.) to engage with community groups was also recommended. Most Solano County librarians are active members on Nextdoor.com, an online community platform, as well as other local Facebook groups; librarians often post on behalf of other organizations to promote events and share resources with the broader network of members. Some local libraries (e.g. Dixon Public Library) also host family resource meetings and other parents groups that were recommended as potential avenues for engaging vulnerable community members. Additional public venues noted for posting flyers for events were local post offices, grocery stores, and local community centers. Rotary Clubs were commonly cited as a convener of groups across the Subbasin and were recommended for additional outreach. Some interviewees also pointed to faith-based groups as a key player to engage
individuals and families that were likely not already captured by GSA Collaborative outreach efforts. Individuals that were identified but not previously engaged in Solano Subbasin groundwater planning efforts were excited to hear about the project and surprised by the resources being offered at the Open House meetings (e.g. translation and childcare services). Interviewees from groups working directly withfamily and children (e.g. Solano Family and Children Services, Child Development Centers and Continuing Development Incorporated, Rio Vista CARE) expressed interest in the project, and two interviewees mentioned that the mostly Latinx, farm-working communities should be engaged, although both notedthe difficulty in engaging these groups, predominantly due to their geographic and linguistic isolation. Most interviewees were unaware of public awareness campaigns around drinking water, groundwater, and water quality.","Chpater 2: 2-60
2-59
 Report on SDACs in the Solano Subbasin Task 1
Prop 1 SGWP Grant Agreement No. 46-12688: Engaging SDACs in the Development of the Solano Subbasin Groundwater Sustainability Plan: Page 23, Link available on Chpater 2: 2-65","1. DAC's identified? (yes/no): YES
2. If yes, which level of engagment: Inform, Consult
3. Evidence/strategies listed for level of engagement:

GSP identifies the identification of DACs through the Report on SDACs, however focuses more on DAC notification and some forms of outreach and engagement. More information and details are needed about whether DACs are represented on any advisory board. "
Stakeholder,,,Tribes,1,"Does the GSP document how tribal stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to Tribes , no reference of stakeholder engagement opportunities
Somewhat= No specific Tribe engagement described, lists Tribes as stakeholders, includes stakeholder engagement details
Yes = reference to Tribes in the Basin, documents targetted engagment opportunities for Tribal stakeholders beyond informing","Tribal, tribe, stakeholder, beneficial user",Not Applicable,,,"1. Tribes identified? (yes/no):
2. If yes, which level of engagment:
3. Evidence/strategies listed for level of engagement:"
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Yes," Environmental and Ecosystems: Fish and Wildlife and their associated habitats; Recreational
1234 Sites (Campgrounds, Marinas); Environmental Conservation Agencies/Organizations
1235 (Solano Land Trust, Wildlands Inc.)

&&

Channels of Engagement
The Solano Subbasin GSA Collaborative utilized multiple mechanisms to engage with beneficial users of the Solano Subbasin and members of the public. What follows is a summary of the various channels of engagement that have been used to date. Appendix 2a provides details of the Solano Subbasin GSA Due to COVID-19 pandemic social distancing restrictions, public engagement meetings were hosted virtually starting in March 2020; however, meetings were able to be hosted via Zoom video calls and included simultaneous Spanish language translation. Engagement Meetings held in English and translated to Spanish were held to build an awareness of SMGA, provide regular updates on the GSP planning process and public engagement timeline, and help the project team by develop an understanding of the interests, concerns, and questions of key beneficial user groups. Simultaneous Spanish language translation and childcare were offered at each in-person meeting. Notices were sent by email to the interested parties list, via mailed postcards, through local newspaper ads, radio promotion, and through community partners.
The Community Advisory Committee45 1274 (CAC) included 16 volunteers representing beneficial uses and users across the full geography of the subbasin. CAC members provided focused input during the development of the GSP, but did not have decision-making authority. CAC meetings were held and noticed publicly, and observers could attend and offer comments at the end of the meeting.
 GSA Board of Director meetings, scheduled monthly, were open to the public, with time for public comment at each meeting. Solano Subbasin GSA Collaborative meetings have been held since June 2018. Meetings have generally been held once per month, with in person and call-in options for participation by members of the Collaborative. Meeting topics include GSP goals, direction, and scope; stakeholder engagement planning; GSA working agreements (governance); funding updates; and GSP topics. Meeting summaries are included on the Solano GSP website. Newsletter and Interested Parties List: The newsletter was intended to engage and inform the public on the GSP, including public engagement meetings, CAC meetings, and updates to the GSP development. Newsletters were initially sent out on a quarterly basis starting in 2018 and with increasing frequency as GSP development progressed. An example can be found in Appendix 2a. Solano Subbasin Surveys: Several surveys were developed and distributed in paper form at public engagement meetings, and electronically through the Solano GSP website, the newsletter and all other outreach channels. A summary of the results is found in Appendix 2a.Solano GSP Website46 1292 : Meeting results, announcements, deliverables, and surveys were posted as they occurred via the Solano GSP website. Focus Groups on specific aspects of the GSP were held as needed to include technical expertise and topic-dependent stakeholders. A summary can be found in Appendix 2a. Public Forums: The GSA Collaborative, in partnership with the The Freshwater Trust and Local Government Commission, held focused discussions and input sessions around specific topics that required further exploration and engagement. A summary is included in Appendix 2a.

&&

Community Advisory Committee and Beneficial User Groups
The Community Advisory Committee (CAC) included 17 volunteers representing beneficial uses and users across the full geography and demographics of the Subbasin, including small and large agriculture, rural residential, urban areas, planning, land use and development, local tribal interests, and work on related environmental issues. CAC members were identified by members of the Solano Collaborative and with additional proposals made by LGC and TFT through their outreach and engagement efforts in SDAC communities. CAC members provided focused input during GSP development, but they did not have decision-making authority. Interested members of the general public were invited to join CAC meetings as observers to learn from the presentations and offer comments. CAC meetings were announced and promoted via the Solano SGMA newsletter and website.","2-57
2-59
Appendix 2A, Page 10","
1. Environmental Stakeholders identified? YES
2. Which level of engagment: Inform, Consult
3. Evidence/strategies listed for level of engagement:

Environmental stakeholders are identified and on the Advisory board"
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Yes,"Communication and engagement within the subbasin were important during the GSP development phase (2018-2022) and will be critical during the GSP monitoring and implementation phase (2022- 2042). Starting in 2022 and continuing through 2042, extensive monitoring and adaptive management will occur to ensure the subbasin is being managed in a sustainable manner. Potential management actions and/or projects may be implemented during this time, as needed, to maintain the sustainability of the subbasin. Implementation of optimal management strategies, and monitoring, will occur beyond 2042 in perpetuity. The same principles described in the Community Engagement Plan (CEP) are expected to guide stakeholder communication and engagement during the 20-year GSP monitoring and implementation period. The CEP will be updated after the GSP submittal to include an approach for responsive communications during the GSP monitoring and implementation phase and reevaluated during the 5-year GSP review cycle.",Chpater 2: 2-58,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for DACs?  ( yes/no)
3. What level of outreach engagement? 

Pages 5-11 of the “Implementation Community Engagement Plan” (I-CEP, Appendix 2a) describes various outreach channels for engagement to specific stakeholder groups, including Tribal groups, domestic well owners and disadvantaged communities. This includes a detailed Solano Subbasin beneficial users list, engagement through bilingual outreach and localized workshops, outreach through phone calls, focus group discussions in the appropriate languages, and venues to support equitable information access. The I-CEP also includes a timeline for projected activities for the first five years of GSP implementation.
b.                   The CEP Results Report also includes a “Looking Forward” section (pgs. 24-27), which includes specific recommendations on continued Tribal and DAC engagement, as well as evaluation of outreach goals and continuous improvements to community engagement through implementation.
 "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Not Applicable,,,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Tribes?  (yes/no)
3. What level of outreach engagement? "
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Yes,"Communication and engagement within the subbasin were important during the GSP development phase (2018-2022) and will be critical during the GSP monitoring and implementation phase (2022- 2042). Starting in 2022 and continuing through 2042, extensive monitoring and adaptive management will occur to ensure the subbasin is being managed in a sustainable manner. Potential management actions and/or projects may be implemented during this time, as needed, to maintain the sustainability of the subbasin. Implementation of optimal management strategies, and monitoring, will occur beyond 2042 in perpetuity. The same principles described in the Community Engagement Plan (CEP) are expected to guide stakeholder communication and engagement during the 20-year GSP monitoring and implementation period. The CEP will be updated after the GSP submittal to include an approach for responsive communications during the GSP monitoring and implementation phase and reevaluated during the 5-year GSP review cycle.",Chpater 2: 2-58,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Environmental stakeholders?  (yes/no)
3. What level of outreach engagement? 

Pages 5-11 of the “Implementation Community Engagement Plan” (I-CEP, Appendix 2a) describes various outreach channels for engagement to specific stakeholder groups, including Tribal groups, domestic well owners and disadvantaged communities. This includes a detailed Solano Subbasin beneficial users list, engagement through bilingual outreach and localized workshops, outreach through phone calls, focus group discussions in the appropriate languages, and venues to support equitable information access. The I-CEP also includes a timeline for projected activities for the first five years of GSP implementation.
b.                   The CEP Results Report also includes a “Looking Forward” section (pgs. 24-27), which includes specific recommendations on continued Tribal and DAC engagement, as well as evaluation of outreach goals and continuous improvements to community engagement through implementation.
 "
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,,Appendix 2a,Title: Public Outreach and Communications and Engagement Activities
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Yes,"Using publicly available datasets, TFT and LGC conducted a detailed geospatial analysis of the Solano Subbasin to identify the distribution of groundwater-dependent DAC and SDAC communities. The initial analysis included federal and state datasets and an analysis of socioeconomic vulnerability indicators. Vulnerability indicators and more information about wells and public water systems within the Solano In addition to the geospatial analysis, TFT and LGC conducted background research and outreach to identify key stakeholders to support DAC and SDAC engagement in the GSP planning process and to further inform the identification of DAC and SDAC communities. The objective of the community and stakeholder outreach was to further characterize groundwater-dependent vulnerable communities and identify key stakeholders and outreach partners. Various methods were used to identify groundwater1322 reliant SDACs and DACs within the Solano Subbasin. Methods for community and stakeholder outreach are described in the report included in Appendix 2a, “Report on SDACs in the Solano Subbasin.”

&&

INITIAL RESULTS
3.1 Groundwater-dependent SDACs and DACs identified from publicly available datasets The results from the geospatial analysis indicate that there are 11 SDAC communities based on ACS 5- Year Survey MHI (Table 2, Figure 2). The SDACs are distributed across four cities: seven Block Groups within Vacaville (SDAC-1-7), one block group in Dixon (SDAC- 8), two block groups in Rio Vista (SDAC- 9, SDAC-10), and one place in Isleton (SDAC -11). Overall, the total population within SDAC communities in the Solano Subbasin is approximately 13,364 people, or 11% of the total population within the Subbasin. The Northern Delta GSA, Vacaville GSA Solano GSA, and Solano Irrigation District GSA each have at least one SDAC community within their jurisdictions (Figure 2). MHIs range from $23,771 to $39,880 for these communities.

&&

Disadvantaged Communities were also identified within the Subbasin. DAC communities are listed Table 3 and illustrated in Figure 2. The DACs are distributed within three cities: Walnut Grove, Vacaville and Dixon, as well as the southern portion of the Basin. Overall, the total population within SDAC communities in the Solano Subbasin is 24,153 people, or approximately 20% of the total population within the basin. All six of the GSAs within the Subbasin have at least one DAC within their jurisdictions. Median Household Incomes range from $39,538 to $49,267 for these communities. The MHI of the Rio Vista tract that is located at the southern portion of the Subbasin (DAC- A) in Sacramento County is just 1%, or $504/year over the SDAC MHI threshold.","Chpater 2: 2-60
Figure 1 on Page 14 of External Task 1 Document: 
 Report on SDACs in the Solano Subbasin Task 1
Prop 1 SGWP Grant Agreement No. 46-12688: Engaging SDACs in the Development of the Solano Subbasin Groundwater Sustainability Plan: Page 23, Link available on Chpater 2: 2-65","1. Location on the map? (yes/no) Yes, Map is provided through external document by link provided: Task 1 available on Page on Figure 1. 
2. Identified by name? (yes/no) GSP references  identifying DACs and SDACs through the use of public datasets to find communities impacted 
3. DAC places, tracks, or block data used in map?

DAC block groups used. "
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Not Applicable,,,"1. Tribal lands identified? (yes/no) 
2. Tribal lands mapped? (yes/no)  "
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",Yes,"
INITIAL RESULTS
3.1 Groundwater-dependent SDACs and DACs identified from publicly available datasets The results from the geospatial analysis indicate that there are 11 SDAC communities based on ACS 5- Year Survey MHI (Table 2, Figure 2). The SDACs are distributed across four cities: seven Block Groups within Vacaville (SDAC-1-7), one block group in Dixon (SDAC- 8), two block groups in Rio Vista (SDAC- 9, SDAC-10), and one place in Isleton (SDAC -11). Overall, the total population within SDAC communities in the Solano Subbasin is approximately 13,364 people, or 11% of the total population within the Subbasin. The Northern Delta GSA, Vacaville GSA Solano GSA, and Solano Irrigation District GSA each have at least one SDAC community within their jurisdictions (Figure 2). MHIs range from $23,771 to $39,880 for these communities.

&&

Disadvantaged Communities were also identified within the Subbasin. DAC communities are listed Table 3 and illustrated in Figure 2. The DACs are distributed within three cities: Walnut Grove, Vacaville and Dixon, as well as the southern portion of the Basin. Overall, the total population within SDAC communities in the Solano Subbasin is 24,153 people, or approximately 20% of the total population within the basin. All six of the GSAs within the Subbasin have at least one DAC within their jurisdictions. Median Household Incomes range from $39,538 to $49,267 for these communities. The MHI of the Rio Vista tract that is located at the southern portion of the Subbasin (DAC- A) in Sacramento County is just 1%, or $504/year over the SDAC MHI threshold.","Task 1 Report, Page 12-13","1. Does the GSP document the size of the population for each DAC?

GSP includes population of SDACs within the subbasin as 13,346 people or 11& of the subbasin population in Task 1 Report on SDACs in Solano SUbbasin which was provided as an additional document available through a google drive link. "
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location?
Map does not include depth by location. "
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,,Figure 2-13,"1. How are domestic wells mapped (density/point/none)?
Domestic wells are mapped using density map. "
