Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Somewhat,"Consideration of beneficial uses and users. This process consisted of identifying all the beneficial uses and users in the NASb and then evaluating the proposed MOs, MTs and  undesirable results values based the interests of each beneficial uses and users of  groundwater. These beneficial uses and users are listed below:  Agricultural  Domestic  Municipal  Public Water Systems  Environmental  Federal Government  Tribes  Disadvantaged Communities (DACs)  Surface Water Users  Parks  State Government  Local Land Use Planning Agencies  Conservancies

&&

11.2.4 Environmental Users of Groundwater As described in Section 3.7.4 – Environmental, the Subbasin includes several creeks, streams,ponds and marshes support more than 40 species of native and nonnative fish, including naturally spawning fall-run Chinook salmon, steelhead, and American shad. The banks of the many rivers and streams within the Subbasin provide riparian habitat, both scrub and forest consisting of cottonwood, valley oak, and willow, with occasional white alder, box elder, and Oregon ash. To ensure environmental users, including groundwater dependent ecosystems (GDEs), were adequately considered a thorough evaluation was performed for GDEs as documented in Appendix O. SGA also reached out to The Nature Conservancy, Environmental Defense Fund, and the Groundwater Leadership Forum and discussed the approach and development of sustainable management criteria. 

&&

Environmental (Table 11-1)
Federal and State Agencies
Environmental Groups
Wetland Managers
Conservation Plans, Districts
Resource Conservation Districts
Land Trusts
School Farm Departments
Inform and involve to avoid negative impact to the environment","8-7
11-6
Table 11-1","
1. Environmental Stakeholders identified? YES
2. Which level of engagment: Engagement = Inform with intention to involve
3. Evidence/strategies listed for level of engagement:

Environmental stakeholders are identified including organizations and environmental groups. Most of the documented engagement consisted of informing environmental groups of the sustainable managemement criteria to disucss  but no further details are provided. More information is needed. "
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"11.6 Informing the Public During GSP Implementation
The GSAs plan to continue public outreach and stakeholder engagement through the GSP implementation phase through various activities, including an annual public meeting to release the results of the Annual Report and the status of projects and management actions. As mentioned, the NASb agencies agreed to coordinate and fund GSP implementation activities through a MOA. The MOA also contains provisions for funding and implementing outreach activities, and the GSAs agreed to, at a minimum: 1. Provide for the consideration of all interests of legal users of groundwater within the NASb. To that end, the GSAs intend to update and seek input from the public and other interested stakeholders as part of GSP implementation and overall SGMA compliance. 2. Hold at least one annual NASb public meeting to inform and update stakeholders on NASb activities and basin wide conditions. 3. Develop public outreach materials and maintain and update the public website (nasbgroundwater.org). The website will be used to inform the public about NASb activities and meetings, provide a portal for the public to provide comments to the NASb GSAs, and include information for each GSA. With adoption of this GSP and the MOA, public involvement will continue through activities in the GSA individual C&E Plans along with Subbasin-wide public meetings coordinated by the Lead Agency, SGA. Nothing within the MOA precludes the individual NASb GSAs from holding additional public stakeholder meetings or conducting their own public engagement activities, consistent with their C&E Plans. In addition, to comply with the statutory requirements for public engagement during implementation of this GSP, the GSAs will engage the public through:  Public Notices and Meetings o Before amending a GSP o Prior to imposing or increasing a fee  Encouraging Active Involvement",2021-11-13 00:00:00,"1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for DACs?  ( yes/no) NO
3. What level of outreach engagement? 

GSP includes specific section dedicated to documenting GSP outreach and engagement stategies during GSP implementation which mostly consists of continuing ongoing practices used during GSP development. "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Somewhat,"11.6 Informing the Public During GSP Implementation The GSAs plan to continue public outreach and stakeholder engagement through the GSP implementation phase through various activities, including an annual public meeting to release the results of the Annual Report and the status of projects and management actions. As mentioned, the NASb agencies agreed to coordinate and fund GSP implementation activities through a MOA. The MOA also contains provisions for funding and implementing outreach activities, and the GSAs agreed to, at a minimum: 1. Provide for the consideration of all interests of legal users of groundwater within the NASb. To that end, the GSAs intend to update and seek input from the public and other interested stakeholders as part of GSP implementation and overall SGMA compliance. 2. Hold at least one annual NASb public meeting to inform and update stakeholders on NASb activities and basin wide conditions. 3. Develop public outreach materials and maintain and update the public website (nasbgroundwater.org). The website will be used to inform the public about NASb activities and meetings, provide a portal for the public to provide comments to the NASb GSAs, and include information for each GSA. With adoption of this GSP and the MOA, public involvement will continue through activities in the GSA individual C&E Plans along with Subbasin-wide public meetings coordinated by the Lead Agency, SGA. Nothing within the MOA precludes the individual NASb GSAs from holding additional public stakeholder meetings or conducting their own public engagement activities, consistent with their C&E Plans. In addition, to comply with the statutory requirements for public engagement during implementation of this GSP, the GSAs will engage the public through:  Public Notices and Meetings o Before amending a GSP o Prior to imposing or increasing a fee  Encouraging Active Involvement",2021-11-13 00:00:00,"1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for Tribes?  (yes/no) NO
3. What level of outreach engagement? 

GSP includes specific section dedicated to documenting GSP outreach and engagement stategies during GSP implementation which mostly consists of continuing ongoing practices used during GSP development. "
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Somewhat,"11.6 Informing the Public During GSP Implementation The GSAs plan to continue public outreach and stakeholder engagement through the GSP implementation phase through various activities, including an annual public meeting to release the results of the Annual Report and the status of projects and management actions. As mentioned, the NASb agencies agreed to coordinate and fund GSP implementation activities through a MOA. The MOA also contains provisions for funding and implementing outreach activities, and the GSAs agreed to, at a minimum: 1. Provide for the consideration of all interests of legal users of groundwater within the NASb. To that end, the GSAs intend to update and seek input from the public and other interested stakeholders as part of GSP implementation and overall SGMA compliance. 2. Hold at least one annual NASb public meeting to inform and update stakeholders on NASb activities and basin wide conditions. 3. Develop public outreach materials and maintain and update the public website (nasbgroundwater.org). The website will be used to inform the public about NASb activities and meetings, provide a portal for the public to provide comments to the NASb GSAs, and include information for each GSA. With adoption of this GSP and the MOA, public involvement will continue through activities in the GSA individual C&E Plans along with Subbasin-wide public meetings coordinated by the Lead Agency, SGA. Nothing within the MOA precludes the individual NASb GSAs from holding additional public stakeholder meetings or conducting their own public engagement activities, consistent with their C&E Plans. In addition, to comply with the statutory requirements for public engagement during implementation of this GSP, the GSAs will engage the public through:  Public Notices and Meetings o Before amending a GSP o Prior to imposing or increasing a fee  Encouraging Active Involvement",2021-11-13 00:00:00,"1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for Environmental stakeholders?  (yes/no) NO
3. What level of outreach engagement? 

GSP includes specific section dedicated to documenting GSP outreach and engagement stategies during GSP implementation which mostly consists of continuing ongoing practices used during GSP development. "
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,,Section 11 of GSP,"Section 11 is focused on the Communications & Engagement plan developed by the North American Basin.

A small minor mistake to point out is the Ttitle of the section is Section 11: Notice and Communications while all the labeled sections after are refered to as section 10. "
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Yes,"3.6 Disadvantaged Communities  Disadvantage and severely disadvantaged communities are present in the Subbasin (DWR, 327 2018). Figure 3-8 show their locations. Most are located with Placer and Sacramento Counties.  In contrast, those within Sacramento County are located within urban areas, while those in Placer  County are located in rural areas.","3-14
Figure 3-8 / 3-16","1. Location on the map? (yes/no) YES
2. Identified by name? (yes/no) YES
3. DAC places, tracks, or block data used in map?

Does not specify what type of data was used to map. GSP includes map of DACs (Figure 3-6) which includes SDACs as well, it looks like block groups might have been used. "
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Yes,"3.3.3 California Native American Tribes  United Auburn Indian Community has jurisdiction over land in Placer County southeast of the  city of Lincoln and northeast of the town of Sheridan, within the Subbasin. Similar to the federal  government, any federally recognized Indian tribe may voluntarily agree to participate in  administration of a GSP.

&&

Tribal community members have been invited to participate in the development of this GSP and were sent public outreach information about SGMA and GSP development. Figure 3-2 shows  the tribal lands in the Subbasin.","Figure 3-2 / 3-5
3-6","1. Tribal lands identified? (yes/no) YES
2. Tribal lands mapped? (yes/no) YES

Tribal lands have been identified and mapped (Figure 3-2) within the basin. "
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",No,,,"1. Does the GSP document the size of the population for each DAC?
No mention of DAC population. "
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,"There are about 13,600 wells in the Subbasin, of which about 3,800 are production wells and  include domestic, agricultural, and municipal water supply wells (DWR WCR, 2019). Wells  were classified by DWR as production wells if the well casing was greater than or equal to 4  inches, and the total depth was greater than or equal to 22 feet. Most of the production wells in  the Subbasin are domestic wells, which may be classified as de-minimis extractors that pump less than 2 AFY. Table 3-2 summarizes the types of well categories.",2021-03-21 00:00:00,"1. Does the map include depth by location?
Although the GSP does not map depth by location they do include text that establishes minimum well depth  before being considered production wells. "
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,"Figures 3-13 through 3-15 show the density of domestic wells, as refined by GSP efforts, and production (agricultural and industrial) and municipal wells (from DWR database) per square  mile. Outlines of DAC and SDAC communities are also shown on the domestic and municipal  well density figures. They show that within northern Placer County the communities likely use  domestic wells. There are many sections where disadvantage communities are designated but no  domestic or municipal wells are present. Appendix B provides a description of the methods  used to refine density and minimum depths of the domestic well database along with new figures illustrating the density and top of well screens.","3-27
Figure 3-13","1. How are domestic wells mapped (density/point/none)?

Domestic wells are mapped using a density map. It is interesting that the GSP has also included language of domestic well density and approximation to DACs and this is also shown in the map as the red delination highlights DACs within the domestic well map. "
WQ,,,All,,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",Yes,"5.8.2.1 Previous Analyses
Water quality trends for TDS (a primary indicator of naturally occurring water quality) and nitrates (a primary indicator of human activities) were analyzed in historical reports and concluded the following trends.  In the SGA area, a Water Quality Vulnerability Assessment in 2011 using just public water supply wells found:  TDS trends are, for the most part, stable and not increasing (SGA, 2014).  In 19 wells, nitrate concentrations were rising somewhat over the period of record  (earliest records in the database are generally from the mid-1980s or later) (SGA,  2014). In 10 wells, nitrate concentrations were trending downward. SGA  concluded that there was no discernible overall trend in the data at that time.  Regardless, SGA concluded there were no trends that would constitute a health  concern with respect to nitrates in the SGA area.  In the West Placer GSA area:   TDS levels are generally stable or decreasing but are increasing at one water  supply well (GEI, 2020).   Nitrate trends were not evaluated.  A Groundwater Assessment Report for most of the Sacramento Valley was performed as part of  the Irrigated Lands Regulatory Program, which used all wells in the GAMA data files  (CH2MHill, 2014). This report provides water quality covering the SGA, West Placer, SSWD,  RD 1001 and Sutter GSA areas. It used a modified Mann‐Kendall statistical approach. In the NASb:   TDS levels trends were consistent.   Nitrate concentrations are increasing at seven out of 20 wells, in the agricultural areas of west Placer County and Sutter County.  A Groundwater Assessment Report for rice areas in the Sacramento Valley, including in part  some portion of all of the GSAs, was also performed as part of the Irrigated Lands Regulatory
 Program. No rigorous trend analysis was performed but graphs were provided for some wells.  This analysis only used 12 wells in the NASb (CH2MHill, 2013). In the NASb:   TDS levels concentrations were very consistent.  aData was only sufficient at one well to evaluate nitrate trends (decreasing).&&&

5.8.2.2 Current Analyses
Groundwater quality trends for this GSP were developed using data from public water supply  wells, and USGS and DWR wells were used to develop the water quality distribution (refer to  Figures 5-10 through 5-16). A statistical trend analysis of the data was performed using the  Mann‐Kendall method when a well had more than five samples for a given element. This method  is a non‐parametric (for example, does not assume a distribution in the data) test for identifying  trends in time‐series data. Appendix M provides the analysis and trend graphs for each  constituent. Figures 5-17 through 5-23 show the trends for each element. Table 5-3 provides a summary of the analysis. Similar to historical assessments, this GSP finds that groundwater quality is stable with only  local areas experiencing increasing trends. Although nitrate has the greatest number of wells with  upward trends and these upward trends are present in all areas, nitrate concentrations are well below the safe drinking water standard throughout the Subbasin. The nitrate is likely present due  to historical agricultural fertilization practices, septic systems, and leaky sewers. &&&
5.8.3 Groundwater Contamination Sites and Plumes
Although the Aerojet site is in the South American Subbasin, a contaminant plume (including perchlorate, trichloroethene or TCE, tetrachloroethene or PCE, and N-Nitrosodimethylamine or NDMA) extends north from Aerojet, under the American River, and into the NASb into the communities of Carmichael and Fair Oaks. The plumes are being remediated by Aerojet by pumping and treating the water to remove the contaminants. There are other localized areas of groundwater contamination in the Subbasin that are generally smaller in size and the extent of contamination is typically localized near the properties and is
 being remediated (refer to Figure 5-24). Near Interstate 80 and the Sacramento and Placer counties boundaries (Roseville, Citrus Heights, and Lincoln Oaks areas), PCE contamination is present but the extent of the plume has not been defined. Currently, there are no active cleanup activities. The Union Pacific Railroad site is located near Roseville Road and Vernon Street in Roseville. The primary constituents of concern are total petroleum hydrocarbons (including diesel, oil, and gasoline), volatile organic compounds (TCE, PCE, and others), semi-volatile organic compounds, dissolved arsenic, nickel and lead. Groundwater contamination assessment and  remediation is in progress.


","Page 5-33 / 5.8.2.1
Page 5-34 / 5.8.2.2
Appendix M
Figure 5-10 thru 5-24
Table 5-2 & 5-3
Appendix L","1. Are all concerning constituents identified as COC's, Yes/No -->which ones? Yes, TDS, Arsenic, Nitrate, Iron, MN, Hexavelent Chromium, boron (although they have considered Nitrate and Hexavelant Chromium as COC's however, these two constitutes are lower than MCL level)
2. Are the COC's mapped? Yes
3. Is there spatial trend data for all COC's? Yes
4. Are constitues which are not of concern identified? Yes
5. Is there a data gap/ Or not enough data related COC's?Yes, regarding their contaminant site

The COC sampling has been from 1964 - 2019



"
WQ,,,DACs,2,Does the GSP identify the water source for DACs?,"No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Community*, DAC",Yes,"Figure 3-3 also shows the relationship of disadvantage and severely disadvantaged communities (DAC and SDAC) communities to the water agencies. Most disadvantaged communities in  Sacramento County and in the southern portion of Placer County are provided drinking water by  water agencies. Only those areas in the northern portion of Placer County do not have water  service provided by water agencies and would rely on domestic wells other than those  communities near City of Lincoln which have water service from the City of Lincoln.

There are multiple small community water and non-community non-transient water systems, in the Subbasin, that are overseen by the counties and the state. Their water supplies are from groundwater. Figure 3-3 shows the location of some of these small community water systems  and also their relationship of disadvantage and severely disadvantaged communities (DAC and SDAC) communities.","3-7
Figure 3-3 / 3-8","Water sources for DACs are identified as local water agencies and some that rely on domestic wells. Most rely on local water systems. 
Figure 3-3 (page 3-8) also highlighst specific water systems as they relate to DACs and maps them. "
ISW/GDE,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"For purposes of this GSP the rivers and creeks were assumed to be interconnected when the depth to water is less than 30 feet bgs (see Appendix O for description of methods used to determine depth to groundwater) and are subject to future refinements. In general, surface water and groundwater are interconnected along portions of the American, Bear, Feather, and Sacramento rivers. Monitoring wells have been constructed in the Subbasin at various locations along the rivers and creeks to evaluate the interconnectedness of surface water and groundwater from a groundwater level and in some cases supported by water quality (stable isotopes; refer to Figure 5-1 for monitoring well locations). Monitoring wells were also constructed along the Sacramento River to evaluate the levees and the effects of installation of man-made slurry walls. Appendix N contains the hydrographs from the wells along with surface water elevations and additional hydrographs from the levee studies. Two patterns emerge from evaluating the groundwater levels hydrographs and interconnectedness interpretations – groundwater levels that respond to changes in surface water (interconnected) and those that do not (disconnected). For example, at monitoring wells 94 and 95 (RDMW-103 and -104), groundwater levels do not respond to changes in water levels in Bear River and the stable isotopes indicate the groundwater is from local origin and not higher elevation water as in the river. The conclusion was the river is not interconnected with groundwater at this location. Conversely, along the Feather River, at RDMW-101, the groundwater levels track similarly to water levels in the river and the stable isotopes show the influence of surface water in the groundwater (GEI, 2020). These monitoring wells with these proven relationships are in areas where the depth to water is less than 20 feet of ground surface

&& Groundwater contours were developed using 61 wells and groundwater level measurements from Spring 2020. Spring 2020 was selected as having the most complete set of measurements, that include measurements from four new shallow monitoring wells (RDMW- 101 through RDMW-104) constructed along the Bear and Feather Rivers early 2020 along with additional monitoring wells from various sources. Monitoring wells selected for contouring had screen intervals between 20 and 300 feet bgs, with only one exception, to represent the water table surface that could be accessed by vegetation. Deeper wells were incorporated into the contouring in the Central area where a large pumping depression has lowered the groundwater surface to more than 150 feet below ground surface (bgs). Table O-2 provides the list of wells and their total depths and screen intervals. Figure O-1 shows the location of the wells and the groundwater elevation contours.","Page 5-52 / 5.11

&& Page 3 / 1.3 / appendix O

Figure 5-31","1. Is there a clear map of ISWs? somewhat - figure 5-31 presents the surface water as either ""interconnected"" or ""disconnected"". No labeling of gaining/losing reaches.
2. Was temporal variability and used and described? somewhat - groundwater contours for spring of 2020 only. The plan also assessed hydrographs of wells near surface water measurements (appendix N), but no discussion of temporal range of data. The majority of hydrographs in appendix N have data from 2015 to present. Lack of temporal data used in assessment. Temporal variability of interconnection was not well described.
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? somewhat - the plan did a good job of describing the spatial location of monitoring sites and describing screening depths, but lack of temporal data used in assessment. "
