Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Stakeholder,PLAN AREA,,DACs,1,"Does the GSP document how DAC stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to DACs, no reference to stakeholder engagement during development 
somewhat=  no specific reference to DAC engagement but lists DAC as a stakeholder, provides stakeholder engagement details 
Yes= references DACs and how they were engaged specifically during development beyond informing DACs
","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Yes,"Disadvantaged Communities (DACs). Census Tracts 141.01 and 142.02, which are recognized as Disadvantage Community Tracts, as well as several Disadvantage Community Block Groups (a statistical division of a census tract), overly the Marina-Ord Area. There are no Disadvantaged Community Places identified within the area . Some of these disadvantage community areas are missing income data and may include the student population from California State University Monterey Bay. These recognized disadvantaged communities are located within the urban areas of the City of Marina and receives water service from MCWD.

&&

2.6 Underrepresented Communities and DACs
As described in Section 2.3.1, disadvantaged communities are recognized within the urban areas of the City of Marina. These areas are shown on Figure 1. Due to well installation requirements of the Monterey County and the City of Marina, only a very small number of domestic wells that pre-date County and City ordinances exist within the city. In turn, these communities rely on water service provided by MCWD. The subbasin GSAs has engaged residents of disadvantaged communities during the development and implementation of the GSP through engagement of MCWD customers and coordination with the City of Marina.

&&

2.3.2 Venues for Public Engagement
MCWD GSA intends to provide a variety of opportunities for engagement with stakeholders. Below are the primary venues that MCWD GSA currently provides and will continued to provide to engage stakeholders and the public. Stakeholder input received has informed and/or incorporated into corresponding sections of the GSP as appropriate. 
MCWD GSA Board Meetings MCWD GSA Board meetings are open to the public and are a venue for public engagement. During selected Board meetings, MCWD GSA technical team will provide status updates of GSP development, present on key technical issues, and present recommendations for the GSA Board to consider. 
Stakeholder Workshops Stakeholder workshops have been held to communicate progress on GSP technical components to stakeholders and to receive input on upcoming decisions and work efforts. Quarterly Stakeholder workshops that were open to the public were held during GSP development. Additionally, MCWD GSA has been publicizing all stakeholder workshop and public meetings on its website (http://www.mcwd.org/governance_meetings.html) and to its list of interest parties. MCWD GSA directly invites agencies and municipalities identified in Section 2.3.1 to each meeting through emails and mailings as appropriate. 
One-on-One Meetings The GSA’s staff and technical team contacted interested parties for one-on-one meetings and conference calls to facilitate their input during the preparation of GSP materials and prior to the more formal meetings. The one-on-one meetings has been a venue for communication with targeted interest on specialized topics. 
Website Communication MCWD has been and will continue to update its website with stakeholder workshop and GSA Board meeting materials, as well as additionally update the website with key GSP updates. Draft GSP chapters available for public review are also posted on the website. A live GSP comment form is available on the website for ongoing comment submission on GSP chapters.

&&
2.1.2 SVBGSA Governance Structure
SVBGSA is governed by a local and diverse 11-member Board and relies on robust science and public involvement for decision-making. The Board meets monthly, and all meetings are open to the public. The Board is the final decision-making body for adoption of GSPs completed by the GSA. The SVBGSA Advisory Committee advises the SVBGSA Board. The Advisory Committee is comprised of 25 members. The Advisory Committee strives to include a range of interests in groundwater in the Salinas Valley and outlined in SGMA. Advisory Committee members live in the Salinas Valley or represent organizations with a presence or agencies with jurisdiction in the Basin including: • All groundwater users • Municipal well operators, Public-Utilities Commission-Regulated water companies, and private and public water systems • Planning departments/land use • Local landowners • Underrepresented communities (URCs) • Business and agriculture • Rural residential well owners • Environmental uses • Water supply and management surface water users (if connection between surface and groundwater)
","2-19
2-31
2-20
2-16","1. DAC's identified? (yes/no): YES
2. If yes, which level of engagment: Engagement= Collaborate
3. Evidence/strategies listed for level of engagement: 

City of Marina and parts of CSU Monterey Bay are identified as DACs, were identified using DAC Block group and Tracts. 
Includes brief statement stating DACs have been engaged during GSP development. GSP also documents general stakeholder engagement plan in Chapter 2 of GSP. Page 2-16 references an advisory board that includes representation from Underrepresented Communities which is referenced interchangably as DACs in Page 2-31. 

Need more information on how URC/DAC were included in the advisory committe and the role that it plays."
Stakeholder,,,Tribes,1,"Does the GSP document how tribal stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to Tribes , no reference of stakeholder engagement opportunities
Somewhat= No specific Tribe engagement described, lists Tribes as stakeholders, includes stakeholder engagement details
Yes = reference to Tribes in the Basin, documents targetted engagment opportunities for Tribal stakeholders beyond informing","Tribal, tribe, stakeholder, beneficial user",Not Applicable,California Native American Tribes. there are no identified California Native American tribal lands within the Subbasin.,"2-19
2-2-","1. Tribes identified? (yes/no):
2. If yes, which level of engagment:
3. Evidence/strategies listed for level of engagement:"
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Yes,"Environmental Users of Groundwater. Potential groundwater-dependent ecosystems exist in the MarinaOrd Area within the lands of the City of Marina and Fort Ord National Monument. Land within the Fort Ord National Monument are not subject to SGMA. The U.S. Army currently conducts remedial activities within the Fort Ord National Monument under the guidance of the Fort Ord Habitat Management Plan (U.S. Army, 1997) as well as U.S. Fish and Wildlife Services Biological Opinions.

2.3.2 Venues for Public Engagement
MCWD GSA intends to provide a variety of opportunities for engagement with stakeholders. Below are the primary venues that MCWD GSA currently provides and will continued to provide to engage stakeholders and the public. Stakeholder input received has informed and/or incorporated into corresponding sections of the GSP as appropriate. 
MCWD GSA Board Meetings MCWD GSA Board meetings are open to the public and are a venue for public engagement. During selected Board meetings, MCWD GSA technical team will provide status updates of GSP development, present on key technical issues, and present recommendations for the GSA Board to consider. 
Stakeholder Workshops Stakeholder workshops have been held to communicate progress on GSP technical components to stakeholders and to receive input on upcoming decisions and work efforts. Quarterly Stakeholder workshops that were open to the public were held during GSP development. Additionally, MCWD GSA has been publicizing all stakeholder workshop and public meetings on its website (http://www.mcwd.org/governance_meetings.html) and to its list of interest parties. MCWD GSA directly invites agencies and municipalities identified in Section 2.3.1 to each meeting through emails and mailings as appropriate. 
One-on-One Meetings The GSA’s staff and technical team contacted interested parties for one-on-one meetings and conference calls to facilitate their input during the preparation of GSP materials and prior to the more formal meetings. The one-on-one meetings has been a venue for communication with targeted interest on specialized topics. 
Website Communication MCWD has been and will continue to update its website with stakeholder workshop and GSA Board meeting materials, as well as additionally update the website with key GSP updates. Draft GSP chapters available for public review are also posted on the website. A live GSP comment form is available on the website for ongoing comment submission on GSP chapters.

&&
2.1.2 SVBGSA Governance Structure
SVBGSA is governed by a local and diverse 11-member Board and relies on robust science and public involvement for decision-making. The Board meets monthly, and all meetings are open to the public. The Board is the final decision-making body for adoption of GSPs completed by the GSA. The SVBGSA Advisory Committee advises the SVBGSA Board. The Advisory Committee is comprised of 25 members. The Advisory Committee strives to include a range of interests in groundwater in the Salinas Valley and outlined in SGMA. Advisory Committee members live in the Salinas Valley or represent organizations with a presence or agencies with jurisdiction in the Basin including: • All groundwater users • Municipal well operators, Public-Utilities Commission-Regulated water companies, and private and public water systems • Planning departments/land use • Local landowners • Underrepresented communities (URCs) • Business and agriculture • Rural residential well owners • Environmental uses • Water supply and management surface water users (if connection between surface and groundwater)


","2-19
2-20
2-16","
1. Environmental Stakeholders identified? YES 
2. Which level of engagment: Engagement=Collaborate
3. Evidence/strategies listed for level of engagement:

Environmental stakeholders have been identified including both agencies and GDEs. An Advisory Board is referenced in Page 2-16 which  states to inlcude representation on environmental uses but unsure if this means environmental users were considered during advisory meetings or if a representative for environmental users was present on the board. A general stakeholder engagement plan in Chapter 2 includes opportunities open to all stakeholders. 

Need more information on how environmental users were included in the advisory committe and the role that it plays."
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Yes,"10.4 Communications and Engagement 
The GSAs will routinely report information to the public about GSP implementation and progress towards sustainability and the need to use groundwater efficiently, as described in Chapter 2. The GSAs’ websites will be maintained as a communication tool for posting data, reports, and meeting information. An interactive mapping function for viewing Salinas Valley Groundwater Basin-wide data that were used during GSP development is hosted on the SVBGSA website. MCWD and SVBGSA’s Stakeholder Communication and Engagement Plans (SCEPs) will continue to be refined, updated, and executed during GSP implementation. Anticipated stakeholder engagement activities include, but are not limited to: • Public meetings including GSA Board meetings, Advisory Committee meetings, subbasin planning committee meetings, and stakeholder workshops; • One-on-one stakeholder communications; • Posting of relevant announcements and information on the respective websites (mcwd.org and svbgsa.org) and other direct mailings, as needed; • Interested parties list maintenance; and • Stakeholder Communication and Engagement Plan (SCEP) evaluation and updates. The GSAs will continue to inform the public on GSP implementation progress and implementation of projects through the stakeholder engagement activities identified above. In addition, each project or management action may be subject to specific public noticing requirements as detailed in their respective project descriptions in Chapter 9. The Annual Reports to be prepared by April 1 each year will assess progress towards sustainability and will provide an important opportunity to reengage subbasin stakeholders in its review. 

&&


2.6 Underrepresented Communities and DACs
As described in Section 2.3.1, disadvantaged communities are recognized within the urban areas of the City of Marina. These areas are shown on Figure 1. Due to well installation requirements of the Monterey County and the City of Marina, only a very small number of domestic wells that pre-date County and City ordinances exist within the city. In turn, these communities rely on water service provided by MCWD. The subbasin GSAs has engaged residents of disadvantaged communities during the development and implementation of the GSP through engagement of MCWD customers and coordination with the City of Marina.


&&

Together the Board, Advisory Committee, and Subbasin planning committees are working to complete the six GSPs required within the SVBGSA jurisdiction. Subsequent to that, SVBGSA will complete a Salinas Valley Basin-wide Integrated Implementation Plan (IIP) that will detail project portfolios and groundwater sustainability programs to meet SGMA compliance for subbasins by 2040 and maintain sustainability through 2050. Once all the GSPs are filed, the Subbasin planning committees will transition to implementation committees.","10-11
2-16
2-18","1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for DACs?  ( yes/no) YES
3. What level of outreach engagement? Engagement = Inform and consult

GSP references outreach and engagement for GSP implementation which mostly consists of general stakeholder outreach methods such as public meetings, advisory meetings, one-on-one communications, websites, and updates through media.

 The GSP does make a statement in Page 2-16 that DACs were specifically being engaged and communicated with during development and implementation through their municpal supplier (MCWD customers)  with the city of Marina. 

"
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Not Applicable,––,,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Tribes?  (yes/no)
3. What level of outreach engagement? "
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Yes,"10.4 Communications and Engagement 
The GSAs will routinely report information to the public about GSP implementation and progress towards sustainability and the need to use groundwater efficiently, as described in Chapter 2. The GSAs’ websites will be maintained as a communication tool for posting data, reports, and meeting information. An interactive mapping function for viewing Salinas Valley Groundwater Basin-wide data that were used during GSP development is hosted on the SVBGSA website. MCWD and SVBGSA’s Stakeholder Communication and Engagement Plans (SCEPs) will continue to be refined, updated, and executed during GSP implementation. Anticipated stakeholder engagement activities include, but are not limited to: • Public meetings including GSA Board meetings, Advisory Committee meetings, subbasin planning committee meetings, and stakeholder workshops; • One-on-one stakeholder communications; • Posting of relevant announcements and information on the respective websites (mcwd.org and svbgsa.org) and other direct mailings, as needed; • Interested parties list maintenance; and • Stakeholder Communication and Engagement Plan (SCEP) evaluation and updates. The GSAs will continue to inform the public on GSP implementation progress and implementation of projects through the stakeholder engagement activities identified above. In addition, each project or management action may be subject to specific public noticing requirements as detailed in their respective project descriptions in Chapter 9. The Annual Reports to be prepared by April 1 each year will assess progress towards sustainability and will provide an important opportunity to reengage subbasin stakeholders in its review",2021-10-11 00:00:00,"1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for Environmental stakeholders?  (yes/no) NO
3. What level of outreach engagement? 


GSP references outreach and engagement for GSP implementation which mostly consists of general stakeholder outreach methods such as public meetings, advisory meetings, one-on-one communications, websites, and updates through media. 

 The GSP does make a statement in Page 2-16 that Environmental Stakeholders were specifically being engaged and communicated with during development and implementation through their municpal supplier (MCWD customers)  with the city of Marina. "
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,,Chpater 2: Communications and Stakeholder Engagement ,The GSP uses chapter 2 of the GSP titled: Communications and Stakeholder Engagement as their C&E Plan. 
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Yes,"Disadvantaged Communities (DACs). Census Tracts 141.01 and 142.02, which are recognized as Disadvantage Community Tracts, as well as several Disadvantage Community Block Groups (a statistical division of a census tract), overly the Marina-Ord Area. There are no Disadvantaged Community Places identified within the area . Some of these disadvantage community areas are missing income data and may include the student population from California State University Monterey Bay. These recognized disadvantaged communities are located within the urban areas of the City of Marina and receives water service from MCWD. 
&&

Underrepresented communities (URCs) and Disadvantaged Communities (DACs). There are no identified URCs or DACs within the Corral de Tierra area. 
&&

As described in Section 2.3.1, disadvantaged communities are recognized within the urban areas of the City of Marina. These areas are shown on Figure 1.","2-19
2-23
2-31","1. Location on the map? (yes/no) YES, referenced as Figure 1, maps CIty of Marina which has DAC tracts and block  groups. 
2. Identified by name? (yes/no) YES, identified as City of Marina and some parts of California State University Monterey Bay. 
3. DAC places, tracks, or block data used in map?
DAC Block groups and tracts used. "
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Not Applicable,,,"1. Tribal lands identified? (yes/no)
2. Tribal lands mapped? (yes/no)
"
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",No,,,"1. Does the GSP document the size of the population for each DAC?
NO DAC population documented. "
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location?
Does not include depth by location on map. "
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,"Figure 3-6 through Figure 3-8 show the density of wells per square mile within the subbasin, based on Well Completion Report records compiled by DWR. According to these records, 102 production wells, 304 domestic wells, and 17 public supply wells have been installed within the Public Land Survey Systems (PLSS) sections that fall partially or entirely within the subbasin","Figure 3-7 (Page 44)
3-42","1. How are domestic wells mapped (density/point/none)?
Domestic wells are mapped using a density map (Figure 3-7). "
WQ,,,All,,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",Somewhat,"5.4 Groundwater Quality Concerns
This section presents a summary of current groundwater quality conditions. The GSAs do not have regulatory authority over groundwater quality which is under the purview of other state and federal agencies (e.g., the Regional Water Quality Control Board). Projects and management actions implemented by MCWD and SVBGSA must not further degrade groundwater quality. &&&
The approximate extent of contamination plumes that have historically been identified in groundwater within former Fort Ord are delineated by the location of the well prohibition area, also shown on Figure 5-30 and described in detail in Chapter 3. These contamination plumes are primarily located within the Dune Sand and 180-Foot Aquifers. No contamination has been detected in the 400-Foot Aquifer and the Deep Aquifers. The most frequently detected chemicals in these areas are trichloroethene (TCE) and carbon tetrachloride (CT). In addition, there is one cleanup program site located within the City of Marina and a Leaking Underground Storage Tank (LUST) cleanup site located by Highway 68. 
To date, no point-source contaminants have been detected above MCLs in domestic/M&I supply wells within the Subbasin. However, as of June 2019, trichloroethylene (TCE), carbon tetrachloride (CT), perfluorobutanesulfonic acid (PFBS), and perfluorohexanoic acid (PFHxA) have been detected above their respectively detection limits in MCWD supply wells screened in the 180- and 400-Foot Aquifers-. &&&
In the El Toro Primary Aquifer System, the most prevalent non-point source water quality concern is arsenic. It has been reported that primary and secondary MCLs are exceeded in several wells in the area with arsenic being a constituent of concern for additional groundwater development (GeoSyntec, 2007). In addition, nitrate and coliform bacteria may present problems in areas with more dense occurrences of septic tanks and shallow wells (GeoSyntec, 2007). Concentrations of TDS range from 355 to 1650 mg/L (DWR 1967; GeoSyntec, 2007). However, there is some variability between hydrostratigraphic units.&&& As shown on Table 5-3, arsenic is the only constituent with a primary MCL standard and a significant percentage of wells with exceedances found within the Subbasin. It should be noted that ILRP often does not sample for arsenic, thus, the impact arsenic has had on ILRP domestic and irrigation wells is unknown. This will be a data gap addressed during GSP implementation, especially in shallow domestic wells. Iron and manganese have been detected above their respective secondary MCLs in over 10% of DDW wells. The only two Irrigation ILRP wells within the Subbasin, located along the northern Subbasin boundary, have shown exceedances of total Nitrate and Nitrite. However, no nitrate exceedances have been identified in any domestic or public drinking water supply wells.","Page 50 / 5.4
Page 51 / 5.4.2
page 56 / 5.4.3
Table 5-2 thru 5-3
Figure 5-30 thru 5-32","1. Are all concerning constituents identified as COC's, Yes/No -->which ones? They are not clear on which constitutes are coc's. however they have asrsenic, iron manganese, TDS which exceeds more than 10% of regulatory standard, also chloride, EC and zinc which less than 10 percent have exceedance of regulatory standards.also as of June 2019, trichloroethylene (TCE), carbon tetrachloride (CT), perfluorobutanesulfonic acid (PFBS), and perfluorohexanoic acid (PFHxA) have been detected above their respectively detection limits in MCWD supply wells
2. Are the COC's mapped? Just TCE (Trichloroethylene)
3. Is there spatial trend data for all COC's?  No, Just TCE
4. Are constitues which are not of concern identified?they have identified 8 of characteristics in table 5-3
5. Is there a data gap/ Or not enough data related COC's? No mention
They have done a poor job evaluating and explaining GW quality COC's. at the end it is not clear which constitutes they consider Of consern.


"
WQ,,,DACs,2,Does the GSP identify the water source for DACs?,"No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Community*, DAC",Yes,"As discussed in Section 3.1.6, groundwater use within the Marina-Ord Area is almost exclusively limited to generation of municipal supplies by MCWD. There are several recognized disadvantaged communities (DACs) within the Subbasin within the urban areas of the City of Marina. These communities rely on water services provided by MCWD.

&&

Groundwater is the primary water source for all water use sectors in the subbasin. Municipal areas dependent on groundwater within the subbasin are shown on Figure 3-4.",2021-08-19 00:00:00,Water source for most DACs has been identified as groundwater supplied through municipal sources. 
ISW/GDE,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",No,"5.6.1 Data Sources: This analysis of interconnected surface water is based on best available data but contains significant uncertainty. The main source of information for this analysis will be the Monterey Subbasin groundwater model and the SVIHM when they become available. Subject to limitations related to model resolution and overall accuracy, the models will be able to provide a detailed picture of the distribution of hydraulically connected surface water and groundwater in the Subbasin. The assessment herein uses groundwater elevation measured in the shallow-most principal aquifers (i.e., the Dune Sand Aquifer in the coastal Marina-Ord area and the Aromas Sands/Paso Robles Aquifer in the upland Corral de Tierra area) to identify potential hydraulic connection. As shown below, shallow groundwater elevation is limited within the Subbasin and additional groundwater monitoring wells may be necessary to verify groundwater elevations adjacent to surface water bodies. This is a data gap that will be addressed during GSP implementation. An evaluation of surface water depletion rates is provided in Chapter 6. 

5.6.2 Analysis of Surface Water and Groundwater Interconnection: As described in Section 4.3, surface water streams within the Subbasin are generally small intermittent streams that flow only after storm events, and are unlikely to be connected to groundwater, except for the lower reaches of El Toro Creek and two potential locations along the Salinas River near the Monterey-180/400-Foot Aquifer Subbasin boundary where the Salinas River intercepts the Subbasin in a small portion of the Corral de Tierra Area. El Toro Creek is a perennial stream below the confluence with Watson Creek below the Corral de Tierra golf course, and runoff-dependent above this point (Feikhart, 2001). Recorded stream flows at USGS gage 11152540 from 1961 to 2001 indicate a mean annual streamflow of 1,590 AFY (GeoSyntec, 2007). This mean annual streamflow was calculated for the entire record from 1961 to 2001. However, El Toro Creek did not record flow every year. It is unclear whether the perennial sections of streamflow in El Toro Creek is supported by groundwater from a principal aquifer. This will be further evaluated as more data becomes available. Other analysis may include locations of shallow groundwater. In the Salinas Valley Basin, groundwater that is within 20 feet of land surface may be assumed to be connected to surface water based on streambed incision. This may not be the case in tributaries such as El Toro Creek. No areas of groundwater within 20 feet of land surface were found in the Corral de Tierra area in Fall 2017 (Figure 5-35). However, in 2019, there were some areas of groundwater within 20 feet of land surface recorded in the Corral de Tierra area along El Toro Creek (Figure 5-36).However, there were no area groundwater within 20 feet of land surface recorded in the Corral de Tierra area along the Salinas River in Fall 2019. Another type of surface water that exists within the Subbasin includes ponds and lakes located within the City of Marina and within the Fort Ord federal land area. These surface water features are known as vernal ponds (discussed further in Section 5.7.1 below); however, some of these features are known to contain open water well into the dry season (WRA, 2020). As shown on Figure 5-35 and discussed in Section 5.7 below, groundwater elevations in the Dune Sand Aquifer in the vicinity of the City of Marina are within 20 ft of ground surface and are at similar levels in nearby Dune Sand Aquifer wells. Therefore, the ponds in the vicinity of City of Marina may be supported by groundwater in the Dune Sand Aquifer. There are several shallow groundwater wells within approximately 1,500 feet of the Marina Ponds. No existing shallow groundwater exist in the vicinity of the ponds within the former Fort Ord federal lands area.
For areas of the Subbasin that are connected to surface water and groundwater extraction exits, a detailed analysis of hydraulic connection is required. These areas may require additional evaluation of hydraulic interaction, which will be possible a numerical model, once available. Additional data are needed to reduce uncertainty and refine the map of interconnected surface waters.","Page 62-63 / 5.6.1-2

Figure 5-35
Figure 5-36","1. Is there a clear map of ISWs? no - figures 5-35 and 5-36 present the areas where groundwater was less than 20 feet in fall 2017 and fall 2019 in different portions of the basin, but no ISW map
2. Was temporal variability used and described? somewhat - two different years of groundwater data were used and some discussion of seasonal flows, but no temporal variability of ISWs described
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? no - the plan only used two years of groundwater data and mean annual streamflow from one stream in basin. There is no description of the spatial location of monitoring wells. The plan does acknolwedge the aquifers in which the wells are screened. 

Note: the plan does a good job acknowledging the data gaps and limitations and has a plan to use a model in the future"
