Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Stakeholder,PLAN AREA,,DACs,1,"Does the GSP document how DAC stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to DACs, no reference to stakeholder engagement during development 
somewhat=  no specific reference to DAC engagement but lists DAC as a stakeholder, provides stakeholder engagement details 
Yes= references DACs and how they were engaged specifically during development beyond informing DACs
","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"Role of Eel River Groundwater Working Group 
On October 6, 2015, the BOS approved the formation of the ERGWG to provide input regarding the local response to DWR’s designation of the Eel River Valley groundwater basin as a medium-priority basin. Through this working group, the Humboldt County GSA is able to encourage the active involvement of diverse social, cultural, and economic elements of the population within the groundwater basin prior to and during the development and implementation of the GSP. 

The ERGWG is an informal organization of stakeholders that serves to provide a forum for sharing information and viewpoints and provide input to the HCDPW staff on matters dealing with GSA and GSP development, GSP implementation, and other GSA/GSP matters; open to all interested stakeholders who wish to participate. Appendix C provides a preliminary schedule and list of meeting topics based on the current project schedule. The list and schedule are preliminary and subject to change based on the project schedule, stakeholder feedback, and at the discretion of the HCGSA. At each of these meetings, staff and/or consultant (as directed by the HCGSA) will provide a presentation to be followed by ample time for public discussion, questions and answers, and stakeholder input. 

Role of Groundwater Resources Advisory Committee 
In Section 10727.8 “Public Notification and Participation; Advisory Committee” of the SGMA, GSAs may appoint and consult with an advisory committee for the purpose of developing and implementing a GSP. BOS Resolution No. 20-39 directed the HCDPW to present a proposed structure for an advisory committee. At that time, the Humboldt County GSA may choose to form the GRAC. If formed, the GRAC would support and advise HCDPW staff in the GSP development and advise the Humboldt County GSA in the development and implementation of the GSP.

&&

Disadvantaged communities, including, but not limited to, those served by private domestic wells or small community water systems – The basin contains five census designated places (Loleta, Fortuna, Ferndale, Rio Dell, and Scotia) which are Economically Distressed Areas (EDAs), based on DWR’s EDA Mapping Tool (https://gis.water.ca.gov/app/edas/). The percentage of the basin population situated within an EDA is 77%.

&&

Methods for stakeholders to identify concerns, interests, or anticipated challenges include:
• Attend Humboldt County GSA Board meetings and participate in the public comment
• Attend the ERGWG meetings and participate in discussions
• Have a direct conversation with a Humboldt County GSA Board member or staff
• Provide a written/typed letter or email to the Humboldt County GSA Board (Humboldt County GSA, Hank Seemann, 1106 Second St, Eureka, CA 95501. Email: hseemann@co.humboldt.ca.us)
• Complete and submit the DWR Stakeholder Survey Form to Humboldt County GSA, Hank Seemann, 1106 Second St, Eureka, CA 95501, email: hseemann@co.humboldt.ca.us (Appendix D)","Stakeholder Engagement Plan, Page 11,14, Appendix B (Interested  Persons List)","1. DAC's identified? (yes/no): YES, identified as EDAs and Table 2 of Stakeholder Engagement Plan identifies all EDA by name and popualtion. 
2. If yes, which level of engagment: Inform, Consult
3. Evidence/strategies listed for level of engagement:

The GSP includes documentation of an Eel River Groundwater Working Group which is meant to encourage the active involvement intersectional elements of the population during GSP development and implementation, it is stated to be open for all interested stakeholders but the GSP does not incude a list of current members. There is also mention of potentially developing a Groundwater Resource Advisory Group but there is no documentation that it has already been created. The GSP also includes methods of engagement open to all stakeholders. More information is needed about DAC/EDA representation on any groups working on GSP development, although the GSP highlights forms of engagement that could possibly include DAC/EDA stakehodlers, there is no direct identification of this representation actually documented. "
Stakeholder,,,Tribes,1,"Does the GSP document how tribal stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to Tribes , no reference of stakeholder engagement opportunities
Somewhat= No specific Tribe engagement described, lists Tribes as stakeholders, includes stakeholder engagement details
Yes = reference to Tribes in the Basin, documents targetted engagment opportunities for Tribal stakeholders beyond informing","Tribal, tribe, stakeholder, beneficial user",Somewhat,"California Native American Tribes – Native American Tribes located within the Humboldt County GSA boundary include the Bear River Band of the Rohnerville Rancheria. In addition, the Wiyot Tribe has a close cultural connection to the lower Eel River.

&&

Methods for stakeholders to identify concerns, interests, or anticipated challenges include:
• Attend Humboldt County GSA Board meetings and participate in the public comment
• Attend the ERGWG meetings and participate in discussions
• Have a direct conversation with a Humboldt County GSA Board member or staff
• Provide a written/typed letter or email to the Humboldt County GSA Board (Humboldt County GSA, Hank Seemann, 1106 Second St, Eureka, CA 95501. Email: hseemann@co.humboldt.ca.us)
• Complete and submit the DWR Stakeholder Survey Form to Humboldt County GSA, Hank Seemann, 1106 Second St, Eureka, CA 95501, email: hseemann@co.humboldt.ca.us (Appendix D)

&&

Role of Eel River Groundwater Working Group 
On October 6, 2015, the BOS approved the formation of the ERGWG to provide input regarding the local response to DWR’s designation of the Eel River Valley groundwater basin as a medium-priority basin. Through this working group, the Humboldt County GSA is able to encourage the active involvement of diverse social, cultural, and economic elements of the population within the groundwater basin prior to and during the development and implementation of the GSP. 

The ERGWG is an informal organization of stakeholders that serves to provide a forum for sharing information and viewpoints and provide input to the HCDPW staff on matters dealing with GSA and GSP development, GSP implementation, and other GSA/GSP matters; open to all interested stakeholders who wish to participate. Appendix C provides a preliminary schedule and list of meeting topics based on the current project schedule. The list and schedule are preliminary and subject to change based on the project schedule, stakeholder feedback, and at the discretion of the HCGSA. At each of these meetings, staff and/or consultant (as directed by the HCGSA) will provide a presentation to be followed by ample time for public discussion, questions and answers, and stakeholder input. 

Role of Groundwater Resources Advisory Committee 
In Section 10727.8 “Public Notification and Participation; Advisory Committee” of the SGMA, GSAs may appoint and consult with an advisory committee for the purpose of developing and implementing a GSP. BOS Resolution No. 20-39 directed the HCDPW to present a proposed structure for an advisory committee. At that time, the Humboldt County GSA may choose to form the GRAC. If formed, the GRAC would support and advise HCDPW staff in the GSP development and advise the Humboldt County GSA in the development and implementation of the GSP.","Stakeholder Engagement Plan, Page 13-14, Appendix B (Interested  Persons List)","1. Tribes identified? (yes/no): YES, the Bear River Band of Rohnerville Rancheria was identified and the Wiyot Tribe was identified to having a close cultural connection to the lower Eel River. 
2. If yes, which level of engagment: Inform,Consult
3. Evidence/strategies listed for level of engagement:

The GSP includes documentation of an Eel River Groundwater Working Group which is meant to encourage the active involvement intersectional elements of the population during GSP development and implementation, it is stated to be open for all interested stakeholders but the GSP does not incude a list of current members. There is also mention of potentially developing a Groundwater Resource Advisory Group but there is no documentation that it has already been created. The GSP also includes methods of engagement open to all stakeholders. An individual from the Wiyot Tribe was identified on Appendix B of the Stakeholder Engagement Plan as an interested person but no further information about their involvement with GSP development was provided.  More information is needed about Tribal reprentation on any groups working on GSP development, although the GSP highlights forms of engagement that could possibly include Tribal stakeholders, there is no direct identification of this representation actually documented. "
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Somewhat,"Environmental users of groundwater – Groundwater serves to replenish surface waters such as the Eel and Van Duzen Rivers which have multiple beneficial uses including cold freshwater habitat, water recreation, and sport fishing. Humboldt County will consult with interested non-profit organizations active within the basin, along with the California Department of Fish & Wildlife, U.S. Fish & Wildlife Service, and National Marine Fisheries Service

&&

Methods for stakeholders to identify concerns, interests, or anticipated challenges include:
• Attend Humboldt County GSA Board meetings and participate in the public comment
• Attend the ERGWG meetings and participate in discussions
• Have a direct conversation with a Humboldt County GSA Board member or staff
• Provide a written/typed letter or email to the Humboldt County GSA Board (Humboldt County GSA, Hank Seemann, 1106 Second St, Eureka, CA 95501. Email: hseemann@co.humboldt.ca.us)
• Complete and submit the DWR Stakeholder Survey Form to Humboldt County GSA, Hank Seemann, 1106 Second St, Eureka, CA 95501, email: hseemann@co.humboldt.ca.us (Appendix D)

&&

Role of Eel River Groundwater Working Group 
On October 6, 2015, the BOS approved the formation of the ERGWG to provide input regarding the local response to DWR’s designation of the Eel River Valley groundwater basin as a medium-priority basin. Through this working group, the Humboldt County GSA is able to encourage the active involvement of diverse social, cultural, and economic elements of the population within the groundwater basin prior to and during the development and implementation of the GSP. 

The ERGWG is an informal organization of stakeholders that serves to provide a forum for sharing information and viewpoints and provide input to the HCDPW staff on matters dealing with GSA and GSP development, GSP implementation, and other GSA/GSP matters; open to all interested stakeholders who wish to participate. Appendix C provides a preliminary schedule and list of meeting topics based on the current project schedule. The list and schedule are preliminary and subject to change based on the project schedule, stakeholder feedback, and at the discretion of the HCGSA. At each of these meetings, staff and/or consultant (as directed by the HCGSA) will provide a presentation to be followed by ample time for public discussion, questions and answers, and stakeholder input. 

Role of Groundwater Resources Advisory Committee 
In Section 10727.8 “Public Notification and Participation; Advisory Committee” of the SGMA, GSAs may appoint and consult with an advisory committee for the purpose of developing and implementing a GSP. BOS Resolution No. 20-39 directed the HCDPW to present a proposed structure for an advisory committee. At that time, the Humboldt County GSA may choose to form the GRAC. If formed, the GRAC would support and advise HCDPW staff in the GSP development and advise the Humboldt County GSA in the development and implementation of the GSP.

&&
Appendix B: Interested Persons List 
Environmental users of groundwater Darren Mierau CalTrout
Environmental users of groundwater Pat Higgins Friends of the Eel River
Environmental users of groundwater Scott Greason Friends of the Eel River","Stakeholder Engagement Plan, Page 13-14, Appendix B (Interested  Persons List)","
1. Environmental Stakeholders identified? YES, identified as federal environmental departments and some nonprofits. 
2. Which level of engagment: Inform, Consult
3. Evidence/strategies listed for level of engagement:

The GSP includes documentation of an Eel River Groundwater Working Group which is meant to encourage the active involvement intersectional elements of the population during GSP development and implementation, it is stated to be open for all interested stakeholders but the GSP does not incude a list of current members. There is also mention of potentially developing a Groundwater Resource Advisory Group but there is no documentation that it has already been created. The GSP also includes methods of engagement open to all stakeholders. Three individuals represneting environmental users of groundwater including Friends of Eel River and CalTrout were identified on Appendix B of the Stakeholder Engagement Plan as interested persons but no further information about their involvement with GSP development was provided.  More information is needed about environmental user reprentation on any groups working on GSP development, although the GSP highlights forms of engagement that could possibly include environmental stakeholders, there is no direct identification of this representation actually documented. "
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",No,"Phase 4: Implementation and Reporting Phase 4 will begin immediately after submitting the plan in January 2022. During the implementation phase, communication and engagement efforts will be focused on educational and informational awareness of the requirements and processes of achieving or maintaining groundwater sustainability by 2042. This will be an ongoing phase, as the GSP has a fifty-year planning horizon with measurable objectives, interim milestones in increments of five years that would achieve sustainability twenty years from the start of implementing the plan (SGMA Section 10727.2(b)(1)) in 2042.

&&

9 IMPLEMENTATION
This section will be developed in the final plan.","Stakeholder Engagement Plan, Page 12
GSP Draft Page 129","1. Documents outreach plans to stakeholders? (yes/no) 
2. List specific outreach methods for DACs?  ( yes/no) NO
3. What level of outreach engagement? 

GSP briefly mentions communication and outreach for stakeholders during implementation during the GSP Phase Plan as Phase 4. Section 9 of the GSP Draft Titled Implementation is yet to be developed and is stated to be included in the final plan. "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",No,"Phase 4: Implementation and Reporting Phase 4 will begin immediately after submitting the plan in January 2022. During the implementation phase, communication and engagement efforts will be focused on educational and informational awareness of the requirements and processes of achieving or maintaining groundwater sustainability by 2042. This will be an ongoing phase, as the GSP has a fifty-year planning horizon with measurable objectives, interim milestones in increments of five years that would achieve sustainability twenty years from the start of implementing the plan (SGMA Section 10727.2(b)(1)) in 2042.

&&

9 IMPLEMENTATION
This section will be developed in the final plan.","Stakeholder Engagement Plan, Page 12
GSP Draft Page 129","1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Tribes?  (yes/no)
3. What level of outreach engagement? 


GSP briefly mentions communication and outreach for stakeholders during implementation during the GSP Phase Plan as Phase 4. Section 9 of the GSP Draft Titled Implementation is yet to be developed and is stated to be included in the final plan."
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",No,"Phase 4: Implementation and Reporting Phase 4 will begin immediately after submitting the plan in January 2022. During the implementation phase, communication and engagement efforts will be focused on educational and informational awareness of the requirements and processes of achieving or maintaining groundwater sustainability by 2042. This will be an ongoing phase, as the GSP has a fifty-year planning horizon with measurable objectives, interim milestones in increments of five years that would achieve sustainability twenty years from the start of implementing the plan (SGMA Section 10727.2(b)(1)) in 2042.

&&

9 IMPLEMENTATION
This section will be developed in the final plan.","Stakeholder Engagement Plan, Page 12
GSP Draft Page 129","1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Environmental stakeholders?  (yes/no)
3. What level of outreach engagement? 

GSP briefly mentions communication and outreach for stakeholders during implementation during the GSP Phase Plan as Phase 4. Section 9 of the GSP Draft Titled Implementation is yet to be developed and is stated to be included in the final plan."
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,,Seperate dcumement (Stakeholder Communications and Engagement Plan for Eel River Valley Groundwater Basin),Title: Stakeholder Communications and Engagement Plan
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Yes,"The Basin is situated primarily within a rural area of Humboldt County. The Basin includes the cities of Fortuna, Ferndale, and Rio Dell and the unincorporated communities of Loleta, Carlotta, Hydesville, Alton, Metropolitan, and Scotia (Figure 2). The U.S. Census Bureau identifies Loleta, Hydesville, and Scotia as “census-designated places.” According to DWR’s SGMA Basin Prioritization Dashboard (https://gis.water.ca.gov/app/bp-dashboard/final/), the total resident population within the Basin was 23,384 in 2010. Resident population data from the U.S. Census Bureau for the cities and census-designated places within the Basin in 2019, 2010, 2000, and 1990 are provided in Table 1.

Water Code Section 79505.5(a) defines the term “disadvantaged community” as a community with an annual median household income less than 80 percent of the statewide annual median household income. Water Code Section 79702(k) defines the term “economically distressed area” as a municipality with a population of 20,000 persons or less, a rural county, or a reasonably isolated and divisible segment of a larger municipality where the segment of the population is 20,000 persons or less, with an annual median household income that is less than 85% of the statewide median household income, and with one or more of the following conditions: (1) financial hardship, (2) unemployment rate at least 2% higher than the statewide average, or (3) low population density. According to DWR’s EDA Mapping Tool (https://gis.water.ca.gov/app/edas/), at least 77% of the Basin is considered an economically distressed area.

&&

The Eel River Valley Groundwater Basin contains five (5) census designated places which are EDAs, based on DWR’s EDA Mapping Tool (https://gis.water.ca.gov/app/edas/). The percentage of the basin population situated within an EDA is 77% (18,066 divided by 23,384). A map depicting the five EDAs is provided in Figure 3 and a table summarizing the median household income (MHI) and population for each place is provided below in Table 2.

Table 2. Median household income (MHI) and population for each EDA.
Place GEOID MHI Population
Loleta 0642328 $38,542 624
Ferndale 0623910 $41,042 1,419
Fortuna 0625296 $44,904 11,917
Rio Dell 0660900 $39,981 3,372
Scotia 0670518 $44,063 734
Total: 18,066

&&


Disadvantaged communities, including, but not limited to, those served by private domestic wells or small community water systems – The basin contains five census designated places (Loleta, Fortuna, Ferndale, Rio Dell, and Scotia) which are Economically Distressed Areas (EDAs), based on DWR’s EDA Mapping Tool (https://gis.water.ca.gov/app/edas/). The percentage of the basin population situated within an EDA is 77%.","Part 1: Page 13
Eel River Valley Basin Stakeholder Engagement Plan 
Page 8, Figure 3, Table 2 ","1. Location on the map? (yes/no) YES, included on the Stakeholder Plan document on Page 8, identified as Figure 3
2. Identified by name? (yes/no) GSP text defines DACs and Economically Distressed Areas and states that at least 77% of the Basin is considered an economically distressed area.  In the Stakeholder Engagement Plan document, the EDA are idetified as Loleta, Ferndale, Fortuna, Rio Dell, and Scotia, their Median House Index and Population are also identified on Table 2.
3. DAC places, tracks, or block data used in map?
DAC Places are used in map. "
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Somewhat,"Eel River Forum
The Eel River Forum is a coalition of public agencies, Indian tribes, conservation partners, and other stakeholders with interest in or responsibility for the environmental stewardship of the Eel
River (https://caltrout.org/projects/eel-river-forum). The coalition was convened by Cal-Trout in July 2012 and released the Eel River Action Plan in June 2016. According to the website, the Eel River Forum works collaboratively to: • Understand the status of Eel River salmonid populations and other native fisheries resources. • Identify and prioritize recovery issues and challenges. • Promote specific research, restoration, and monitoring efforts in the Eel River basin • Develop and recommend plans and policies that will promote the recovery of the Eel River ecosystem and its native fish populations.

&&

California Native American Tribes – Native American Tribes located within the Humboldt County GSA boundary include the Bear River Band of the Rohnerville Rancheria. In addition, the Wiyot Tribe has a close cultural connection to the lower Eel River.","Page 33
Stakeholder Engagement Plan, Page 13","1. Tribal lands identified? (yes/no) The Bear River Band of the Rohnerville Rancheria was identified. 
2. Tribal lands mapped? (yes/no) NO
"
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",Yes,"The Eel River Valley Groundwater Basin contains five (5) census designated places which are EDAs, based on DWR’s EDA Mapping Tool (https://gis.water.ca.gov/app/edas/). The percentage of the basin population situated within an EDA is 77% (18,066 divided by 23,384). A map depicting the five EDAs is provided in Figure 3 and a table summarizing the median household income (MHI) and population for each place is provided below in Table 2.

Table 2. Median household income (MHI) and population for each EDA.
Place GEOID MHI Population
Loleta 0642328 $38,542 624
Ferndale 0623910 $41,042 1,419
Fortuna 0625296 $44,904 11,917
Rio Dell 0660900 $39,981 3,372
Scotia 0670518 $44,063 734
Total: 18,066","Eel River Valley Basin GSA Stakeholder Engagement Plan , Page 8","1. Does the GSP document the size of the population for each DAC?

Yes, the GSP includes Table 2 on the Stakeholder plan which identifies the EDAs within the area by name, MHI and population size, totaling the EDA population to 18,066. "
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,Yes,,"Figure 13, Figures Document, Page 13 of 40 on document","1. Does the map include depth by location?
Yes, on a seperate map, domestic wells are maped by maximum well depth on Figure 13"
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,,"Figure 13, Figures Document, Page 13 of 40 on document","1. How are domestic wells mapped (density/point/none)?
Density map"
