Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Somewhat,"Environment and Conservation • Climate change
• Groundwater dependent ecosystems
• Habitat and species of concern
• Managed/preserved land
• Water quality

&&

4. Environmental Users of Groundwater
a. Riverside County Flood Control and Water Conservation District
b. Santa Ana River Watermaster
c. California Regional Water Quality Control Board - Santa Ana Region (8)

&&

Outreach and Involvement Activities Listed below are the anticipated stakeholder and public involvement activities that will occur during GSP preparation. They are listed in the order of appearance in the above process chart. The 
activities are designed to be flexible to meet evolving needs and issues during GSP preparation. Detailed logistics plans will be prepared prior to public workshops and technical advisory committee meetings, and will outline notification methods, formats, key messages, topics, and input and feedback opportunities. 
Groundwater Sustainability Plan Webpage Purpose: Host information about GSP preparation and related involvement activities. Description: A webpage will be created on the City of Corona Department of Water and Power’s website. It will host project information such as general SGMA/GSP information, project timeline, draft chapters, project updates, meeting materials and summaries, and FAQs. It will also allow visitors to sign up for the interested parties list. Timing: All Steps. 
Pre-Workshop Outreach Purpose: Inform stakeholders about GSP preparation and drive attendance at public workshops. Description: Pre-workshop outreach will use outreach materials and social media materials. 
Outreach Materials Potential outreach materials include one-page fact sheets (or similar materials such as project updates or notices) or bill insert announcements. The materials will be posted on the webpage, distributed to the interested parties list via email, and to the public using social media and community organizations. The timing of the creation and distribution of outreach materials will be tied to project milestones and public workshops. 
Social Media, Websites, and Email The GSA members will utilize their existing social media accounts to spread the word following completion of project milestones and in advance of public workshops. Posts on the City of Corona’s Facebook, Twitter, Instagram, and/or Nextdoor pages will distribute information, outreach materials, and/or direct interested parties to the GSP webpage and public workshops. The City of Corona’s Inner Circle email distribution list will likewise be used to disseminate information. The City of Norco will distribute information using its Facebook and Twitter accounts. Home Gardens County Water District has a webpage where workshop information will be posted. Stakeholder organizations will be encouraged to repost social media communications for wider distribution. Timing: Step 2, Conduct Baseline Studies; Step 4, Define Sustainability Goal and Criteria; Step 5, Prepare Draft GSP; Step 6, Review Draft GSP and Adopt Draft GSP Temescal Subbasin GSP 

Focused Outreach Purpose: Involve Disadvantaged Communities and Severely Disadvantaged Communities. Description: Throughout GSP preparation, opportunities will be for outreach to Disadvantaged and Severely Disadvantaged Communities. In Step 1, the foundation will be laid by reaching out to community leaders and organizations to begin to build relationships and learn what strategies have been successful for them, how to overcome any existing barriers, and best methods for engaging in culturally and linguistically appropriate ways. Using this information and the previously discussed demographic information, gaps in pre-workshop outreach methods will be identified and addressed. Spanish translation of materials and interpretation at events will also be woven into outreach and involvement. Examples of effective outreach that has already been identified include posts on community social media pages and receiving information in the mail. Potential outreach materials could include customized social media posts for community organizations to share. In Step 2, focused outreach, such as virtual stakeholder meetings, social media livestreams, social media posts, or flyer distribution, will be conducted, possibly in partnership with community groups and leaders. The purpose is to inform community members of their groundwater resources, how they are managed, and who manages them so that they are more comfortable in engaging in discussions later in GSP preparation. Basic information about the role of the GSP in groundwater management and public involvement will also be introduced. Potential outreach materials could include stakeholder meeting presentations, social media posts, or informational flyers. Steps 3-6 will include continuation of pre-workshop outreach methods. It is also possible that some community members in disadvantaged communities may not have easy access to internet or cell phone data, so in-person meetings may be considered, if allowed by health authorities and community members are not excluded from public gatherings due to vulnerability to infection. Timing: All Steps.
Technical Advisory Committee Meetings Purpose: The purpose of the Technical Advisory Committee (TAC) is to contribute community and stakeholder perspectives and interests in GSP planning and GSP and SGMA implementation in the Temescal Subbasin. Description: TAC members will provide input and feedback on GSP development and implementation and GSA policies based on their expertise, knowledge, resources, and understanding of their communities, environment, commerce, and applicable regulations. The GSA and the project team will consider the TAC’s input throughout GSP preparation, along with input from the broader community, other stakeholders, and other government agencies involved in groundwater management and associated regulatory requirements. Temescal Subbasin GSP | Outreach and Stakeholder Involvement Communications Plan 10 TAC members represent the diverse interests of GSA-eligible agencies and groundwater uses and users. The intent of the Technical Advisory Committee is to contribute community and stakeholder perspectives and interests in GSP planning and GSP and SGMA implementation in the Temescal Subbasin. See Appendix D for the protocols and operating principals document. Timing: Step 2, Conduct Baseline Studies; Step 3, Build Water Budget and Numerical Model; Step 4, Define Sustainability Goal and Criteria; Step 5, Prepare Draft GSP. 
Public Workshops Purpose: Create a forum to share project information with the public and stakeholders and provide input and feedback opportunities. Description: Public workshops will allow stakeholders an opportunity to provide incremental input at meaningful points in GSP development. The workshop series will also help community members and other stakeholders understand the purpose, need, benefits, and issues associated with sustainable groundwater planning. The planned focus of these workshops is the following: 1. Kickoff (Step 2, Conduct Baseline Studies) 2. Criteria for sustainability (Step 4, Define Sustainability Goal and Criteria) 3. Preliminary evaluation of management actions (Step 5, Prepare Draft GSP) 4. Presentation of draft GSP (Step 6, Review Draft GSP and Adopt Draft GSP) Public workshops could include elements such as a presentation, Q&A sessions, and various opportunities for attendees to provide input or feedback such as live polling, breakout groups, or comment cards. The first public workshop will likely take the form of a virtual meeting. The project team will assess the conditions for future workshops and weigh the risks and benefits of holding them in-person. Any in-person workshops will be held in a venue that maximizes accessibility and convenience for the communities of Corona, Home Gardens, and Norco. Timing: Step 2, Conduct Baseline Studies; Step 3, Build Water Budget and Numerical Model; Step 4, Define Sustainability Goal and Criteria; Step 5, Prepare Draft GSP; Step 6, Review Draft GSP and Adopt Draft GSP City Council and Board of Directors Meeting Presentations Purpose: Update the city councils of the Cities of Corona and Norco, and the Board of Directors of Home Gardens, and their respective communities, on GSP development and hold the GSP adoption hearing. Description: The public will be able to hear updates on GSP preparation as an agenda item and provide comment periodically throughout the planning process and at the final adoption hearing. Temescal Subbasin GSP | Outreach and Stakeholder Involvement Communications Plan 11 Timing: Step 2, Conduct Baseline Studies; Step 3, Step 4, Define Sustainability Goal and Criteria; Step 5, Prepare Draft GSP; Step 6, Review Draft GSP and Adopt Draft GSP Public Comment Period Purpose: Allow the public to comment on the GSP before adoption. Description: According to SGMA, a GSA may adopt a GSP after a public hearing, held at least 90 days after providing public notice of a comment period. Draft GSP materials, including draft chapters and supporting documents will also be released for public review periodically throughout GSP preparation to facilitate additional public review. Timing: Step 2, Conduct Baseline Studies; Step 3, Step 4, Define Sustainability Goal and Criteria; Step 5, Prepare Draft GSP; Step 6, Review Draft GSP and Adopt Draft GSP Inter-basin Coordination Purpose: SGMA requires coordination of specific GSP elements between connected basins and/or subbasins. Description: The GSA and their technical consultants will communicate with the GSAs, agencies, and/or technical consultants in and for neighboring basins and subbasins to coordinate water budget and sustainability criteria. This will facilitate consistency in estimates of flow across basin boundaries and make sure that sustainable basin management does not adversely affect neighboring basins. Timing: Step 2, Conduct Baseline Studies; Step 3, Step 4, Define Sustainability Goal and Criteria; Step 5, Prepare Draft GSP; Step 6, Review Draft GSP and Adopt Draft GSP

&&

Technical Advisory Committee Members
• Ava Moussavi, Riverside County Flood Control and Water Conservation District
&&
6. Role of the Technical Advisory Committee
Isaacson explained the role of the TAC and reviewed the TAC Protocols and Operating Principles document (see Appendix D), which was provided to TAC members before the meeting. The general purpose of the TAC is to provide input and guidance to the Temescal GSA and consultant team during the development of the Temescal GSP. TAC members represent diverse groundwater interests and will work collaboratively to contribute input towards long-term sustainable management of the Temescal Basin, communicate with additional stakeholders and community members about the Temescal GSA, Temescal GSP process, and SGMA, review material and participate in ongoing discussions, and help to publicize public involvement activities. TAC members were asked to provide a general confirmation of the operating protocols and to reach out to the project team contact (Melissa Estrada-Maravilla) if they saw any red flags. ","Appendix D, Page 6
Appendix B: List of Interested Parties
Appendix D, Page 8-11
Appendix F: Summaries of Technical Advisory Committee Meetings, Page 1-4","
1. Environmental Stakeholders identified? Somewhat including Riverside County Flood Control and Water Conservation Distruct , Santa Ana Watermaster,and California Regional Water Quality Control Board--Santa Ana Region.  These stakeholders involved are water districts and control boards.  At the very least they should have regional Department of Fish and Wildlife staff, NFMS, or local environmental NGO. 
2. Which level of engagment: Engagement= Inform, consult, involve, collaborate 
3. Evidence/strategies listed for level of engagement:

GSP mostly includes general stakeholder engagement open to all identified stakeholder. Does include that a member of Riverside County Floood Control And Water Conservation District is on the Technical Advisory Committee. "
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",No,,,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for DACs?  ( yes/no)
3. What level of outreach engagement? 

Only mentions continued Technical Advisory Meetings continuing during Implementation and does not explicitly mention specific outreach during Implementation, mostly focuses on development. Since DACs are not represented on the Technical Advisory Meetings, we cannot assume contonued engagement or outreach will continue for DACs during GSP implementation. More information is needed about outrreach for DACs and all stakeholders during GSP implementation since the GSP mostly focuses on outreach during development. "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Not Applicable,,,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Tribes?  (yes/no)
3. What level of outreach engagement? "
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Somewhat,"The Temescal GSA formed a TAC to provide input and guidance to the staff and consultant team of the GSA during preparation of the GSP based on their expertise, knowledge, resources, and understanding of their communities, environment, commerce, and applicable regulations. The intent of the TAC is to contribute community and stakeholder perspectives and interests in GSP planning and GSP and SGMA implementation in the Basin. The TAC includes representatives from the following public and private organizations: • 3M Industrial Mineral Products Division • All American Asphalt • Santa Ana Regional Water Quality Control Board (RWQCB) • City of Norco • Home Gardens County Water District • Riverside County Flood Control and Water Conservation District • Corona City Council • City of Corona Department of Water and Power.",Chapter 2: 2-24,"1. Documents outreach plans to stakeholders? (yes/no) 
2. List specific outreach methods for Environmental stakeholders?  (yes/no)
3. What level of outreach engagement? 

Only mentions continued Technical Advisory Meetings continuing during Implementation. Riverside County Flood Control and Water Conservation is listed as an environmental stakeholder and representative on the Technical Advisory Committee and they do document intention to continue TAC meetings during implementation. , does not explicitly mention specific outreach during Implementation, mostly focuses on development.  BECAUSE TAC developed during GSP development process does not include environmental stakeholders, this answer is a somewhat."
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,,Appendix D,Title: Temescal Subbasin Groundwater Sustainability Plan Outreach and Stakeholder Involvement Communications Plan
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Yes,"2.8.4. Disadvantaged Community Outreach Areas of the Basin identified as disadvantaged and severely disadvantaged communities (DACs and SDACs) are shown on Figure 2-13. These DACs and SDACs are within the service areas of Corona and HGCWD and receive water supply from those agencies. There are no active private wells in these DAC and SDAC areas. This fact notwithstanding, the GSA worked to identify individuals and/or organizations in or representing these DACs and SDACs and engage them in the GSP process. Outreach to DAC and SDAC areas of the Basin included communication with and distribution of Fact Sheets to and through local churches and community centers in the DAC/SDAC areas and individual and group meetings with politically active individuals, community leaders, and community action organizations, and elected officials. This outreach focused on presentations regarding SGMA, the Basin, the GSP process and components, and encouraged participation in public meetings and GSP review. These meetings also generated feedback on additional outreach that the GSA could undertake, much of which was implemented. Notes from these meetings are included in Appendix H.

&&

The map in Appendix C shows the Disadvantaged and Severely Disadvantaged Communities within the Temescal Subbasin, representing all the areas identified from census-designated places, tracts, and block groups. The map reveals broad disadvantaged areas across the communities of the City of Corona and Home Gardens, centered around the State Route 91 corridor stretching from both sides of its intersection with Interstate 15 to State Route 71, including areas near the Corona Municipal Airport. As noted in the One Water One Watershed Plan Update 2018 (the Integrated Regional Water Management Plan for the Santa Ana River Watershed), specific communities who meet the criteria for disadvantaged communities may need to be involved, but are not yet identifiable by currently available census information. These communities will be included in focused outreach as they are identified. Involving these communities is needed for the preparation and implementation of the GSP in a way that supports a long-term sustainable water supply while reducing cost burdens. Several of the identified areas score in the 70th to 80th percentiles for linguistic isolation on CalEnviroScreen, indicating that many households have low levels of English proficiency. American Community Survey data indicates Spanish as the most commonly spoken language other than English in Corona, Home Gardens, and Norco. The communities near the center of the City of Corona contain many single-family residences near commercial areas. Away from the center of Corona, including Home Gardens, the neighborhoods contain higher density residential and more mixed use and industrial areas. These factors are important to consider while developing focused outreach and involvement. For example, outreach material language translation will likely be needed in areas with limited English proficiency. Multiple means of communication (e.g., flyers, posters) will be utilized, recognizing that some communication methods directed toward rate payers (e.g., water bill insert) might not reach community members in multi-unit buildings if water is included in their rent. See the “Focused Outreach” subsection in Section 4 for more details on strategy.","Chapter 2: 2-25
Figure 2-13

Appendix D, Page 4-5
Appendix C: Disadvantaged and Severely
Disadvantaged Communities Map","1. Location on the map? (yes/no) YES, See Figure 2-13 also Appendix C
2. Identified by name? (yes/no) YES
3. DAC places, tracks, or block data used in map?
Places, Tracts, and Block groups used. "
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Not Applicable,,,"1. Tribal lands identified? (yes/no)
2. Tribal lands mapped? (yes/no)
"
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",No,,,"1. Does the GSP document the size of the population for each DAC?
GSP does not document size of population for each DAC. "
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location?
Map does not include depth by location. "
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,,Figure 2-5,"1. How are domestic wells mapped (density/point/none)?
Domestic wells are mapped using density map (Figure 2-5). "
