Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Yes,"3.4.2. Public Notices and Opportunities for Public Engagement
Consistent with the NCGSA Communication and Engagement Plan (2020), the NCGSA coordinates with stakeholders and conducts outreach and solicitation of input to achieve transparent and stakeholder1849 driven water resource management in the Napa Valley Subbasin. Described in Section 3.4.1, the NCGSA considers the interests of beneficial users within the Subbasin and maintains a list interested parties that the NCGSA uses to inform these individuals of opportunities to participate in the Plan development. The NCGSA posts meeting agendas; all meetings are open to the public and publicized on the Count website. Also on the County website, interested persons may sign up to be on the NCGSA email list to receive SGMA and GSP-related updates. NCGSA will use the list of interested parties to provide notification and information related to implementation of this Plan following its adoption. A total of X public meetings took place during the development of this Plan (Table 3-6). Meetings were structured to address one or more Sections of the GSP and provide progress updates on GSP development. Draft GSP Sections were released according to a publicly posted schedule for public comment beginning in July2020. The release of GSP sections and scheduled meetings were staggered to provide time for stakeholder review of GSP sections and to allow for a question and comment period at subsequent public meetings. To encourage the active involvement of social, cultural, and economic elements within the Subbasin boundaries, public meetings were held to inform the public of the status of GSP development and how the public could be involved in the process. The NCGSA will continue to inform the public regarding the progress of Plan implementation on its website (https://www.countyofnapa.org/1238/Groundwater1866 Sustainability-Planning).


&&

3.4.1.4. Environmental Users of Groundwater
Environmental users of groundwater within the Plan area include GDEs in the Subbasin and species that rely on interconnected surface waters. Additionally, environmental users of groundwater and interconnected surface water include entities that represent the interests of environmental users of groundwater, such as CDFW, USFW, NOAA Fisheries, and non-governmental organizations. The interests of environmental users of groundwater and interconnected surface water are represented through members of the GSPAC that are members of or otherwise associated with several groups, including the Sierra Club, Water Audit California, the Napa County Resource Conservation District, and other organizations. The NCGSA reviewed guidance documents and reference materials provided the stakeholder groups including TNC, CDFW, NOAA Fisheries, University of California at Davis, and Audubon to inform mapping of GDEs within the Subbasin and to identify particular species known to be groundwater dependent for all or part of their life cycle. (Matsumoto, 2019, Klausmeyer et al., 2019, and Rhode et al., 2019). 
Location information indicating the distribution of environmental users of groundwater, including potential GDEs and groundwater dependent freshwater species, show that they are present throughout the Subbasin, including the Napa River and many of its tributaries (Figure 3-12). Through outreach to state and federal resources agencies and a review of reference materials, including an excerpt of the California Freshwater Species Database for species identified in the Napa Valley Subbasin, the NCGSA identified 12 potentially groundwater dependent freshwater species and nine additional species of special concern (Table 3-4). Species identification is an initial step towards considering the reliance on groundwater by environmental users of groundwater. Additional information about the distribution of GDEs and environmental users of groundwater is provided in Section 6. Additional information about the potential effects of Subbasin management on these beneficial users is presented in Section 9. Projects and management actions to avoid significant and unreasonable effects on beneficial users are presented in Section 11. ","3-55
3-51
3-52","
1. Environmental Stakeholders identified? Yes, moslt identified as GDEs but also briefly mentioned as all parts and apects of our natural environments. 
2. Which level of engagment: collaborate
3. Evidence/strategies listed for level of engagement: GDEs are mainly listed as the enviornmental users/stakeholders within the basin. A number of members of environmental groups are included on the GSP advisory committee."
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"12.3.2.1 Public Outreach
The NCGSA will conduct public outreach and engagement to provide timely information to stakeholders regarding GSP implementation progress and monitored and modeled Subbasin conditions, consistent with the Stakeholder Engagement and Outreach Plan adopted in 2020 (CONCUR, 2020). Any potential changes in administration and management will be introduced and considered in a public process in which stakeholders will be engaged. The NCGSA website will be maintained as a communication tool for posting updated empirical data, including groundwater level time series graphs, reports, meeting information, technical updates, and data analyses. Other outreach will include periodic newsletters and email blasts to the stakeholders and general public. ",2021-12-03 00:00:00,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for DACs?  ( yes/no)
3. What level of outreach engagement? 

GSP provides general language that  suggests outreach for all identified stakeholders will continnue through GSP development. More information is recommended to grasp a clearer picture of the outreach and engagement during implementation. "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Somewhat,"12.3.2.1 Public Outreach
The NCGSA will conduct public outreach and engagement to provide timely information to stakeholders regarding GSP implementation progress and monitored and modeled Subbasin conditions, consistent with the Stakeholder Engagement and Outreach Plan adopted in 2020 (CONCUR, 2020). Any potential changes in administration and management will be introduced and considered in a public process in which stakeholders will be engaged. The NCGSA website will be maintained as a communication tool for posting updated empirical data, including groundwater level time series graphs, reports, meeting information, technical updates, and data analyses. Other outreach will include periodic newsletters and email blasts to the stakeholders and general public. ",2021-12-03 00:00:00,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Tribes?  (yes/no)
3. What level of outreach engagement? 

GSP provides general language that  suggests outreach for all identified stakeholders will continnue through GSP development. More information is recommended to grasp a clearer picture of the outreach and engagement during implementation. "
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Somewhat,"12.3.2.1 Public Outreach
The NCGSA will conduct public outreach and engagement to provide timely information to stakeholders regarding GSP implementation progress and monitored and modeled Subbasin conditions, consistent with the Stakeholder Engagement and Outreach Plan adopted in 2020 (CONCUR, 2020). Any potential changes in administration and management will be introduced and considered in a public process in which stakeholders will be engaged. The NCGSA website will be maintained as a communication tool for posting updated empirical data, including groundwater level time series graphs, reports, meeting information, technical updates, and data analyses. Other outreach will include periodic newsletters and email blasts to the stakeholders and general public. ",2021-12-03 00:00:00,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Environmental stakeholders?  (yes/no)
3. What level of outreach engagement? 

GSP provides general language that  suggests outreach for all identified stakeholders will continnue through GSP development. More information is recommended to grasp a clearer picture of the outreach and engagement during implementation. 

In particular, it is unclear whether the GSPAC will continue to meet and whether they will inform the GSP implementation."
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,,2021-01-10 00:00:00,Title: 1.2.1. Napa Valley Subbasin Groundwater Sustainability Agency Stakeholder Communication and Engagement Plan
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Yes,"3.4.1.6. Disadvantaged Communities
Disadvantaged communities (DACs) within the Plan area include, but are not limited to, those served by private domestic wells or small community water systems. Disadvantaged communities generally refer to areas where residents suffer from a combination of economic, health, and environmental burdens that may hinder residents’ ability to engage and participate in SGMA implementation activities. These burdens may include poverty, high unemployment, air and water pollution, presence of hazardous wastes, as well as high incidence of asthma and heart disease. DACs in the Plan area include non-English speaking residents, tribal members, Latinx communities, and economically disadvantaged residents. DACs are defined in the CWC as communities with an annual median household income that is less than 80 percent ($51,026) of the Statewide annual median household income ($63,783) (CWC §79505.5). In addition, the California Public Resources Code defines severely disadvantaged communities (SDAC) as those with an annual MHI less than 60 percent of the of the Statewide annual MHI (Public Resources Code §79505). The CWC §79505.5a also defines economically distressed areas (EDA) as municipalities with a population of 20,000 persons or less, a rural county, or a reasonably isolated and divisible segment of a larger municipality where the segment of the population is 20,000 persons or less, with an annual MHI that is less than 85 percent of the statewide MHI, and with one or more of the following conditions as determined by DWR: 1) financial hardship; 2) unemployment rate at least 2 percent higher than the statewide average; or 3) low population density (CWC §79702(k)). DACs, SDACs, and EDAs, are collectively referenced here as Disadvantaged Areas (DAs). Table 3-5 presents the percentage of area within the Subbasin that are designated as DACs and EDAs.

Described in the NCGSA Communication and Engagement Plan (CONCUR, 2020), NCGSA considers the interests of underrepresented community members within the Subbasin, which includes non-English speaking residents, tribal members, Latinx communities, and disadvantaged communities. The NCGSA uses multiple sources of information to identify disadvantaged residents and map DAs in the Plan area, including maps based on U.S. Census Bureau data provided by DWR, data from County programs and departments, and data from partners and outside groups. Data show that DAs occur throughout the Subbasin, including areas in the northern and central Subbasin and in the City of Napa in the southern Subbasin. An important subset of DAs are SDACs that cover about 2.4% of the Subbasin and include areas near and within the Cities of Calistoga and St. Helena. Figure 3-13 shows the location and extent of DACs and SDACs mapped by DWR, using U.S. Census Bureau data, and farmworker housing centers mapped by the County. Farmworker housing centers are publicly owned centers that primarily serve migrant and temporary farmworkers. No applications from individuals identifying as representing a DAC were received to participate on the GSPAC. To compensate for this absence, NCGSA staff plan to identify the barriers to participation for these groups and devise methods to overcome these barriers. Staff plan to build relationships with social service and other organizations that have connections to these community members to reach them and communicate effectively in English and Spanish. GSA staff will work with Spanish-speaking staff at the NCRCD and will use translation resources available through DWR where possible. While there are no federally recognized tribes within Napa County, there are members of tribes who reside in Napa County. The GSA will encourage the participation of local tribal organizations. The GSA is actively reaching out to the Yocha Dehe Wintun Nation, which is a federally recognized tribe in proximity to Napa County and the Napa Valley Subbasin, to identify whether and how the tribe would like to be involved in GSP development and implementation.","Chapter 3: 3-53
Table 3-5","1. Location on the map? (yes/no) Yes, Shown in Figure 3-13
2. Identified by name? (yes/no) Some DAcs identified within the the Cities of Calistoga and St. Helena
3. DAC places, tracks, or block data used in map?"
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Somewhat,"While there are no federally recognized tribes within Napa County, there are members of tribes who reside in Napa County. The GSA will encourage the participation of local tribal organizations. The GSA is actively reaching out to the Yocha Dehe Wintun Nation, which is a federally recognized tribe in proximity to Napa County and the Napa Valley Subbasin, to identify whether and how the tribe would like to be involved in GSP development and implementation.",3-55,"1. Tribal lands identified? (yes/no)  Some Tribal community members were identiified as residing within Napa Valley and the GSP has identified and reached out to Yocha Dehe Wintun Nation. 
2. Tribal lands mapped? (yes/no) NO
"
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",No,,Table 3-5,"1. Does the GSP document the size of the population for each DAC?

Table 3- includes what percentage represent areas within subbasins, more specifically what percentage of the basin  has been identified as DAC. "
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location?
Map does not include depth by location. "
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,"Domestic wells are the most common production well type in the Subbasin. Domestic wells are distributed throughout most of the Subbasin with greatest concentrations of 70 wells per square mile in scattered sections east of Napa and northwest of Calistoga (Figure 2-4). Irrigation wells are the second most common well type in the Subbasin, with densities ranging from 15 to 45 wells per square mile over most of the Subbasin. Industrial wells are the least common production well type in the Subbasin and are more commonly located in the northern half of the Subbasin.","Figure 2-4
Chpater 2: Page 2-4","1. How are domestic wells mapped (density/point/none)?

Density map"
