Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Martha,PLAN AREA,,DACs,1,"Does the GSP document how DAC stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","no = no reference to DACs, no reference to stakeholder engagement during development 
somewhat=  no specific reference to DAC engagement but lists DAC as a stakeholder, provides stakeholder engagement details 
Yes= references DACs and how they were engaged specifically during development beyond informing DACs
","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"In addition to the Stakeholder Workshops provided by the GSA for the purpose of GSP engagement, there are a number of meetings held by other agencies and organizations that provide opportunities for stakeholder outreach. FPBGA Board Directors will provide GSP updates and information at the meetings they attend as representatives of their respective constituencies. Such meetings attended by current Board Directors include but may not be limited to: • Ventura County Director o Ventura County Board of Supervisors meetings o Santa Clara River Watershed Committee meetings • UWCD Director o Ventura County Farm Bureau meetings o UCWD Board meetings • City of Fillmore Director o Fillmore City Council meetings • Fillmore Pumper Stakeholder Director o Fillmore Basin Pumpers Association meetings o Santa Paul Basin Pumpers Association meetings • Environmental Stakeholder Director o Friends of the Santa Clara River Board meetings o Santa Clara River Watershed Committee o Santa Clara River Steelhead Coalition o Santa Clara River Environmental Groundwater Committee o Great Ventura County Groundwater Sustainability Agency Environmental Stakeholder Collaborative o California Non-Governmental Groundwater Collaborative o Ventura County Integrated Water Management Program Disadvantaged Community stakeholder outreach and education meetings (“WaterTalks” Meetings) o GSA Environmental Stakeholder Workshops • Piru Pumper Stakeholder Director o Piru Basin Pumpers Association meetings

&& 

Public Notification, Education, and Engagement Meetings and Media The FPBGSA seeks to provide multiple opportunities and formats to notify the public about upcoming
meetings, provide GSP status updates, educate all Beneficial Users, and obtain public input about various GSP components. These include Board Meetings, Stakeholder Workshops, the Agency’s website, Board Director updates and discussions at meetings held by other agencies and organizations, emails and mailings, social media postings, and local media advertisements and articles. The anticipated functions of these meetings and media are summarized on Table 2. The outreach methods listed on Table 2 and described below are intended to present a range of options available to the FPBGSA as it conducts stakeholder engagement. The FPBGSA will chose the appropriate and most effective methods from among these options (likely using some but not necessarily all of the listed options) as well as additional methods that may become available. The outreach approach may change during the course of developing the GSP based on insights gained and feedback from stakeholders. 

&&

Disadvantaged communities, such as the Town of Piru and the immediately surrounding area. Nearly all of the Basin is designated a DAC Place, DAC Block Group, or DAC Trac (Figure 2.1-4).","Appendix B / 9, 4
2-14","1. DAC's identified? (yes/no): YES
2. If yes, which level of engagment: Engagement = Inform & Educate
3. Evidence/strategies listed for level of engagement:

GSP includes a program for Disadavnatged Communities education called Water Talks that serve as education and conversation with the community. "
Martha,,,Tribes,1,"Does the GSP document how tribal stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to Tribes , no reference of stakeholder engagement opportunities
Somewhat= No specific Tribe engagement described, lists Tribes as stakeholders, includes stakeholder engagement details
Yes = reference to Tribes in the Basin, documents targetted engagment opportunities for Tribal stakeholders beyond informing","Tribal, tribe, stakeholder, beneficial user",Not Applicable,"California Native American tribe (no official tribal lands within the Basins) The Barbareño/Ventureño Band of Mission Indians

&&

There are no California Native American tribal lands, federal lands with groundwater use, users of surface water with a hydrologic connection to groundwater, or monitoring and reporting entities (per SGMA Section 10927) within the Basin.",2021-02-14 00:00:00,"1. Tribes identified? (yes/no):
2. If yes, which level of engagment:
3. Evidence/strategies listed for level of engagement:
"
Martha,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Somewhat,"Environmental and Ecosystem
• Federal and State agencies – California Department of Fish and Wildlife (CDFW)
• Wetland managers
• Environmental groups

In addition to the Stakeholder Workshops provided by the GSA for the purpose of GSP engagement, there are a number of meetings held by other agencies and organizations that provide opportunities for stakeholder outreach. FPBGA Board Directors will provide GSP updates and information at the meetings they attend as representatives of their respective constituencies. Such meetings attended by current Board Directors include but may not be limited to: • Ventura County Director o Ventura County Board of Supervisors meetings o Santa Clara River Watershed Committee meetings • UWCD Director o Ventura County Farm Bureau meetings o UCWD Board meetings • City of Fillmore Director o Fillmore City Council meetings • Fillmore Pumper Stakeholder Director o Fillmore Basin Pumpers Association meetings o Santa Paul Basin Pumpers Association meetings • Environmental Stakeholder Director o Friends of the Santa Clara River Board meetings o Santa Clara River Watershed Committee o Santa Clara River Steelhead Coalition o Santa Clara River Environmental Groundwater Committee o Great Ventura County Groundwater Sustainability Agency Environmental Stakeholder Collaborative o California Non-Governmental Groundwater Collaborative o Ventura County Integrated Water Management Program Disadvantaged Community stakeholder outreach and education meetings (“WaterTalks” Meetings) o GSA Environmental Stakeholder Workshops • Piru Pumper Stakeholder Director o Piru Basin Pumpers Association meetings


Public Notification, Education, and Engagement Meetings and Media The FPBGSA seeks to provide multiple opportunities and formats to notify the public about upcoming
meetings, provide GSP status updates, educate all Beneficial Users, and obtain public input about various GSP components. These include Board Meetings, Stakeholder Workshops, the Agency’s website, Board Director updates and discussions at meetings held by other agencies and organizations, emails and mailings, social media postings, and local media advertisements and articles. The anticipated functions of these meetings and media are summarized on Table 2. The outreach methods listed on Table 2 and described below are intended to present a range of options available to the FPBGSA as it conducts stakeholder engagement. The FPBGSA will chose the appropriate and most effective methods from among these options (likely using some but not necessarily all of the listed options) as well as additional methods that may become available. The outreach approach may change during the course of developing the GSP based on insights gained and feedback from stakeholders. ","Appendix B 
Appendix B: Appendix A(stakeholder list)","
1. Environmental Stakeholders identified? YES
2. Which level of engagment: Engagement = Inform 
3. Evidence/strategies listed for level of engagement:

The GSP identifies several environmental stakeholders in Appendix B but also specific stakeholders in Appendix A or Appnedix B, they provide general engagement for all stakeholders but no specific or targetted engagement for envirnmental users. "
Martha,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"FPBGSA Stakeholder Workshops and Implementation Timeline The FPBGSA will provide Stakeholder Workshops throughout the GSP preparation process. These workshops will provide an opportunity for the public to learn about key topics and milestones, ask questions, and provide input. Appendix B provides a preliminary schedule and list of workshop topics based on the current project schedule. The list and schedule are preliminary and subject to change based on the project schedule, stakeholder feedback, and the Board’s discretion. At each of these workshops, Agency leadership, staff and/or consultant (as directed by the Agency) will provide a presentation to be followed by ample time for public discussion, questions and answers, and stakeholder input. A budget update will also be provided at each workshop. The Agency will provide handouts in English and Spanish and Spanish interpretation during the workshops, as warranted.

Public Notification, Education, and Engagement Meetings and Media The FPBGSA seeks to provide multiple opportunities and formats to notify the public about upcoming meetings, provide GSP status updates, educate all Beneficial Users, and obtain public input about various GSP components. These include Board Meetings, Stakeholder Workshops, the Agency’s website, Board Director updates and discussions at meetings held by other agencies and organizations, emails and mailings, social media postings, and local media advertisements and articles. The anticipated functions of these meetings and media are summarized on Table 2. The outreach methods listed on Table 2 and described below are intended to present a range of options available to the FPBGSA as it conducts stakeholder engagement. The FPBGSA will chose the appropriate and most effective methods from among these options (likely using some but not necessarily all of the listed options) as well as additional methods that may become available. The outreach approach may change during the course of developing the GSP based on insights gained and feedback from stakeholders. ","Appendix B / 4, 7","1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for DACs?  ( yes/no) NO
3. What level of outreach engagement? 

GSP provides general stakeholder outreach and engagement plan for all stakeholders. Does not necessarily include outreach to DACs specifically other than those disccussed during development. "
Martha,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Not Applicable,"FPBGSA Stakeholder Workshops and Implementation Timeline The FPBGSA will provide Stakeholder Workshops throughout the GSP preparation process. These workshops will provide an opportunity for the public to learn about key topics and milestones, ask questions, and provide input. Appendix B provides a preliminary schedule and list of workshop topics based on the current project schedule. The list and schedule are preliminary and subject to change based on the project schedule, stakeholder feedback, and the Board’s discretion. At each of these workshops, Agency leadership, staff and/or consultant (as directed by the Agency) will provide a presentation to be followed by ample time for public discussion, questions and answers, and stakeholder input. A budget update will also be provided at each workshop. The Agency will provide handouts in English and Spanish and Spanish interpretation during the workshops, as warranted.

Public Notification, Education, and Engagement Meetings and Media The FPBGSA seeks to provide multiple opportunities and formats to notify the public about upcoming meetings, provide GSP status updates, educate all Beneficial Users, and obtain public input about various GSP components. These include Board Meetings, Stakeholder Workshops, the Agency’s website, Board Director updates and discussions at meetings held by other agencies and organizations, emails and mailings, social media postings, and local media advertisements and articles. The anticipated functions of these meetings and media are summarized on Table 2. The outreach methods listed on Table 2 and described below are intended to present a range of options available to the FPBGSA as it conducts stakeholder engagement. The FPBGSA will chose the appropriate and most effective methods from among these options (likely using some but not necessarily all of the listed options) as well as additional methods that may become available. The outreach approach may change during the course of developing the GSP based on insights gained and feedback from stakeholders. ",,"1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for Tribes?  ( yes/no) NO
3. What level of outreach engagement? 


GSP provides general stakeholder outreach and engagement plan for all stakeholders. Does not necessarily include outreach to Tribes specifically other than those disccussed during development. It is important to note that the GSP does not include Tribes in any aspect of the GSP since they do not consider Tribes that are not federally recognized. "
Martha,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Somewhat,"FPBGSA Stakeholder Workshops and Implementation Timeline The FPBGSA will provide Stakeholder Workshops throughout the GSP preparation process. These workshops will provide an opportunity for the public to learn about key topics and milestones, ask questions, and provide input. Appendix B provides a preliminary schedule and list of workshop topics based on the current project schedule. The list and schedule are preliminary and subject to change based on the project schedule, stakeholder feedback, and the Board’s discretion. At each of these workshops, Agency leadership, staff and/or consultant (as directed by the Agency) will provide a presentation to be followed by ample time for public discussion, questions and answers, and stakeholder input. A budget update will also be provided at each workshop. The Agency will provide handouts in English and Spanish and Spanish interpretation during the workshops, as warranted.

Public Notification, Education, and Engagement Meetings and Media The FPBGSA seeks to provide multiple opportunities and formats to notify the public about upcoming meetings, provide GSP status updates, educate all Beneficial Users, and obtain public input about various GSP components. These include Board Meetings, Stakeholder Workshops, the Agency’s website, Board Director updates and discussions at meetings held by other agencies and organizations, emails and mailings, social media postings, and local media advertisements and articles. The anticipated functions of these meetings and media are summarized on Table 2. The outreach methods listed on Table 2 and described below are intended to present a range of options available to the FPBGSA as it conducts stakeholder engagement. The FPBGSA will chose the appropriate and most effective methods from among these options (likely using some but not necessarily all of the listed options) as well as additional methods that may become available. The outreach approach may change during the course of developing the GSP based on insights gained and feedback from stakeholders. ",,"1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for Environmental stakeholders?  ( yes/no) NO
3. What level of outreach engagement? 

GSP provides general stakeholder outreach and engagement plan for all stakeholders. Does not necessarily include outreach to Environmental users specifically other than those disccussed during development."
Martha,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,,Appendix B,Appendix B serves as the Communications and Engagement Plan for this basin. 
Martha,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Yes,"Additionally, a map showing Disadvantaged Communities (DACs), as provided by DWR, is 4 included on Figure 2.1-4. The DACs are designated for U.S. Census geographies (e.g., places, 5 tracts, and block groups) based on the Proposition 1 (Prop 1) 2016 Integrated Water Resources  Management (IRWM). DACs constitute about 10,416 acres (96%) of the Basin, covering all the  area except for a sliver of land north of Highway 126 in the northwestern area of the Basin. The  town of Piru and nearby surrounding area is designated as a DAC place.

&&

Disadvantaged communities, such as the Town of Piru and the immediately surrounding area. Nearly all of the Basin is designated a DAC Place, DAC Block Group, or DAC Trac (Figure 2.1-4).","2-3
Figure 2.1-4
2-14","1. Location on the map? (yes/no) YES
2. Identified by name? (yes/no) YES
3. DAC places, tracks, or block data used in map? DAC places, Block groups and Tracts all used on map and explained within the text. "
Martha,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Not Applicable,"There are no California Native American tribal lands, federal lands with groundwater use, users of surface water with a hydrologic connection to groundwater, or monitoring and reporting entities (per SGMA Section 10927) within the Basin.",2021-02-14 00:00:00,"1. Tribal lands identified? (yes/no)
2. Tribal lands mapped? (yes/no)

NOT APPLICABLE"
Martha,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",Somewhat,"The DACs are designated for U.S. Census geographies (e.g., places, 5 tracts, and block groups) based on the Proposition 1 (Prop 1) 2016 Integrated Water Resources  Management (IRWM). DACs constitute about 10,416 acres (96%) of the Basin, covering all the  area except for a sliver of land north of Highway 126 in the northwestern area of the Basin. The  town of Piru and nearby surrounding area is designated as a DAC place. ",2021-02-03 00:00:00,"1. Does the GSP document the size of the population for each DAC?

Although the GSP does not document a specfiic population, it does provide an idea of population size that population might be since they state that msot of the Basin is DAC designated. "
Martha,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location?
Map does not include depth by location of domestic wells. "
Martha,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,"The density of active water wells per square mile (i.e., per Township-Range-Section [TRS]) are  shown on Figure 2.1-5 for agricultural wells, Figure 2.1-6 for domestic wells, and Figure 2.1-7 for municipal and industrial (M&I) wells. Domestic wells exist in densities ranging from mostly one to two wells per square mile in various Sections of the Basin, and relatively higher densities (three to five wells per square mile) in a few Sections in the western half of the Basin.",2021-02-03 00:00:00,"1. How are domestic wells mapped (density/point/none)?

Domestic wells are mapped using density map. "
Sara,,,All,,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",Yes,"Historically water quality chemicals (analytes or constituents) of concern (COCs) in the Fillmore and Piru basins have generally included, but are not necessarily limited to, the following analytes: Total Dissolved Solids (TDS) • Sulfate • Chloride • Nitrate • Boron&&&
Total Dissolved Solids (TDS) 
Total dissolved solids (TDS) is the aggregate concentration of dissolved chemicals in water. TDS can be reported by either Total Filterable Residue (TFR) or by Summation (SUM), which is calculated by summing the mass of the major anions and cations in a water sample. TDS by Summation (SUM) commonly yields a slightly higher value than the TDS by TFR. The wet chemistry evaporative method (i.e., TFR) is now the standard laboratory analysis for TDS and is recommended method for water sample analysis in the basin. Historically, VCWPD reported TDS as SUM for the groundwater samples they collected but have moved to reporting results as TFR in recent years. The Secondary MCL for TDS (no Title 22 MCL) is 500 mg/L. The LARWQCB Basin Plan WQOs for TDS for each of the three designated areas in the Fillmore Basin are shown below: • Pole Creek Fan area (WQO Limit = 2,000 mg/L) • South side of Santa Clara River (WQO Limit = 1,500 mg/L) • Remaining Fillmore area (WQO Limit = 1,000 mg/L) Historical TDS concentrations in the Fillmore Basin range 152 to 7,029 mg/L in samples collected in the 1920s to 2018. Figure 31 from the 2014/15 Piru and Fillmore Basins Biennial Groundwater Conditions Report shows 2015 maximum TDS SUM concentrations ranging 694 to 2,250 mg/L and TDS by TFR concentrations ranging 680 to 1,960 mg/L. Elevated TDS SUM concentration is shown in one well (1,870 mg/L) in the Pole Creek Fan area but is below the WQO Limit of 2,000 mg/L. Two wells (2,210 - 2,250 mg/L) on the south side of the Santa Clara River are above the WQO of 1,500 mg/L. Several wells exceed the WQO of 1,000 mg/L for the remaining Fillmore area with a maximum reported concentration of 1,430 mg/L. Note that the remaining Fillmore area WQO is the lowest objective of the three areas in the Basin.&&&
Sulfate
The Secondary MCL for sulfate (no Title 22 MCL) is 250 mg/L. The LARWQCB Basin Plan WQOs  for sulfate for each of the three designated areas in the Fillmore Basin are shown below:  • Pole Creek Fan area (WQO Limit = 800 mg/L)  • South side of Santa Clara River (WQO Limit = 800 mg/L)  • Remaining Fillmore area (WQO Limit = 400 mg/L) Historical sulfate concentrations in the Fillmore Basin range 9 to 4,100 mg/L in samples collected in the 1920s to 2018. Figure 32 from the 2014/15 Piru and Fillmore Basins Biennial Groundwater Conditions Report shows 2015 maximum sulfate concentrations ranging 190 to 1,010 mg/L. Historical sulfate concentrations in the Fillmore Basin range 9 to 4,100 mg/L in samples collected in the 1920s to 2018. Figure 32 from the 2014/15 Piru and Fillmore Basins Biennial Groundwater Conditions Report shows 2015 maximum sulfate concentrations ranging 190 to 1,010 mg/L. Elevated sulfate concentrations above the WQOs are shown in one well (936 mg/L) in the Pole Creek Fan area and two wells (980 - 1,010 mg/L) on the south side of the Santa Clara River. These are the same three wells with elevated TDS concentrations. Several wells exceed the WQO of 400 mg/L for the remaining Fillmore area with a maximum reported concentration in this area of 630 mg/L. Note that the remaining Fillmore area WQO is the lowest objective of the three areas in the Basin.&&&
Chloride
The Secondary MCL for chloride (no Title 22 MCL) is 250 mg/L. A lower value of 117 mg/L is locally recognized in the Basin as a toxicity threshold for avocados (CH2M HILL, 2005). The LARWQCB Basin Plan WQOs for chloride for each of the three designated areas in the Fillmore Basin are shown below:  • Pole Creek Fan area (WQO Limit = 100 mg/L)  • South side of Santa Clara River (WQO Limit = 100 mg/L) • Remaining Fillmore area (WQO Limit = 50 mg/L) Historical chloride concentrations in the Fillmore Basin range ND 1 (not detected) to 432 mg/L in samples collected in the 1920s to 2018. Figure 33 from the 2014/15 Piru and Fillmore Basins Biennial Groundwater Conditions Report shows 2015 maximum chloride concentrations ranging 10 to 180 mg/L. Elevated chloride concentrations above the WQOs are shown in two wells (both 180 mg/L) on the south side of the Santa Clara River. Several wells exceed the WQO of 50 mg/L for the remaining Fillmore area with a maximum reported concentration in this area of 60 mg/L. Note that the remaining Fillmore area WQO the lowest objective of the three areas in the Basin.&&&
Nitrate
The historical Title 22 MCL for nitrate (as nitrate [NO3]) is 45 mg/1 L. For EPA drinking water standards compliance, it is now required to be reported as nitrate as nitrogen (nitrate as N, MCL = 10 mg/L) but nitrate as NO3 is reported here is for consistency for comparison with the LARWQCB Region’s Basin Plan WQOs and UWCD historical reporting in the Fillmore and Piru Basins. Nitrate and nitrate as N can be approximately converted from one form to the other based on the atomic weight of nitrogen. The LARWQCB Region’s Basin Plan WQOs for nitrate for each of the three designated areas in the Fillmore Basin are shown below: • Pole Creek Fan area (WQO Limit = 45 mg/L) • South side of Santa Clara River (WQO Limit = 45 mg/L) • Remaining Fillmore area (WQO Limit = 45 mg/L) Historical nitrate concentrations in the Fillmore Basin range from ND to 428 mg/L in samples collected in the 1930s to 2018. Figure 34 from the 2014/15 Piru and Fillmore Basins Biennial Groundwater Conditions Report shows 2015 maximum nitrate concentrations ranging 1.3 to 82.8 mg/L. Elevated nitrate concentrations above the WQOs are shown in one well (51.6 mg/L) on the south side of the Santa Clara River and three wells (62.9 - 82.8 mg/L) in the remaining Fillmore area.&&&
Boron
The California State Notification Level for boron is 1 mg/L. It is 1 an unregulated chemical without an established Title 22 MCL. The LARWQCB Basin Plan WQOs for boron for each of the three designated areas in the Fillmore basin are shown below: • Pole Creek Fan area (WQO Limit = 1 mg/L) • South side of Santa Clara River (WQO Limit = 1.1 mg/L) • Remaining Fillmore area (WQO Limit = 0.7 mg/L) Historical boron concentrations in the Fillmore Basin range ND to 8.6 mg/L in samples collected in the 1920s to 2018. Figure 35 from the 2014/15 Piru and Fillmore Basins Biennial groundwater Conditions Report shows 2015 maximum chloride concentrations ranging 0.1 to 1.4 mg/L. Elevated boron concentrations above the WQOs are shown in two wells (1.2 - 1.4 mg/L) on the1 south side of the Santa Clara River. Several wells exceed the WQO of 0.7 mg/L for the remaining Fillmore area with a maximum reported concentration in this area of 1.1 mg/L (in two wells).
&&&
Additional Potential COCs
Additional potential COCs in the Fillmore Basin were identified in the FPBGSA Monitoring Program and Data Gap Tech Memo (DBS&A, 2021a and Appendix K) from a review of available groundwater quality data, the most recent Annual Report of Groundwater Conditions (VCWPD, 2016) and Piru/Fillmore Basins Groundwater Conditions report (UWCD, 2016). These additional chemicals include:• Radiochemistry (gross alpha and uranium) • Selenium • Lead • Iron and Manganese

","Page 2-43 / 2.2.2.5.1
Page 2-46/ 2.2.2.5.1
Page 2-47 / 2.2.2.5.1
Page 2-48 / 2.2.2.5.1
Page 2-50 / 2.2.2.5.1
Page 2-51 / 2.2.2.5.1
Page 2-52 / 2.2.2.5.1
Table 2.2-3
Figure 2.2-22 thru 2.2-27
Appendix D
Appendix E","1. Are all concerning constituents identified as COC's, Yes/No -->which ones? Boron, TDS, SO4(Sulfate), Chloride, Nitrate 
 2. Are the COC's mapped? Yes 
3. Is there spatial trend data for all COC's? Yes 
4. Are constitues which are not of concern identified? Somewhat
5. Is there a data gap/ Or not enough data related COC's? Yes , 

They have GW quality time series for Boron, TDS, nitrate, Sulfate and Chloride. They have also consider radiochemistry, selenium, lead, manganese and Iron as possible concerns, but don't have enough sampling."
Martha,,,DACs,2,Does the GSP identify the water source for DACs?,"No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Community*, DAC",No,,,No mention of water sources for DAC
