Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Somewhat,"Environmental Users of Groundwater: The California Department of Fish and Wildlife was added to the list of interested parties and was invited to apply to become a member of the CMA GSA CAG. Environmental Non-Governmental Organizations and the National Marine Fisheries Services are also included on the list of interested parties

1c.1-2 Citizens Advisory Group As part of public outreach and communication, the CMA GSA Committee created the Citizens Advisory Group (CAG) to provide the GSA focused public input from representatives of different categories of groundwater uses and users in the CMA. CAG members are members of the public who volunteered to participate in reviewing sections of the Draft GSP and other materials produced by the CMA GSA. Members of the community were invited to apply to the CAG. An ad-hoc selection committee reviewed applicants and made a recommendation to  Page 1c-3 the CMA GSA Committee. The CMA GSA Committee considered the recommendations and then appointed a slate of members to the CAG. The CAG membership reflects a diversity of interests and different types of groundwater uses and users in the CMA. As requested by the Committee, the CAG provides input to the GSA by reviewing sections of the GSP and other materials and providing comment for CMA GSA consideration. The CMA GSA member agency staff organized and facilitated the CAG meetings. CMA CAG members reviewed the following documents:  Outreach and Engagement Plan;  Data Management Plan;  Subsurface Three-Dimensional Geology Technical Memorandum;  Hydrogeologic Conceptual Model;  Groundwater Conditions;  Numeric Groundwater Model;  Water Budgets;  Sustainability Management Criteria;  Monitoring Network. As with the CMA GSA committee meetings, CMA CAG meetings were convened during the SARS-CoV-2 pandemic via phone and video teleconference. Appendix 1c-A includes a list of meeting dates and topics for the CMA CAG. Appendix 1c-B includes the reference Proclamations, Executive Orders, Health Order, and Health Officer Orders.

&&

5.3 Citizen Advisory Group Representation The purpose of a CAG is to provide additional public input to the Committee, representative of various categories of groundwater uses and users within the CMA, as set forth by the SGMA. In addition to providing their individual perspectives, CAG members serve in respective capacities, representing different categories of groundwater uses and users in the CMA. All CAG members are expected to work collaboratively with each other, with at-large stakeholders and members of the public, with the Committee, with staff of the member agencies of the CMA GSA, with the other GSAs within the SYRVGB, related agencies, and agency staff members. At various points during development of the GSP, the CAG may be asked to provide perspective on elements or sections of the GSP and on the final draft of the GSP. Stakeholders can obtain additional information about the CAG by emailing cma.gsa.syrgb@gmail.com.","Appneidx B / 16
1c-3
Appendix 1c-C (5-9)","
1. Environmental Stakeholders identified? YES
2. Which level of engagment: Engagement= Inform w/ intention to involve
3. Evidence/strategies listed for level of engagement:

Environmental users are identified and listed, GSP provides very brief opportunities of engagement for all stakeholders includes the CAG. "
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",No,Phase 4: Implementation and Reporting  SGMA requires assessments and re-evaluation of the GSP at least every 5- years.  GSA’s must provide public notice and hold public meetings prior to amending the GSP (Section 10730).  Public notice is required before the GSA imposes or increases fees (Section 10730). The GSA must also follow other applicable laws and regulations associated with the assessment of fees including the requirements of Proposition 218.,Appendix 1c-C /3,"1. Documents outreach plans to stakeholders? (yes/no) Not specifically, mentions having to do outreach before amending the GSP
2. List specific outreach methods for DACs?  ( yes/no)
3. What level of outreach engagement? 


GSP does not have specific section on outreach during GSP implementation, instead focuses most language on GSP development. The most that was mentioned was public notices before GSP is amended in the future during the implementation process. More information is needed about outreach during implementation. "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Not Applicable,,,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Tribes?  (yes/no)
3. What level of outreach engagement? 

"
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",No,Phase 4: Implementation and Reporting  SGMA requires assessments and re-evaluation of the GSP at least every 5- years.  GSA’s must provide public notice and hold public meetings prior to amending the GSP (Section 10730).  Public notice is required before the GSA imposes or increases fees (Section 10730). The GSA must also follow other applicable laws and regulations associated with the assessment of fees including the requirements of Proposition 218.,Appendix 1c-C / 3,"1. Documents outreach plans to stakeholders? (yes/no) Not specifically, mentions having to do outreach before amending the GSP
2. List specific outreach methods for Environmental stakeholders?  (yes/no) 
3. What level of outreach engagement? 

GSP does not have specific section on outreach during GSP implementation, instead focuses most language on GSP development. The most that was mentioned was public notices before GSP is amended in the future. More information is needed about outreach during implementation. "
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,Appendix 1c-D: Sustainable Groundwater Management Act Newsletter No.1 through No.4 and Press Releases. 10 pg.,Page xxxvii,Appendix 1c-C serves as the Public Outreach and Engagement Plan
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Somewhat,Disadvantaged Communities: There currently are no areas within the CMA GSA that are mapped as Disadvantaged Communities. Areas within the COB have been mapped as Disadvantaged Communities in the past and are represented on the CMA GSA by the COB. (City of Buelton),Appendix 1c-c,"1. Location on the map? (yes/no) NO
2. Identified by name? (yes/no) Yes, Identified as the City of Buelton
3. DAC places, tracks, or block data used in map?

No map of DACs was provided, instead the GSP references that the city of Buelton has been mapped as a DAC in the past but has not included that map in this GSP. 
It is recommended to include map highlighting the City of Buelton as a DAC. "
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Not Applicable,,,"1. Tribal lands identified? (yes/no)
2. Tribal lands mapped? (yes/no)
"
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",Yes,"As described in the Plan Area (Section 1d) a substantial portion of the CMA is considered disadvantaged, with disadvantaged communities (DAC) mapped over approximately 14% of the land area. Total population of the Plan Area is approximately 5,900 people, with the City of Buellton population approximately 5,100.

&&

Disadvantaged Communities: There currently are no areas within the CMA GSA that are mapped as Disadvantaged Communities. Areas within the COB have been mapped as Disadvantaged Communities in the past and are represented on the CMA GSA by the COB. (City of Buelton)","5c-2
Appendix 1c-c
Table 1d.6-2","1. Does the GSP document the size of the population for each DAC?
The GSP documents population for the City of Buelton (COB as referenced in the text) which is considered a DAC place that has a population of approximately 5,100.
Table 1d.6-2 includes populations for the City of Buelton."
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location?
Map does not include depth by location. "
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,"Figure 1d.3-1 shows the density distribution by square mile (section) for wells for agricultural use, Figure 1d.3-2 shows the same for domestic wells, and Figure 1d.3-3 shows the same for municipal wells.","Figure 1d.3-2
1d-15","1. How are domestic wells mapped (density/point/none)?
Density map is used to map domestic wells"
WQ,,,All,,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",Yes,"2b.3-2-1 Municipal Supply
Municipal supply is the best documented water quality in the CMA, as all public water systems of significant size are required to collect and report water quality to the State Water Resources Control Board (SWRCB) as part of the Safe Drinking Water Information System (SDWIS). Because the major public water systems, like the City of Buellton, treat the groundwater in the CMA, the majority of the water quality issues are constituents likely related to the distribution system and do not indicate general groundwater quality impairing this beneficial use. The exception is elevated levels of arsenic in water samples collected by the Bobcat Springs Mutual Water Company, located in the Buellton Upland, and reported to the SWRCB in 2009.
2b.3-2-2 Agricultural Supply
Agricultural beneficial use is the primary beneficial use in the CMA. Different crops have different sensitivities to water quality constituents, and water quality is one of many considerations in terms of crop selection. Section 2a.4 of the HCM identified major crops in the CMA as including wine grapes, dry beans, and walnuts. These include crops that are sensitive to high total dissolved solids (TDS), chloride and boron. Agricultural water is generally untreated before use. However, poor water quality (high TDS) often can be mitigated by increased water application (increased leaching fraction). Historical water quality in the CMA was reviewed relative to the 2019 Central Coast Basin Plan general water quality objectives for agricultural water use. Constituents with historical measurements exceeding objectives for agriculture through large areas of the CMA were boron, fluoride, and manganese. Boron was detected in samples above the irrigation reference value of 0.75 milligrams per liter (mg/L) in wells throughout the Santa Ynez River Alluvium, and in one sample collected in the Buellton Upland along Santa Rosa Creek. Fluoride was detected in a sample above the recommended 2.0 mg/L livestock reference value and above the 1.0 mg/L irrigation reference value in several samples collected in the CMA, one along Santa Rosa Creek in the Buellton Upland, and in several samples collected downstream of the Buellton Bend in the Santa Ynez River Alluvium. Manganese was detected in collected samples above the 0.2 mg/L irrigation recommendation value in several wells in the Santa Ynez River Alluvium. &&&
2b.3-2-3 Domestic Supply
In the CMA, levels of nitrate in collected samples exceeded recommended values in both the Buellton Upland along Santa Rosa creek, and the Santa Ynez River Alluvium downstream of the City of Buellton to the Buellton Bend. Detected levels of arsenic only occurred in sections in the eastern Buellton Upland, and portions of the Santa Ynez River Alluvium just east of the City of Buellton at concentrations below action levels. Concentrations of hexavalent chromium, perchlorate, 1,2,3-trichloropropane, and uranium in collected samples from the CMA were below action levels. &&&
2b.3-3 Groundwater Contamination Sites and Plumes
A summary of the identified sites within the CMA is provided in Table 2b.3-2. Contamination sites within the City of Buellton are located along Highway 246 and Avenue of the Flags and are likely related to leaking underground storage tanks (LUST) sites (Figure 2b.3-2).70 Contamination at Ballard Canyon Road at the CMA/EMA boundary appears to be related to heavy metals71. Although these sites have multiple contaminants of concern, they are currently considered compliant with applicable regulatory orders and he contaminants are being effectively monitored and managed in place or remediated to reduce future potential to impair groundwater quality.&&&
2b.3-4-1 Salinity (Total Dissolved Solids)
Average concentrations of TDS in groundwater samples collected during water years 2015 through 2018 for 108 measurements at 34 wells in the CMA are shown on Figure 2b.3-3. A summary of the data is provided in Table 2b.3-3. As shown in Table 2b.3-3, the average constituent concentrations in samples collected in the CMA were below the 2019 Central Coast Basin Plan Water Quality Objective (WQO). Concentrations of chloride were lower in the Buellton Upland compared to the Santa Ynez River Alluvium. The highest salinity was measured in samples collected in the western portions of the Santa Ynez River Alluvium (Figure 2b.3-3).&&&
2b.3-4-2 Chloride
For general municipal and domestic beneficial uses the SMCL is a recommended standard of 250 mg/L, an upper limit of 500 mg/L, and a short-term limit of 600 mg/L. For agricultural beneficial use, the 2019 Central Coast Basin Plan indicates chloride levels that exceed 106 mg/L cause increasing problems for crop irrigation. Crops grown in the CMA sensitive to chloride in irrigation water include strawberries (tolerance of 100–180 mg/L) (Hanson et al. 2006). Average concentrations of chloride in samples collected during water years 2015–2018 for 105 measurements at 34 wells are shown on Figure 2b.3-4, and a summary of the data is provided in Table 2b.3-4. The average concentration in samples from almost all wells were below the 2019 Central Coast Basin Plan WQO. &&&
2b.3-4-3 Sulfate
Central Coast Basin Plan does not indicate a specific sulfate guideline for irrigation water. Average sulfate groundwater concentrations during water years 2015 through 2018 for 108 measurements at 34 wells in the CMA are shown on Figure 2b.3-6, and a summary of the data is provided in Table 2b.3-6. Average concentrations in sampled wells were below the 2019 Central Coast Basin Plan WQO. Concentrations of sulfate in collected samples were lowest in the Buellton Upland and higher in the Santa Ynez River Alluvium.&&&
2b.3-4-4 Boron
Concentrations of boron detected in groundwater samples during water years 2015 through 2018 in the CMA are shown on Figure 2b.3-7, and a summary of the data is provided in Table 2b.3-6. Concentrations of boron in groundwater samples collected during other periods are below 500 μg/L objective in the Buellton Upland, and concentrations of boron in half the samples collected in Santa Ynez River Alluvium exceeded the 500 μg/L objective.&&&
2b.3-4-5 Sodium
Average concentrations of sodium collected in 105 samples from 33 locations in the CMA during water years 2015 through 2018 are shown on Figure 2b.3-7, and a summary of the data is provided in Table 2b.3-7. The average concentrations in most wells were below the 2019 Central Coast Basin Plan WQO. Sodium concentrations were generally lower in the Buellton Upland. The highest concentrations were in samples from wells located in the Santa Ynez River Alluvium.&&&
2b.3-4-6 Nitrate
The maximum contaminant limit (MCL) and public health goal is 10 mg/L for combined nitrate plus nitrite as nitrogen (Banks et al. 2018). The 2019 Central Coast Basin Plan indicates increasing problems for irrigation of sensitive crops if nitrate as nitrogen is between 5 and 30 mg/L, and problems for livestock watering if nitrate plus nitrite as nitrogen exceeds 100 mg/L. Nitrate concentrations are reported either as nitrate (the full mass of the nitrate anion), or as nitrogen (the mass of the nitrogen). For this study all values have been converted to nitrate as nitrogen. The best available data and coverage for nitrogen within the CMA for recent years is from ILRP, which measures and reports combined nitrate-nitrite values. In the CMA, measurements of nitrate concentrations are significantly greater than nitrite, so combined nitrate-nitrite are approximately equal to nitrate alone.
","Page 2b-17 / 2b.3-2-1
Page 2b-18 / 2b.3-2-1
Page 2b-18 / 2b.3-2-3
Page 2b-19 / 2b.3-3
Page 2b-21 / 2b.3-4-1
Page 2b-22 / 2b.3-4-2
Page 2b-23 / 2b.3-4-2
Page 2b-24 / 2b.3-4-3
Page 2b-24 / 2b.3-4-5
Table 2b.3-1 thru 2b.3-8
Figure 2b.3-1 thru 2b.3-8","1. Are all concerning constituents identified as COC's, Yes/No -->which ones? Yes, TDS, nitrate (based on graphs mapped CL, So4, B, are lower tha WQO, they need to compare it to MCL)
2. Are the COC's mapped? Yes
3. Is there spatial trend data for all COC's? Yes
4. Are constitues which are not of concern identified? Yes
5. Is there a data gap/ Or not enough data related COC's? No mention 


"
WQ,,,DACs,2,Does the GSP identify the water source for DACs?,"No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Community*, DAC",Somewhat,The Santa Ynez River is the primary surface water source within the Basin,ES-1,Does not explicitly make the connection to DACs but does identify the San Ynez River as the main water source for the basin. 
ISW/GDE,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",No,"2b.6-2 Interconnected Surface Water for the Santa Ynez River: The Santa Ynez River Alluvium lays unconformably on or beside either the non-water bearing sediments of the consolidated Monterey Shale and Sisquoc Formations or the low permeability Careaga Formation. The Santa Ynez River is separated from the Buellton Aquifer by bedrock west of the Buellton Bend. The extent that the Buellton Aquifer underlies the Santa Ynez River and alluvial subflow deposits east of the Buellton Bend is a data gap (Section 2a.5-1). Because the underflow of the Santa Ynez River is considered part of the surface water flowing in a known and definite channel, there is no interconnected surface water in the CMA. The Santa Ynez River surface water and underflows are managed by the SWRCB for the reach of the Santa Ynez River in the CMA and will not be managed under SGMA by the CMA GSA. Diversions from the Santa Ynez River Alluvium are subject to SWRCB regulation which considers it the same as surface water diversions. As described in the HCM (Section 2a), the Santa Ynez River Alluvium is recharged from the surface water of the river. 
2b.6-3 Interconnected Surface Water for Tributaries to the Santa Ynez River: All tributaries within the CMA (Figure 2b.6-1) are ephemeral. As shown on Figure 2b.6-2, Zaca Creek, the largest CMA tributary, has no measurable flow during half of the period of record. Most flow occurs in wet and above normal years between February to March, with no flow between June to November. This indicates these tributaries are “completely depleted” during part of the year and do not meet the SGMA definition for interconnected surface water. As shown in the HCM (HCM Figure 2a.5-2) there are no identified springs associated with these tributaries.
","Page 2b-35 / 2b.6-2


Table 2b.6-1","1. Is there a clear map of ISWs? no
2. Was temporal variability and used and described? yes - temporal variability of stream flow (table 2b.6-1) and the text somewhat describes the temporal variability of ISWs
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? no - no groundwater data seems to be used to assess ISWs"
