Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Stakeholder,PLAN AREA,,DACs,1,"Does the GSP document how DAC stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to DACs, no reference to stakeholder engagement during development 
somewhat=  no specific reference to DAC engagement but lists DAC as a stakeholder, provides stakeholder engagement details 
Yes= references DACs and how they were engaged specifically during development beyond informing DACs
","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"To assist in identifying categories of beneficial users in the Wyandotte Creek Subbasin, the C&E  Plan listed broad categories of interested parties to be considered during development and  implementation of the GSP. These include, but are not limited to:  • General public • Agricultural users of water  • Domestic well owners  • Municipal well operators  • Public water systems  • Land use planning agencies  • Environmental users of groundwater   • Surface water users  • The federal government  • California Native American tribes  • Disadvantaged communities and historically underrepresented groundwater users (including those served by private domestic wells or small community water systems).

&&

Human right to water:   Disadvantaged Communities ; Small community system;  Environmental Justice Groups: Leadership Council for; Justice and Accountability, Self-Help Enterprises, Community Water Center
Inform and involve to provide a safe and secure groundwater supplies to all communities reliant on groundwater 

&&

1.8.4.2 Public Engagement Opportunities
There were a number of different meetings at which the public had the opportunity to engage during the GSP development process: • GSA Board meetings: The Wyandotte Creek GSA Board held regular public meetings,  including joint meetings, to facilitate public input.• WAC meetings. • Public Workshops. • Subbasin-wide Technical Advisory Committee meetings • Farm Bureau Water Forum • City of Oroville. • Regional Water Management Group
","1-21
1-22
1-23","1. DAC's identified? (yes/no): YES
2. If yes, which level of engagment: Engagement= Inform
3. Evidence/strategies listed for level of engagement: 
A map of DACs is provided but no specific DAC names are mentioned, DACs are considered under human right to water. The GSP also provides a list of engagement oppourtinities all stakeholders can engage in. "
Stakeholder,,,Tribes,1,"Does the GSP document how tribal stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to Tribes , no reference of stakeholder engagement opportunities
Somewhat= No specific Tribe engagement described, lists Tribes as stakeholders, includes stakeholder engagement details
Yes = reference to Tribes in the Basin, documents targetted engagment opportunities for Tribal stakeholders beyond informing","Tribal, tribe, stakeholder, beneficial user",Yes,"To assist in identifying categories of beneficial users in the Wyandotte Creek Subbasin, the C&E Plan listed broad categories of interested parties to be considered during development and implementation of the GSP. These include, but are not limited to: • General public • Agricultural users of water • Domestic well owners • Municipal well operators • Public water systems • Land use planning agencies • Environmental users of groundwater • Surface water users • The federal government • California Native American tribes • Disadvantaged communities and historically underrepresented groundwater users (including those served by private domestic wells or small community water systems).

&&

Tribes: Federally Recognized Tribes and non-federally recognized Tribes with Lands or potential interests in Wyandotte Creek Subbasin: Concow-Maidu Tribe of the Mooretown Rancheria, Tyme Maidu Tribe of the Berry Creek Rancheria
Inform, involve and consult with tribal government

&&

1.8.4.2 Public Engagement Opportunities
There were a number of different meetings at which the public had the opportunity to engage during the GSP development process: • GSA Board meetings: The Wyandotte Creek GSA Board held regular public meetings,  including joint meetings, to facilitate public input.• WAC meetings. • Public Workshops. • Subbasin-wide Technical Advisory Committee meetings • Farm Bureau Water Forum • City of Oroville. • Regional Water Management Group

&&

Tribes in Butte County
There are four federally-recognized Native American tribes in Butte County, including:
 Mechoopda Indian Tribe of Chico Rancheria – located in Vina Subbasin  Concow-Maidu Tribe of the Mooretown Rancheria – partially located in the Wyandotte Creek subbasin  Tyme Maidu Tribe of the Berry Creek Rancheria – partially located in the Wyandotte Creek Subbasin  Enterprise Rancheria of Maidu Indians of California – located in basin not subject to SGMA

The KonKow Valley Band of Maidu Indians is also recognized by the County and the State and has applied for federal recognition. Meaningful Tribal outreach, dialogue, and consultation is a shared obligation of all the GSAs in the applicable subbasin where Tribal lands exist. However, since Tribal lands are predominately in unincorporated portions of Butte County, Butte County has led SGMA-related outreach and consultation efforts with the Mechoopda Indian Tribe and the Mooretown Rancheria. Outreach Conducted During development of the GSAs and GSPs, Butte County staff reached out to tribes in the County to discuss interest in participating as members of the Joint Powers Agreement (Wyandotte/Vina) or Advisory Committees within any of the three subbasins, even those outside of tribal boundaries. The Wyandotte Creek GSA reserved a tribal seat within the advisory committee charter. There are no tribes currently participating in the committee. Wyandotte Creek Subbasin Tribal Outreach Butte County staff coordinated with the Concow-Maidu Tribe of the Mooretown Rancheria, the Tyme Maidu Tribe of the Berry Creek Rancheria and the Enterprise Rancheria of Maidu Indians of California first through communications with the tribal chair and administrative officer in 2018. A tribal member was designated by the Tyme Maidu Tribe of the Berry Creek Rancheria in 2019 to represent the tribe during GSP development and elected to participate as a member of the Stakeholder Advisory Committee prior to the inaugural meeting of the WAC; however, there are no tribes currently participating in the committee.","1-21
1-22
1-23
Appendix A of Appendix 1-C(Page 10)","1. Tribes identified? (yes/no): YES
2. If yes, which level of engagment: Engagement= Inform & Collaborate
3. Evidence/strategies listed for level of engagement:

An appendix (Appendix A of Appendix 1-C) is included to document tribal engagement within the basin. Several tribes are identified and engagement opportunities are documented such as outreach and consultation with several tribes listed. 

Tribes were offered seats on the JPA and Advisory Committees. At the moment, so tribes are participating."
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Yes,"To assist in identifying categories of beneficial users in the Wyandotte Creek Subbasin, the C&E Plan listed broad categories of interested parties to be considered during development and implementation of the GSP. These include, but are not limited to: • General public • Agricultural users of water • Domestic well owners • Municipal well operators • Public water systems • Land use planning agencies • Environmental users of groundwater • Surface water users • The federal government • California Native American tribes • Disadvantaged communities and historically underrepresented groundwater users (including those served by private domestic wells or small community water systems).

&&

1.8.4.2 Public Engagement Opportunities
There were a number of different meetings at which the public had the opportunity to engage during the GSP development process: • GSA Board meetings: The Wyandotte Creek GSA Board held regular public meetings,  including joint meetings, to facilitate public input.• WAC meetings. • Public Workshops. • Subbasin-wide Technical Advisory Committee meetings • Farm Bureau Water Forum • City of Oroville. • Regional Water Management Group

&&

Environmental and Ecosystem. Regional agencies: Butte County Resource Conservation District Federal and State agencies: CDFW  Environmental groups: Butte Environmental Council, The Nature Conservancy
Inform and involve to sustain a vital ecosystem


&&
The Wyandotte Creek GSA Board is the final decision-maker for the Wyandotte Creek Subbasin. To assist in GSP development, the Wyandotte Creek GSA convened a WAC in 2020. The composition of the WAC is intended to represent the beneficial uses and users of groundwater in the Wyandotte Creek GSA. The WAC was originally organized to comprise seven at-large members appointed by the GSA Board and one member representing Cal Water Chico, one member representing SFWP, and tribal representatives. The at-large positions include three agricultural groundwater users, two domestic well users, and one environmental and one  business association representative. During the GSP preparation there were three agricultural members, one member from Cal Water and one member from SFWP on the WAC. The WAC is charged with actively engaging with the public for input and feedback. The WAC has been  meeting approximately monthly since its formation in December of 2020","1-21
1-23","
1. Environmental Stakeholders identified? YES
2. Which level of engagment: Engagement= Inform & Collaborate
3. Evidence/strategies listed for level of engagement:

Several environmental stakeholders are identified, and the GSP documents methods in which all stakeholders can engage. It is also documented that one environmental user representative is part of one of the GSP advisory meetings. "
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"1.8.5 Informing the Public about Groundwater Sustainability Plan Development Progress  1.8.5.1 Interested Parties List  An email distribution list of Subbasin-wide stakeholders and beneficial users was developed for  outreach throughout the GSP planning process. The list was maintained and updated by the Wyandotte Creek GSA Management Committee. Any interested member of the public could  request to be signed up via this link: Contact Us - Wyandotte Creek Groundwater Sustainability  Agency (wyandottecreekgsa.com)1.8.5.2 Distribution of Flyers  Typically, before a public meeting in the Subbasin, an email flyer was created with key  information provided. The flyer was emailed out to the Interested Party list as well as posted on  Member Agency websites and various places throughout the subbasin.  1.8.5.3 Press Outreach 1228 Press releases were issued at key junctures and decision-making points for the Subbasin.  1.8.5.4 A Centralized Wyandotte Creek GSA Website  Throughout the planning process (and beyond) the Wyandotte Creek GSA has maintained a  website with information about Subbasin-wide planning efforts related to SGMA.  The Subbasin website contains:  • Homepage with links to key pages within the site including a link to draft copies of the GSP  • About Us with an overview of the Wyandotte Creek GSA and SGMA PUBLIC DRAFT FINAL Wyandotte Creek Groundwater Subbasin GSP 25 September 9, 2021  • Governance that describes the structure of the GSA, Board Members, WAC Members, Meeting Dates and Agendas, and Transparency Documents  • SGMA Overview  • Calendar of Board and WAC Meetings and Workshops  • Contact Us page for email correspondence and to register for the email list",2021-01-24 00:00:00,"1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for DACs?  ( yes/no) NO
3. What level of outreach engagement? Engagement=Inform

The GSP provides an overview of outreach  that will be conducted to update stakeholders on GSP progress. Does not include specific outreach to any specific community during GSP implementation. "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Somewhat,"1.8.5 Informing the Public about Groundwater Sustainability Plan Development Progress  1.8.5.1 Interested Parties List  An email distribution list of Subbasin-wide stakeholders and beneficial users was developed for  outreach throughout the GSP planning process. The list was maintained and updated by the Wyandotte Creek GSA Management Committee. Any interested member of the public could  request to be signed up via this link: Contact Us - Wyandotte Creek Groundwater Sustainability  Agency (wyandottecreekgsa.com)1.8.5.2 Distribution of Flyers  Typically, before a public meeting in the Subbasin, an email flyer was created with key  information provided. The flyer was emailed out to the Interested Party list as well as posted on  Member Agency websites and various places throughout the subbasin.  1.8.5.3 Press Outreach 1228 Press releases were issued at key junctures and decision-making points for the Subbasin.  1.8.5.4 A Centralized Wyandotte Creek GSA Website  Throughout the planning process (and beyond) the Wyandotte Creek GSA has maintained a  website with information about Subbasin-wide planning efforts related to SGMA.  The Subbasin website contains:  • Homepage with links to key pages within the site including a link to draft copies of the GSP  • About Us with an overview of the Wyandotte Creek GSA and SGMA PUBLIC DRAFT FINAL Wyandotte Creek Groundwater Subbasin GSP 25 September 9, 2021  • Governance that describes the structure of the GSA, Board Members, WAC Members, Meeting Dates and Agendas, and Transparency Documents  • SGMA Overview  • Calendar of Board and WAC Meetings and Workshops  • Contact Us page for email correspondence and to register for the email list",2021-01-24 00:00:00,"1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for Tribes?  (yes/no)  NO
3. What level of outreach engagement? Engagement=Inform

The GSP provides an overview of outreach  that will be conducted to update stakeholders on GSP progress. Does not include specific outreach to any specific community during GSP implementation. "
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Somewhat,"1.8.5 Informing the Public about Groundwater Sustainability Plan Development Progress  1.8.5.1 Interested Parties List  An email distribution list of Subbasin-wide stakeholders and beneficial users was developed for  outreach throughout the GSP planning process. The list was maintained and updated by the Wyandotte Creek GSA Management Committee. Any interested member of the public could  request to be signed up via this link: Contact Us - Wyandotte Creek Groundwater Sustainability  Agency (wyandottecreekgsa.com)1.8.5.2 Distribution of Flyers  Typically, before a public meeting in the Subbasin, an email flyer was created with key  information provided. The flyer was emailed out to the Interested Party list as well as posted on  Member Agency websites and various places throughout the subbasin.  1.8.5.3 Press Outreach 1228 Press releases were issued at key junctures and decision-making points for the Subbasin.  1.8.5.4 A Centralized Wyandotte Creek GSA Website  Throughout the planning process (and beyond) the Wyandotte Creek GSA has maintained a  website with information about Subbasin-wide planning efforts related to SGMA.  The Subbasin website contains:  • Homepage with links to key pages within the site including a link to draft copies of the GSP  • About Us with an overview of the Wyandotte Creek GSA and SGMA PUBLIC DRAFT FINAL Wyandotte Creek Groundwater Subbasin GSP 25 September 9, 2021  • Governance that describes the structure of the GSA, Board Members, WAC Members, Meeting Dates and Agendas, and Transparency Documents  • SGMA Overview  • Calendar of Board and WAC Meetings and Workshops  • Contact Us page for email correspondence and to register for the email list",2021-01-24 00:00:00,"1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for Environmental stakeholders?  (yes/no) NO
3. What level of outreach engagement? Engagement = Inform

The GSP provides an overview of outreach  that will be conducted to update stakeholders on GSP progress. Does not include specific outreach to any specific community during GSP implementation. "
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,"To facilitate stakeholder involvement in the GSA process, a Communication and Engagement Plan (C&E Plan) (Appendix 1-C) was created for the Wyandotte Creek GSA. The desired  outcomes and goals of the C&E Plan were to achieve understanding and support for GSP adoption and implementation in consideration of the people, economy, and environment within the subbasin and in coordination with adjacent subbasins.","Appendix 1-C
1-20",Appendix 1-C serves as the Communications and Engagement Plan. 
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Yes,"Figure 1-5 shows the spatial extent of Disadvantaged Communities (DACs) and Severely Disadvantaged Communities (SDACs) in the Wyandotte Creek Subbasin. DWR defines DACs as census geographies (census tracts, census block groups, and census-designated places) with an annual median household income (MHI) that is less than 80% of the statewide annual MHI. SDACs are defined as census geographies with an MHI less than 60% of the statewide annual MHI. DWR uses the most recently available 5-year American Community Survey (ACS) dataset to identify these areas. For this GSP, the 2012-2016 ACS dataset was used, establishing statewide MHI as $63,783 (CA DWR, Mapping Tools).","1-7
Figure 1-5 (Page 44 of 227)","1. Location on the map? (yes/no) YES
2. Identified by name? (yes/no) 
3. DAC places, tracks, or block data used in map?

DAC places, tracts and block data used in map (Figure 1-5). "
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Somewhat,"Tribes in Butte County There are four federally-recognized Native American tribes in Butte County, including:  Mechoopda Indian Tribe of Chico Rancheria – located in Vina Subbasin  Concow-Maidu Tribe of the Mooretown Rancheria – partially located in the Wyandotte Creek subbasin  Tyme Maidu Tribe of the Berry Creek Rancheria – partially located in the Wyandotte Creek Subbasin  Enterprise Rancheria of Maidu Indians of California – located in basin not subject to SGMA",Appendix 1-C,"1. Tribal lands identified? (yes/no) YES, GSP identifies locations where tribes are located. 
2. Tribal lands mapped? (yes/no) NO
"
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",No,,,"1. Does the GSP document the size of the population for each DAC?
GSP does not document the size of the population for each DAC. "
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location?

Map does not include depth by location. "
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,"Figure 1-9 to Figure 1-12 shows the density of domestic, public, industrial, and irrigation wells  per square mile in the Wyandotte Creek Subbasin, as classified by the DWR Online System for  Well Completion Reports (OSWCR), which is discussed in Section 1.3.4. Though there are 616 overlaps and discrepancies in the designation of wells, domestic wells are largely private residential wells, public wells are municipal operated wells, and production wells are for  irrigation, municipal, public, and industrial purposes (DWR, 2019).","1-7
Figure 1-9","1. How are domestic wells mapped (density/point/none)?

Density
"
WQ,,,All,,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",No,"2.1.7.4 Water Quality
The primary water chemistry in the area indicates calcium magnesium bicarbonate or magnesium  calcium bicarbonate groundwater. Some magnesium bicarbonate can be found in the northwest portion of the subbasin (DWR, 2006). The generally good water quality characteristics of the subbasin are apparent in the overall salinity of groundwater. In general, total dissolved solids  (TDS) concentrations in the study area are below 500 milligrams per liter (mg/L) throughout the subbasin (Bookman-Edmonston Engineering, Inc. 1992). Data collected from DWR water quality wells indicate a TDS range of 149 to 655 mg/L and a median of 277 mg/L (DWR, 2006). Butte County’s water quality trend monitoring program measures electrical conductivity in two wells in the subbasin. Data collected annually from 2002 through 2019 indicate a range of 132 to 374 microsiemens per centimeter (μS/cm), well below the secondary water quality threshold for drinking water of 900 μS/cm.
In the northern part of the subbasin, groundwater occurrence is saline to brackish except locally on the margins of the valley where the formational water has been flushed with newer fresh water. Non-saline water was also observed in deeper portions of the Ione Formation in the vicinity of Oroville (Dames and Moore, 1994). Sediments that were continentally derived contain fresh to brackish water and are poorly to moderately permeable (Olmsted and Davis, 1961). In the southern part of the subbasin, numerous wells appear to be completed within the Ione Formation (boring logs identify “blue clays” believed to be indicative of the Ione Formation) that produce fresh water.
&&&
2.2.4 Groundwater Quality
2.2.4.1 General Water Quality of Principal Aquifers
The goal of groundwater quality management under SGMA is to supplement information available from other sources with data targeted to assist GSAs in the Wyandotte Creek Subbasin comply with the requirements of SGMA. Development of groundwater quality-related Sustainable Management Criteria for the Wyandotte Creek Subbasin is not intended to duplicate or supplant the goals and objectives of ongoing programs including Butte County, the SVWQC (SVWQC, 2016), the California Rice Commission (CRC) (CRC, 2019), and the State Drinking Water Information System (SDWIS). Because irrigated agriculture is the predominant land use in the subbasin, monitoring of the groundwater quality data developed through the GQTMWP being implemented by the SVWQC and by the CRC for compliance with the CVRWQCB’s ILRP will be an important source of information to GSAs in the Wyandotte Creek Subbasin. The SVWQC has identified one low priority High Vulnerability Area (HVA) in the South Management Area of Wyandotte Creek Subbasin (SVWQC, 2016). However, this area has been classified as an HVA because of conditions that make it susceptible to contamination and not due to contaminant levels observed in the area. Additional information on the ILRP is presented in the section describing the monitoring network. Among the contaminants that may affect groundwater conditions in the future are Chemicals of Emerging Concern (CECs). These are contaminants having toxicities not previously recognized, which may have the potential to cause adverse effects to public health or the environment and are found to be building up in the environment or to be accumulating in humans or wildlife. CECs such as perfluorooctanesulfonic acid (PFOS) and per- and polyfluoroalkyl substances (PFAS) will not be monitored under the groundwater quality monitoring program established for SGMA. However, GSAs will have access to data on CECs collected by other entities be attentive to the presence of CECs and may have on groundwater management in specific locations.
2.2.4.2 Description and Map of Known Sites and Plumes
The SGMA regulations require that Groundwater Sustainability Plans describe locations, identified by regulatory agencies, where groundwater quality has been degraded due to industrial and commercial activity. Locations of impacted groundwater were identified by reviewing information available on the SWRCB Geotracker/GAMA website, the California Department of Toxic Substances Control (DTSC) EnviroStor website, and the Environmental Protection Agency’s (EPA) National Priorities List (NPL). Cases that have been closed by the supervisory agency are not considered. Figure 2-16, Active Contamination Remediation Sites, presents the locations of known impacted groundwater or potentially impacted groundwater in the Wyandotte Creek Subbasin
","Page 34/ 2.1.7.4
Page 40 / 2.4.4.1
Page 40 / 2.4.4.2
Figure 2-16","They mention COC's are being managed through other management and regulatory programs.
1. Are all concerning constituents identified as COC's, Yes/No -->which ones? No, they just mention TDS and EC 's range, They mention this area is agricultural land so evaluation on Nitrate and other COC's that can be of concern is needed
2. Are the COC's mapped? No
3. Is there spatial trend data for all COC's? No
4. Are constitues which are not of concern identified?
5. Is there a data gap/ Or not enough data related COC's? The whole Groundwater quality section


"
WQ,,,DACs,2,Does the GSP identify the water source for DACs?,"No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Community*, DAC",No,,,No mention of water sources for DACS.  
ISW/GDE,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"Direct measurement of interactions between groundwater systems and surface water features is difficult because of the need for a monitoring system that tracks both stream stage and groundwater elevations at nearby locations (see Monitoring Network section for the Wyandotte Creek Subbasin). Therefore, the interactions between groundwater systems and surface water features within the Butte Subbasin are estimated through use of the BBGM which integrates information from groundwater monitoring wells and stream stages to model gradients that control flow between surface water and groundwater. The BBGM was utilized to evaluate stream segments within the subbasin and to classify them as being primarily gaining or losing over the historical period from water year 2000 to 2018. A total of seven stream segments traversing or bounding the subbasin with a total length of approximately 42 miles were defined. The segments range in length from 3.4 to 7.3 miles with an average length of 5.3 miles and are shown in Figure 2-19. The results of this analysis are shown in Figure 2-20. The figure shows the percent of months for the period from water year 2000 to 2018 with gaining conditions and classifies streams as primarily gaining (gaining conditions more than 80% of the time), primarily losing (losing conditions more than 80% of the time), or mixed. As indicated in Figure 2-20, stream segments representing the Feather Riverappear to be gaining more than 80% of the time. North Honcut Creek and South Honcut Creek both appear to experience gaining conditions less than 50% of the time. To further evaluate the interconnectedness of streams with the groundwater system in the basin, streambed elevations at individual stream nodes from the BBGM were compared to groundwater elevations from spring groundwater level measurements provided by DWR as part of the SGMA Data Viewer. Spring groundwater levels were available for 2014 to 2018. As indicated in Figure 2-21, the vast majority of stream nodes within the subbasin had spring groundwater levels within 10 feet of the estimated streambed elevation. Based on consideration of the frequency with which stream segments are gaining based on BBGM results and on consideration of the spring depth to groundwater below the estimated streambed depth along each primary stream, it is likely that all streams traversing or bounding the subbasin are connected to the groundwater system.

&& The monitoring sites for the Wyandotte Creek Subbasin include the stream gages found in Table 4-4 and Figure 4-4 and the groundwater quality monitoring sites shown above in Table 4-3 and Figure 4-2. The groundwater level monitoring sites selected for observing groundwater and surface water interactions include the entire array of existing wells in the groundwater level monitoring network as described in Section 4.2, above, that form the pool of potential representative monitoring sites used to assess surface water and groundwater interactions","Page 45-46 / 2.2.6.1

Page 108 / 4.6.1

Figure 2-20","1. Is there a clear map of ISWs? yes - figure 2-20 presents the model simulated percentage of connection from 2000-2018
2. Was temporal variability and used and described? yes - the model is said to incorporate data from 2000-2018. The plan also assess spring groundwater levels from 2014-2018. table 2-3 also presents the average monthly gains to streamflow from groundwater and gives a description of the temporal varibility in the stream segments
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? somewhat - unsure what data was used in the BBGM model. Assuming that the monitoring network for ISW, described in the Monitoring network chapter, were incorporated, but no way to confirm this. Uncertainty of screening depths of wells used in model and spring groundwater analysis. The description of the model does not mention groundwater wells."
