Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Stakeholder,,,Tribes,1,"Does the GSP document how tribal stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to Tribes , no reference of stakeholder engagement opportunities
Somewhat= No specific Tribe engagement described, lists Tribes as stakeholders, includes stakeholder engagement details
Yes = reference to Tribes in the Basin, documents targetted engagment opportunities for Tribal stakeholders beyond informing","Tribal, tribe, stakeholder, beneficial user",Not Applicable,"3.1.2 Tribal Stakeholder Search
Turlock Subbasin representatives submitted a request for a Sacred Lands File & Native American Contacts List to the Native American Heritage Commission (NAHC) in August 2021. The purpose of the request was to bolster early SGMA efforts in the Subbasin to discover if tribes are identified within or near the GSP Plan Area so specific tribal engagement could occur. A response was received on August 31, 2021, stating that a record search of the NAHC Sacred Lands File (SLF) was conducted and the results were “negative” for the Plan Area of the GSP. In its response, the NAHC provided “a list of Native American tribes who may also have knowledge of cultural resources in the project area.” The response also cited “the absence of specific site information in the SLF does not indicate the absence of cultural resources in any project area.” The NAHC’s response letter and contact list are included in Appendix 3-3. Turlock Subbasin representatives attempted to contact all 28 tribal contacts received from the NAHC, all of whom were outside of the Turlock Subbasin. This resulted in 19 email communications and 71 phone calls with 22 tribes. A full Tribal Contact Report is provided in Appendix 3-4. The Tribal Contact Call Log is provided in Appendix 3-5, and a template letter encouraging GSP review is available in Appendix 3-6.

","Chapter 3, Page 8 ","1. Tribes identified? (yes/no):
2. If yes, which level of engagment:
3. Evidence/strategies listed for level of engagement:"
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Somewhat,"To ensure that the GSP considers the interests of beneficial uses and users in the Turlock Subbasin, the Communications Plan identified categories of stakeholders in the Subbasin, as follows:  Environmental interests

3.2 OPPORTUNITIES FOR ENGAGEMENT AND INPUT The GSAs aim to provide open and transparent communication to Turlock Subbasin beneficial users by holding several types of public meeting opportunities during GSP development and implementation, as well as providing other engagement opportunities and ways to submit public comments. Table 3-2 includes a summary of various public outreach and engagement opportunities throughout GSP development.

3.2.1 Public Meetings A myriad of public meetings were held throughout GSP development, including meetings of governing and advisory bodies that were open to the public as well as technical and community workshops aimed specifically at sharing information with and gathering input from stakeholders.  took the form of physical, in-person meetings or as virtual meetings in compliance with Governor Newsom’s Executive Orders during the COVID-19 pandemic as well as AB 361 signed into law in September 2021. All of these meetings, and their associated documents, are archived on the Turlock Groundwater Calendar page on the Subbasin’s website. Further, Figure 3-2 provides a visual description of such meetings. 
 Groundwater Sustainability Agency Meetings. 
The WTSGSA and ETSGSA Board of Directors each held regular public meetings, beginning in February 2017. These meetings included presentations regarding the development of the GSP as well as decisions on coordinated SGMA requirements. Meetings were held at least quarterly and as frequent as monthly. GSA meetings prominently feature public comment periods for non-agenda items, and GSA leadership presiding over meetings are intentional to seek public comment following discussion regarding specific agenda items. Presentations and other supporting documents for GSA meetings are archived online, and WTSGSA meetings were recorded and posted on the Turlock Groundwater YouTube channel. 
 Technical Advisory Committee Meetings. 
One of the primary ways the GSAs considered the beneficial uses and users of groundwater was through regular meetings of Technical Advisory Committees (TACs) to aid in developing and implementing this GSP. The GSAs each utilize a TAC that advises its respective GSA Board. The TACs can meet individually, but often meet in a combined venue to jointly host meetings and enhance coordination efforts. The first TAC meetings were held in May 2017. Meetings have generally occurred on a monthly basis throughout the GSP development process (see List of Meetings spreadsheet in Appendix 3-7). The TACs, individually or collectively, met a total of 97 times during the GSP development process from April 2017 through November 15, 2021. TAC meetings prominently feature public comment periods for non-agenda items, and TAC leadership presiding over meetings are intentional to seek public comment following discussion regarding specific agenda items. Additionally, combined meetings of the Turlock Subbasin GSAs conducted via virtual meeting platforms often featured pre-meeting presentation slides prior to the formal start of the meetings. These slides were designed to take advantage of the 15 minutes prior to the each meeting’s start time when many stakeholders joined the meeting early. These informational slides were on a repetitive loop until the meetings began. Specific content was updated regularly, but slides often advertised the release of draft GSP chapters for comment, ways to provide comment, ways to contact and connect with Subbasin representatives, the value of visiting the website, signing up for our Interested Parties List, a map of the Subbasin and its two GSAs, and upcoming Subbasin groundwater meetings. Further, technical meeting presentations and other supporting documents for TACs meetings are archived online. TACs meetings were recorded and posted on the Turlock Groundwater YouTube channel.
 GSP Technical Workshops. 
In addition to monthly joint TAC meetings, five Subbasin-wide Technical Workshops were hosted from 2018 to 2020, each focusing on specific components of the GSP, such as Plan Area and Basin Setting, Sustainability Criteria, Undesirable Results, and other relevant topics. These workshops were designed to initially introduce the technical nature of GSP components to stakeholders and local agencies, as well as acquire feedback from stakeholders. They included presentations by the GSP consultant team that focused on the technical aspects of GSP preparation. Workshops were open to the public and were attended by TAC members, GSA members, and Subbasin stakeholders. Materials from these Technical Workshops are available online on the Turlock Groundwater website’s Workshops page. It is important to note that following the February 27, 2020 Technical Workshop, the venue for these types of technical workshops informally transitioned to be held during TAC meetings, rather than during a standalone workshop. Meetings of the TACs provided regular opportunity to discuss technical information and GSP development with TAC members and other groundwater stakeholders, so the need for formal Technical Workshops subsided. 
 GSP Community Workshops. 
Five Subbasin-wide Community Workshops were held from 2018 to 2020, focusing on educating the Turlock Subbasin community about SGMA and the GSP. The Community Workshops were also used to solicit feedback related to water quality and availability, environmental and economic impacts, and GSP implementation and adaptive management strategies. Meeting locations and times varied in order to accommodate attendance by a variety of beneficial user groups. Spanish translation was available. The inperson workshops were also live-streamed and recorded, and summaries of the meetings were posted online so that anyone unable to attend the meeting in person could remain informed about GSP development. Due to the COVID-19 pandemic, Community Workshops transitioned to an entirely virtual format in Spring 2020. ETSGSA plans to hold four Community Workshops to review the GSP with local community stakeholders in November and December 2021 prior to adoption. Materials from all Community Workshops are available online on the Turlock Groundwater website’s Workshops page. 
 Meetings of GSA Member Agencies. 
By association, meetings of the respected governing bodies of the GSA member agencies often afforded opportunities for updates, in various forms, on SGMA compliance and GSP development. In total, there are 15 member agencies (13 members and two associate members) comprising the two Subbasin GSAs. These member agencies not only discussed SGMA compliance and GSP development as a matter of business on occasion, but these agencies also sought out additional ways to inform their customers about SGMA through flyers, bill inserts and digital media. Member agencies are listed in Section 3.3. 
 Adjacent Subbasin Coordination Meetings. 
The Turlock Subbasin is bordered by three adjacent subbasins: Merced, Delta-Mendota, and Modesto. The need for interbasin coordination resulted in four Adjacent Subbasin Coordination meetings from 2018 to 2020, wherein TAC members from each subbasin discussed the technical data, analyses, and surface water and groundwater modeling that would support interbasin coordination needs in the context of SGMA. In addition to holding Coordination Meetings, ongoing coordination with adjacent subbasins occurred through communication with member agencies (and their representatives) which extend into all three neighboring subbasins. Additional detail is provided in Section 3.4. Materials from these interbasin coordination meetings are available online on the Turlock Groundwater website’s Workshops page.
","Chapter 3, Page 7 &13","
1. Environmental Stakeholders identified? GSP lists environmental interests as an identified beneficial user, however does not specifically identify if this include organizations, etc. The GSP does reference an appendix that includes the Interested Party LIst but is not provided as part of the GSP draft. Most of the engagement  listed is to be used with all identified stakeholders. 
2. Which level of engagment: Inform, Consult
3. Evidence/strategies listed for level of engagement:"
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"3.3.2 Process for Informing the Public on Plan Implementation 
The GSAs intend to continue public outreach and providing opportunities for engagement during GSP implementation. GSAs will inform the public on Plan implementation utilizing the same successful engagement strategies described in the sections above, including email notifications to the Interested Parties List, posting information on the Turlock Groundwater website, sharing information via social media channels, distributing flyers where appropriate, outreach to local media, and hosting public meetings (e.g. GSA meetings, TAC meetings, meetings of GSA member agencies and workshops). 

The Turlock Groundwater website will continue to be updated regularly, housing meeting agendas and materials, reports, and other related information. The website may be updated to add new pages as the GSP implementation proceeds and additional activities are implemented. These pages may include information specific to projects and management actions, sustainable management criteria or monitoring networks.","Chpater 3, Page 22","1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for DACs?  ( yes/no) NO
3. What level of outreach engagement?  Inform, Consult

GSP mentions continuing methods of outreach used during GSP development including email notifications, use of the website, social media, etc. "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Not Applicable,,,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Tribes?  (yes/no)
3. What level of outreach engagement? "
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Somewhat,"3.3.2 Process for Informing the Public on Plan Implementation 
The GSAs intend to continue public outreach and providing opportunities for engagement during GSP implementation. GSAs will inform the public on Plan implementation utilizing the same successful engagement strategies described in the sections above, including email notifications to the Interested Parties List, posting information on the Turlock Groundwater website, sharing information via social media channels, distributing flyers where appropriate, outreach to local media, and hosting public meetings (e.g. GSA meetings, TAC meetings, meetings of GSA member agencies and workshops). 

The Turlock Groundwater website will continue to be updated regularly, housing meeting agendas and materials, reports, and other related information. The website may be updated to add new pages as the GSP implementation proceeds and additional activities are implemented. These pages may include information specific to projects and management actions, sustainable management criteria or monitoring networks.","Chapter 3, Page 22","1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for Environmental stakeholders?  (yes/no) NO
3. What level of outreach engagement? Inform, Consult

GSP mentions continuing methods of outreach used during GSP development including email notifications, use of the website, social media, etc. "
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,,Chapter 3 of GSP,"Chapter 3: Notice and Communication

Note to Lauren & Katherine: They include Chapter 3: Notice and Communication however under this chapter they include a List of Appendix Items including Appendix 3-1: Turlock Subbasin Communications Plan (Communications Plan) that has been highlighted yellow, it is not included in the GSP (highlighted yellow because they will update and include in the final??)"
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Yes,"3.1.3 Disadvantaged Areas 
The percentage, by population, of disadvantaged areas in the Turlock Subbasin is 82 percent, as described previously to DWR in Attachment 6 of the Turlock Subbasin’s submittal to DWR for a Round 3 SGMA Grant. Disadvantaged areas (DAs) refers to the collective group of severely disadvantaged communities (SDACs), disadvantaged communities (DACs) and economically distressed areas (EDAs). The GSP is beneficial in supporting these communities with a reliable and sustainable groundwater supply. These communities are listed and categorized in Table 3-1 and shown geographically in Figure 3-1. Additionally, a management action described in Chapter 8 incorporates a well mitigation program for drinking water supplies in DACs. 

Analyses of DACs, SDACs and EDAs within the Turlock Subbasin were performed using the ArcGIS Map Package of the data from the DWR’s DAC, SDACs and EDAs mapping tools. Important consideration was given regarding encouraging community participation in DACs and ensuring accessible and transparent meetings especially in those communities with limited access to digital resources. Representatives and public stakeholders from DACs have been engaged via the outreach tools described throughout the GSP planning process.

3.1.3.1 Disadvantaged Communities (DACs) DACs are communities with an annual median household income (MHI) less than 80% of the California Statewide MHI. According to the U.S. Census American Community Survey (ACS) 5-Year Data: 2012- 2016, the MHI in California was $63,783. Communities within the Turlock Subbasin with an MHI of $51,026 (80% of $63,783) or less are considered DACs. 
A significant portion of the Turlock Subbasin contains DACs. Of the total population of 236,208 residing in the Subbasin, 74 percent of the population lives within a DAC. DACs in the Subbasin are primarily reliant on groundwater for their potable water source. 
3.1.3.2 Severely Disadvantaged Community (SDACs) SDACs are communities with a mean household income (MHI) less than 60 percent of the California Statewide MHI. Communities within the Turlock Subbasin with an MHI of $38,270 (60% of $63,783) or less are considered SDACs. Of the total population of 236,208 in the Subbasin, 33 percent of the population lives within a SDAC. SDACs in the Subbasin are primarily reliant on groundwater for their potable water source. 
3.1.3.3 Economically Distressed Areas (EDAs) An EDA is a municipality with a population of 20,000 persons or less, a rural county, or a reasonably isolated and divisible segment of a larger municipality where the segment of the population is 20,000 persons or less, with an annual MHI that is less than 85 percent of the Statewide MHI, and with one or more of the following conditions: 1) financial hardship, 2) unemployment rate at least 2 percent higher than the Statewide average, and 3) low population density. Communities within the Turlock Subbasin with an MHI of $54,216 (85% of $63,783) or less and that meet one or more of the criteria are considered EDAs. Of the total population of 236,208 residing in the Subbasin, 78 percent of the population lives within an EDA. EDAs in the Subbasin are primarily reliant on groundwater for their potable water source.","Chapter 3 , Page 9
Table 3-1
Figure 3-1","1. Location on the map? (yes/no) YES, Figure 3-1
2. Identified by name? (yes/no) YES, Table 3-1 identifies all DACs, SDCAs, and EDAs by name which included Census Designated Places such as Ballico, Bret Harte, Bystrom, Ceres, Dehli, Hickman, Keyes, Modesto, Parklawn, Riverdale Park, and Snelling. 
3. DAC places, tracks, or block data used in map?
Census Designated Places used"
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Not Applicable,,,"1. Tribal lands identified? (yes/no)
2. Tribal lands mapped? (yes/no)
"
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",Yes,"3.1.3.1 Disadvantaged Communities (DACs) DACs are communities with an annual median household income (MHI) less than 80% of the California Statewide MHI. According to the U.S. Census American Community Survey (ACS) 5-Year Data: 2012- 2016, the MHI in California was $63,783. Communities within the Turlock Subbasin with an MHI of $51,026 (80% of $63,783) or less are considered DACs. A significant portion of the Turlock Subbasin contains DACs. Of the total population of 236,208 residing in the Subbasin, 74 percent of the population lives within a DAC. DACs in the Subbasin are primarily reliant on groundwater for their potable water source. 
3.1.3.2 Severely Disadvantaged Community (SDACs) SDACs are communities with a mean household income (MHI) less than 60 percent of the California Statewide MHI. Communities within the Turlock Subbasin with an MHI of $38,270 (60% of $63,783) or less are considered SDACs. Of the total population of 236,208 in the Subbasin, 33 percent of the population lives within a SDAC. SDACs in the Subbasin are primarily reliant on groundwater for their potable water source. 
3.1.3.3 Economically Distressed Areas (EDAs) An EDA is a municipality with a population of 20,000 persons or less, a rural county, or a reasonably isolated and divisible segment of a larger municipality where the segment of the population is 20,000 persons or less, with an annual MHI that is less than 85 percent of the Statewide MHI, and with one or more of the following conditions: 1) financial hardship, 2) unemployment rate at least 2 percent higher than the Statewide average, and 3) low population density. Communities within the Turlock Subbasin with an MHI of $54,216 (85% of $63,783) or less and that meet one or more of the criteria are considered EDAs. Of the total population of 236,208 residing in the Subbasin, 78 percent of the population lives within an EDA. EDAs in the Subbasin are primarily reliant on groundwater for their potable water source.","Chapter 3, Page 9","1. Does the GSP document the size of the population for each DAC?
GSP documents specific percentage of the population based on Basin population that is considered DACs, SDCAs, and EDAs. "
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,Yes,"Domestic wells recorded in the DWR database as of 2018 are shown on Figure 2-13, colorcoded by depth.

As indicated on Figure 2-13, shallow wells are shown by brown, orange and yellow colors, while deeper wells are shown by shades of green and blue. In general, the shallowest
domestic wells are in the western Subbasin, where the depth to groundwater is also shallow. Domestic wells are generally deeper toward the east, which also reflects deeper
groundwater levels. Most domestic wells are located in the WTSGSA; there are relatively few domestic wells scattered throughout the ETSGSA, and those wells are generally deeper
than 200 feet.","Chapter 2: Page 2-9
Figure 2-13
Figure 2-14","1. Does the map include depth by location?
 Yes, seperate map (Figure 2-13) includes depth by location. "
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,"2.3.2.4. Domestic Wells Subbasin residents living outside of public water systems rely on private domestic groundwater wells for local water supply. About 869 wells were tabulated from DWR records as of 2018. Domestic wells are present throughout the Subbasin, but the greatest density occurs in the west-central Subbasin as illustrated on Figure 2-11.","Chapter 2: Page 2-8
Figure 2-11","1. How are domestic wells mapped (density/point/none)?
Density Map used to map domestic wells. "
