Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Stakeholder,,,Tribes,1,"Does the GSP document how tribal stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to Tribes , no reference of stakeholder engagement opportunities
Somewhat= No specific Tribe engagement described, lists Tribes as stakeholders, includes stakeholder engagement details
Yes = reference to Tribes in the Basin, documents targetted engagment opportunities for Tribal stakeholders beyond informing","Tribal, tribe, stakeholder, beneficial user",Yes,"Tribes • Federally Recognized Tribes and non-federally recognized Tribes with Lands or potential interests in Chowchilla Subbasin Inform, involve and consult with tribal government 

&&

There are four1 federally-recognized Native American tribes in Butte County. Three of the four Native American tribes are located in subbasins subject to SGMA. The tribes include:  Mechoopda Indian Tribe of Chico Rancheria – located in Vina Subbasin  Concow-Maidu Tribe of the Mooretown Rancheria – partially located in the Wyandotte Creek subbasin  Tyme Maidu Tribe of the Berry Creek Rancheria – partially located in the Wyandotte Creek Subbasin  Enterprise Rancheria of Maidu Indians of California – are not located in a subbasin subject to SGMA The KonKow Valley Band of Maidu Indians is also recognized by the County and the State and has applied for federal recognition. Meaningful Tribal outreach, dialogue, and consultation is a shared obligation of all the GSAs in the applicable subbasin where Tribal lands exist. However, since Tribal lands are predominately in unincorporated portions of Butte County, the County will lead SGMA-related outreach and consultation efforts with the Mechoopda Indian Tribe. 

&&

Outreach Conducted
During development of the GSPs, Butte County staff reached out to tribes in the County to discuss interest in participating as members of the Joint Powers Agreement (Wyandotte/Vina) or Advisory Committees within any of the three subbasins even those outside of tribal boundaries. The GSAs reserved a tribal seat within the advisory committee charters in Wyandotte Creek and Vina subbasins. To date, tribes are not participating in the JPA or Advisory Committee. 

Vina Subbasin Tribal Outreach
Butte County staff coordinated with the Mechoopda Indian Tribe of Chico Rancheria first through communications with the tribal chair and administrative officer in 2018 and later via in-person meetings with other tribal members and staff. The tribal chairman designated a tribal staff member to represent the tribe during GSP development and has elected to participate as a member of the Vina GSA Management Committee since 2019. As a Management Committee member, the tribal representative participates in Management Committee, Board meetings and Vina Stakeholder Advisory Committee meetings. The purpose of this informal engagement is to maintain consistent coordination with the Tribe and identify opportunities for longer-term collaboration during GSP implementation.

There were a number of different meetings at which the public had the opportunity to engage during the GSP development process: • GSA Board meetings: The Vina GSA Board and the Rock Creek GSA Board in the Vina Subbasin held regular public meetings, including joint meetings, to facilitate public input. The Rock Creek GSA held regular public meetings in many cases in conjunction with the Reclamation District’s standing board meetings. • Subbasin-wide Technical meetings • SHAC meetings • Farm Bureau Water Forum meetings • City of Chico meetings • Regional Water Management Group meetings","1-23 (Table 1-1)
Appendix A: Tribal Engagement Guidance Document / 10
1-24","1. Tribes identified? (yes/no): YES
2. If yes, which level of engagment: Engagement=Inform & Involve
3. Evidence/strategies listed for level of engagement:
GSP has included Appendix A: Tribal Engagememtn Guidance Document which details engagement and outreach conducted and coordinated with identified Tribes within the Basin but also those neightboring the basin. The GSA has documented opportunities for Tribes to be represented through the Advisory Committees and engage in Board meetings. "
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Yes,"Member Agencies Governance Briefings Member Agency board members may brief their councils or boards regularly on GSA activities and may work with the GSA Management Committee to provide additional briefings on sensitive or important topics. Stakeholder Briefings Stakeholder Advisory Committee members will meet with and communicate regularly with individuals and organizations comprised of the stakeholder groups they represent. To promote consistent messaging, all briefings will be coordinated with the GSA Management Committee. Public Meetings/Hearing Public meetings or hearings are formal opportunities for people to provide official comments on programs, plans and proposals. The Vina GSA Board meetings and the Stakeholder Advisory Committee meetings constitute regular public meetings that will be noticed and conducted in accordance with the Ralph M. Brown Act. SGMA requires that a public meeting be held prior to the adoption of a fee and that public hearings are held for the adoption of GSP elements and the final GSP plan. There are also constitutional requirements for public hearings for some fee/rate options. Public meetings and hearings are an important forum for people to share viewpoints and concerns, but often occur at the end of a process, when only one option is under consideration. The GSA will hold required public meetings and hearings, but will also use less formal public workshops to solicit feedback and information early in the process. Public Workshops Public educational workshops provide less formal opportunities for people to learn about groundwater, SGMA, and GSP elements. Workshops can be organized in a variety of ways, including webinars, open houses, the use of “stations” where people can ask questions one-on-one, and traditional presentations with facilitated question and answer sessions. In order to solicit feedback from people who may not be comfortable speaking in public, workshops can include small group breakout discussions, comment cards and other techniques. Workshops will be designed to maximize opportunities for public input. Public Notices Public notices, often required by law, aim to notify agencies and the public about activities that may affect the public. As outlined in this C&E Plan, the GSA will sponsor a variety of opportunities for people to participate in the development and implementation of the GSP, including workshops, public hearings, and providing comments at Board and Stakeholder Advisory Committee meetings, and through written comments. The agency will comply with public noticing requirements. 7 | Page Prior to GSP adoption or amendment, SGMA requires that the GSA:  Provide notice to cities and counties within Plan area  Consider comments provided by the cities and counties  Accommodate requests for consultation received from the cities and counties within 30 days  No sooner than 90 days following public notice, hold public hearing(s) In addition, when the GSA considers any fees to support implementation of the GSP, the GSA will provide public notice and other engagement activities.

&&

The Vina Advisory Committee provides input and recommendations to Vina GSA Board on GSA policies and GSP development and implementation. There are 10 Advisory Committee members, including: • Agricultural groundwater users (3) • At-large domestic well users (2) • At-large environmental representative (1) • At-large business representative (1) • Cal Water-Chico (1) • CSU Chico (1) • Butte College (1)

&&

Environmental and Ecosystem • Regional agencies: Butte County Resource Conservation District • Federal and State agencies: California Department of Fish and Wildlife (CDFW) • Environmental groups: Butte Environmental Council, The Nature Conservancy,Inform and involve to sustain a vital ecosystem 

&&

There were a number of different meetings at which the public had the opportunity to engage during the GSP development process: • GSA Board meetings: The Vina GSA Board and the Rock Creek GSA Board in the Vina Subbasin held regular public meetings, including joint meetings, to facilitate public input. The Rock Creek GSA held regular public meetings in many cases in conjunction with the Reclamation District’s standing board meetings. • Subbasin-wide Technical meetings • SHAC meetings • Farm Bureau Water Forum meetings • City of Chico meetings • Regional Water Management Group meetings","Appendix 1-D / 6
1-6
1-23(Table 1-1)
1-24","
1. Environmental Stakeholders identified? YES
2. Which level of engagment: Engagement=Inform & Involve
3. Evidence/strategies listed for level of engagement:

Environmental stakeholders were identified and GSP documents informing and involving the environmental stakeholders. There is one documented environmental representative on the Advisory Committee for the GSP. However no other details are provided about further engagement beyond having a member on the advisory committee. General stakeholder engagement is documented. "
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",No,"1.8.5.5 Engagement Matrix  The Engagement Matrix, in Appendix 1-F, provides details about the implementation of each of  the communication methods outlined above. The matrix presents each communication strategy,  as required by statute or laid out in the C&E Plan, along with details about specific instances of  that strategy. For example, each public GSP-related meeting is listed with information about the  date, topic, and location of the meeting as well as how it was publicized, to whom it was  targeted, what opportunities for feedback were provided, and who participated.",2021-01-26 00:00:00,"1. Documents outreach plans to stakeholders? (yes/no) No
2. List specific outreach methods for DACs?  ( yes/no) No
3. What level of outreach engagement? 

GSP references Appendix 1-F titled Engagement Matrix which is said to outline communication and outreach stategies for stakeholders during implementation of the GSP. However Appendix 1-F is not included in this draft of the GSP. 

Noted as NO until Appendix 1-F becomes available. "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",No,"1.8.5.5 Engagement Matrix  The Engagement Matrix, in Appendix 1-F, provides details about the implementation of each of  the communication methods outlined above. The matrix presents each communication strategy,  as required by statute or laid out in the C&E Plan, along with details about specific instances of  that strategy. For example, each public GSP-related meeting is listed with information about the  date, topic, and location of the meeting as well as how it was publicized, to whom it was  targeted, what opportunities for feedback were provided, and who participated.",2021-01-26 00:00:00,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Tribes?  (yes/no)
3. What level of outreach engagement? 

GSP references Appendix 1-F titled Engagement Matrix which is said to outline communication and outreach stategies for stakeholders during implementation of the GSP. However Appendix 1-F is not included in this draft of the GSP. 

Noted as NO until Appendix 1-F becomes available. "
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",No,"1.8.5.5 Engagement Matrix  The Engagement Matrix, in Appendix 1-F, provides details about the implementation of each of  the communication methods outlined above. The matrix presents each communication strategy,  as required by statute or laid out in the C&E Plan, along with details about specific instances of  that strategy. For example, each public GSP-related meeting is listed with information about the  date, topic, and location of the meeting as well as how it was publicized, to whom it was  targeted, what opportunities for feedback were provided, and who participated.",2021-01-26 00:00:00,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Environmental stakeholders?  (yes/no)
3. What level of outreach engagement? 

GSP references Appendix 1-F titled Engagement Matrix which is said to outline communication and outreach stategies for stakeholders during implementation of the GSP. However Appendix 1-F is not included in this draft of the GSP. 

Noted as NO until Appendix 1-F becomes available. "
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,,Appendix 1-D,Appneix 1-D serves as the Communications & Engagement Plan for Vina GSP. 
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Yes,"Figure 1-5 shows the spatial extent of Disadvantaged Communities (DACs) and Severely Disadvantaged Communities (SDACs) in the Vina Subbasin. DWR defines DACs as census geographies (census tracts, census block groups, and census-designated places) with an annual 669 median household income (MHI) that is less than 80% of the statewide annual MHI. SDACs are  defined as census geographies with an MHI less than 60 percent of the statewide annual MHI. DWR uses the most recently available 5-year American Community Survey (ACS) dataset to identify these areas. For this GSP, the 2012-2016 ACS dataset was used, establishing statewide MHI as $63,783 (DWR, Mapping Tools).","1.2.1 / 1-8
Figure 1-5","1. Location on the map? (yes/no) YES
2. Identified by name? (yes/no)
3. DAC places, tracks, or block data used in map?

DAC places, tracts and blocks used in map (see Figure 1-5)"
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Somewhat,Tribes in Butte County There are four federally-recognized Native American tribes in Butte County. Three of the four Native American tribes are located in subbasins subject to SGMA. The tribes include:  Mechoopda Indian Tribe of Chico Rancheria – located in Vina Subbasin  Concow-Maidu Tribe of the Mooretown Rancheria – partially located in the Wyandotte Creek subbasin  Tyme Maidu Tribe of the Berry Creek Rancheria – partially located in the Wyandotte Creek Subbasin  Enterprise Rancheria of Maidu Indians of California – are not located in a subbasin subject to SGMA,Appendix A / 10,"1. Tribal lands identified? (yes/no) YES
2. Tribal lands mapped? (yes/no) NO

Tribal groups are identified through the land they are located in but tribal lands are not mapped. 
"
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",No,,,"1. Does the GSP document the size of the population for each DAC?
NO mention of DAC population. "
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location?
"
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,"Figure 1-9 to Figure 1-12 show the density of domestic, public, industrial, and irrigation wells 689 per square mile in the Vina Subbasin, as classified by the DWR Online System for Well 690 Completion Reports (OSWCR), which is discussed in Section 1.4.4. Though there are overlaps 691 and discrepancies in the designation of wells, domestic wells are largely private residential wells, 692 public wells are municipal operated wells, and production wells are for irrigation, municipal, 693 public, and industrial purposes (DWR, 2019a). Areas with few wells exist in the Subbasin, 694 particularly in the northwestern corner of the Subbasin and to the east. Wells containing 695 groundwater level data are described further in Section 1.4.","1-9
Figure 1-9","1. How are domestic wells mapped (density/point/none)?
Domestic wells are mapped using a density map (Figure 1-9). "
WQ,,,All,,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",Somewhat,"2.1.8.5 Water Quality
The DWR Bulletin 118 Vina Subbasin Report (DWR, 2004) characterized the water quality of groundwater in the Subbasin as predominantly Calcium-magnesium bicarbonate and magnesium-calcium bicarbonate. Total dissolved solids range from 48 to 543 milligrams per liter, averaging 285 milligrams per liter (DWR unpublished data as cited in DWR, 2004). Impairments include localized high calcium and high nitrates and total dissolved solids in the Chico area. Section 2.2.4 contains a more extensive description of water quality conditions in the Subbasin. The Lower Tuscan Aquifer study also conducted water quality analysis on monitoring well and pumping wells used in the study and constructed piper diagrams. They show groundwater samples from these wells indicate Calcium bicarbonate waters (Brown and Caldwell, 2013). &&&
2.2.4.1 General Water Quality of Principal Aquifers
 The goal of groundwater quality management under SGMA is to supplement information available from other sources with data targeted to assist GSAs in the Vina Subbasin to comply with the requirements of SGMA. Development of groundwater quality-related Sustainable Management Criteria for the Vina Subbasin is not intended to duplicate or supplant the goals and objectives of ongoing programs including those by Butte County, the SVWQC and the State Drinking Water Information System (SDWIS). Because irrigated agriculture is the predominant land use in the Subbasin, monitoring of the groundwater quality data developed through the GQTMWP being implemented by the SVWQC for compliance with the Central Valley Regional Board’s ILRP will be an important source of information to GSAs in the Vina Subbasin. 
Among the contaminants that may affect groundwater conditions in the future are chemicals of emerging concern (CECs). These are contaminants having toxicities not previously recognized, which may have the potential to cause adverse effects to public health or the environment and are found to be building up in the environment or to be accumulating in humans or wildlife. CECs such as perfluorooctanesulfonic acid (PFOS) and per- and polyfluoroalkyl substances (PFAS) will not be monitored under the groundwater quality monitoring program established for SGMA. However, GSAs will have access to data on CECs collected by other agencies and will be attentive to the effect the presence of CECs may have on groundwater management in specific locations. &&&
2.1.9.4 Characterize Recharge Source With General Water Quality Analysis 
Conduct general mineral analysis on groundwater samples to evaluate whether elevated electrical conductivity (EC) values observed during sampling are due to irrigation influences (e.g., elevated nitrate, calcium, sulfate) or due to proximity to the Ione Formation (e.g., elevated sodium, chloride, and boron).

","Page 43 / 2.1.8.5
Page 49 / 2.2.4
Page 44/ 2.1.9.4","1. Are all concerning constituents identified as COC's, Yes/No -->which ones? Yes, PCE, TCE, 1,2-dichlorathylene, 
2. Are the COC's mapped? No
3. Is there spatial trend data for all COC's? No
4. Are constitues which are not of concern identified? No
5. Is there a data gap/ Or not enough data related COC's? This section is very short compared to all the GSP's I have reviewed. There is no map of COC's. Constitutes have not been identifed other than  PCE, TCE, 1,2-dichlorathylene. The other general characteristics (TDS, Nitrate, Boron, calcium, sulfate which is high is part of their data gaps Section 2.1.9.4)


"
WQ,,,DACs,2,Does the GSP identify the water source for DACs?,"No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Community*, DAC",No,,Figure 2-14,"Figure 2-14 is a hydrograph that identifies the surface and groundwater sources for the areas within the basin, which is mostly relying on groundwater. There is no mention of DACs but DAC water sources can be identified using the DAC map (Figure 1-5) and this hydrograph showing water sources (Figure 2-14).  However, the GSP has not made the effort to make this link and mention it in the GSP. "
