Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Stakeholder,PLAN AREA,,DACs,1,"Does the GSP document how DAC stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to DACs, no reference to stakeholder engagement during development 
somewhat=  no specific reference to DAC engagement but lists DAC as a stakeholder, provides stakeholder engagement details 
Yes= references DACs and how they were engaged specifically during development beyond informing DACs
","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"""""The two GSAs have encouraged public participation in the ongoing planning and development activities supporting the GSP process. SBCWD organized a Technical Advisory Committee to support the GSP process; regularly scheduled TAC meetings have been announced on the SBCWD website and have been open to the public. In addition, public workshops regarding development of the GSP have been conducted to encourage public participation and to provide educational outreach. Meeting notices have been provided to the list of interested parties that is maintained pursuant to Water Code Section 10723.2. Additionally, GSP development information and meeting notices have been posted to the SBCWD website. Recognizing the importance of communication, multiple and diverse agencies and interested parties have been identified. These are listed in the SBCWD GSA Communication Plan, which is included as Appendix D.""

&&

As shown in Figure 2-6, economically distressed areas, disadvantaged communities, and severely disadvantaged communities exist in the area. 
&&

Organizations Representing Disadvantaged Communities: (need list, and include immigration advocacy groups?)
&&
Disadvantaged Community Engagement:  Disadvantaged Communities (DACs) are specifically referenced in SGMA as an interested party. A large percent of the people living in the DAC areas are relatively-recent immigrants from Spanish-speaking countries. Using “food, faith, and festivals” as opportunities to educate and interact with San Benito County Water District’s Spanish speaking community on critical issues is recommend. Connecting with communities through existing organizations and through community events, churches, and schools provides an opportunity to share information and solicit feedback on rate/fee options and GSP elements. Bilingual materials will be  available, and a list of such distribution opportunities will be developed.
&&
Public Workshops Public educational workshops provide opportunities for people to learn about groundwater, SGMA, financing options, and GSP elements. Workshops can be organized in a variety of ways, including open houses, “stations” where people can ask questions one-on- one, world café style, and traditional presentations with facilitated question and answer sessions. In order to solicit feedback from people who may not be comfortable speaking in public, workshops can include small group breakout discussions, “dot” voting, comment cards, and other techniques. This plan anticipates provision of workshop/informational materials such as background and milestone fact sheets, talking points, display boards, etc. Six workshops are anticipated, between fall, 2018 and winter, 2021: Kickoff, Groundwater Conditions, Sustainability Criteria, Management Options, Management Actions, and Draft GSP. A public hearing on GSP Adoption is scheduled for fall, 2021. Other Public Meetings/Hearings These are formal opportunities for people to provide official comments for the record, on programs, plans, and proposals. SGMA requires that a public meeting be held prior to the adoption of a fee and that public hearings are held for the adoption of GSP elements and the final GSP. There are also constitutional requirements for public hearings for some fee/rate options. The GSA will hold required public meetings/hearings, but will also use less formal public workshops (described above) to solicit feedback and information early in the process. This CEP anticipates the provision of informational materials for these public meetings/hearings.","Plan Area and Introduction 2.1.7 Notice and Communication p.31

2-3

Appendix D / 69, 70, 73 of 856","1. DAC's identified? (yes/no): YES
2. If yes, which level of engagment: Engagement = Inform with intention to involve
3. Evidence/strategies listed for level of engagement:

General engagement opportunities are listed for all stakeholders to engage including DACs, howeverthere are no specific identified DAC representation or organizations or the list is not provided as mentioned in the GSP. The GSP does however include text related to DAC engagement stategies that include distributing bilingual material as well as engaging in public food events to distribute information related to SGMA and GSP.  GSP should list identified DAC representation/orgs and be more detailed about engagement to DACs. "
Stakeholder,,,Tribes,1,"Does the GSP document how tribal stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to Tribes , no reference of stakeholder engagement opportunities
Somewhat= No specific Tribe engagement described, lists Tribes as stakeholders, includes stakeholder engagement details
Yes = reference to Tribes in the Basin, documents targetted engagment opportunities for Tribal stakeholders beyond informing","Tribal, tribe, stakeholder, beneficial user",Not Applicable,,,"1. Tribes identified? (yes/no):
2. If yes, which level of engagment:
3. Evidence/strategies listed for level of engagement:

NOT APPLICABLE"
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Somewhat,"""""The two GSAs have encouraged public participation in the ongoing planning and development activities supporting the GSP process. SBCWD organized a Technical Advisory Committee to support the GSP process; regularly scheduled TAC meetings have been announced on the SBCWD website and have been open to the public. In addition, public workshops regarding development of the GSP have been conducted to encourage public participation and to provide educational outreach. Meeting notices have been provided to the list of interested parties that is maintained pursuant to Water Code Section 10723.2. Additionally, GSP development information and meeting notices have been posted to the SBCWD website. Recognizing the importance of communication, multiple and diverse agencies and interested parties have been identified. These are listed in the SBCWD GSA Communication Plan, which is included as Appendix D.""
&&
Organizations that Represent Environmental Uses of Groundwater: Central Coast Groundwater Coalition, Sierra Club, Nature Conservancy

&&

Public Workshops Public educational workshops provide opportunities for people to learn about groundwater, SGMA, financing options, and GSP elements. Workshops can be organized in a variety of ways, including open houses, “stations” where people can ask questions one-on- one, world café style, and traditional presentations with facilitated question and answer sessions. In order to solicit feedback from people who may not be comfortable speaking in public, workshops can include small group breakout discussions, “dot” voting, comment cards, and other techniques. This plan anticipates provision of workshop/informational materials such as background and milestone fact sheets, talking points, display boards, etc. Six workshops are anticipated, between fall, 2018 and winter, 2021: Kickoff, Groundwater Conditions, Sustainability Criteria, Management Options, Management Actions, and Draft GSP. A public hearing on GSP Adoption is scheduled for fall, 2021. Other Public Meetings/Hearings These are formal opportunities for people to provide official comments for the record, on programs, plans, and proposals. SGMA requires that a public meeting be held prior to the adoption of a fee and that public hearings are held for the adoption of GSP elements and the final GSP. There are also constitutional requirements for public hearings for some fee/rate options. The GSA will hold required public meetings/hearings, but will also use less formal public workshops (described above) to solicit feedback and information early in the process. This CEP anticipates the provision of informational materials for these public meetings/hearings.","Plan Area and Introduction 2.1.7 Notice and Communication p.31

Appendix D /69, 73 of 856","
1. Environmental Stakeholders identified? YES
2. Which level of engagment: Engagement = Inform 
3. Evidence/strategies listed for level of engagement: GSP mostly provides general stakeholder engagement that is open to environmental stakeholders as well. Although some environmental stakeholders are identified, engagement and involvement is not detailed."
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",No,"""""The two GSAs have encouraged public participation in the ongoing planning and development activities supporting the GSP process. SBCWD organized a Technical Advisory Committee to support the GSP process; regularly scheduled TAC meetings have been announced on the SBCWD website and have been open to the public. In addition, public workshops regarding development of the GSP have been conducted to encourage public participation and to provide educational outreach. Meeting notices have been provided to the list of interested parties that is maintained pursuant to Water Code Section 10723.2. Additionally, GSP development information and meeting notices have been posted to the SBCWD website. Recognizing the importance of communication, multiple and diverse agencies and interested parties have been identified. These are listed in the SBCWD GSA Communication Plan, which is included as Appendix D.""",Plan Area and Introduction 2.1.7 Notice and Communication p.31,"1. Documents outreach plans to stakeholders? (yes/no) NO
2. List specific outreach methods for DACs?  ( yes/no) NO
3. What level of outreach engagement? 

GSP does not include outreach plan during the implementation process for any stakeholders. More details are needed. "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Not Applicable,,,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Tribes?  (yes/no)
3. What level of outreach engagement? 

NOT APPLICABLE"
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",No,"""""The two GSAs have encouraged public participation in the ongoing planning and development activities supporting the GSP process. SBCWD organized a Technical Advisory Committee to support the GSP process; regularly scheduled TAC meetings have been announced on the SBCWD website and have been open to the public. In addition, public workshops regarding development of the GSP have been conducted to encourage public participation and to provide educational outreach. Meeting notices have been provided to the list of interested parties that is maintained pursuant to Water Code Section 10723.2. Additionally, GSP development information and meeting notices have been posted to the SBCWD website. Recognizing the importance of communication, multiple and diverse agencies and interested parties have been identified. These are listed in the SBCWD GSA Communication Plan, which is included as Appendix D.""",Plan Area and Introduction 2.1.7 Notice and Communication p.31,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Environmental stakeholders?  (yes/no)
3. What level of outreach engagement? 

GSP does not include outreach plan during the implementation process for any stakeholders. More details are needed. "
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,"Recognizing the importance of communication, multiple and diverse agencies and interested parties have been identified. These are listed in the SBCWD GSA Communication Plan, which is included as Appendix D. The Communication Plan in Appendix D also provides an overview of outreach to the public by means of informational materials (e.g., fact sheets), regular and special GSA Board meetings, public Technical Advisory Committee meetings, workshops, and the GSA website. These inform the public about the GSP development and implementation process and encourage active involvement by interested parties.",Plan Area and Introduction 2.1.7 Notice and Communication p.31,Appendix D serves as Engagement & Communications Plan for the North San Benito Basin which is now included in the GSP. 
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Somewhat,"As shown in Figure 2-6, economically distressed areas, disadvantaged communities, and severely disadvantaged communities exist in the area.","Figure 2-6, pg 9 / 2.1.2.1 ","1. Location on the map? (yes/no) YES
2. Identified by name? (yes/no) YES, identifies by name of basin location such as the San Juan DAC on map
3. DAC places, tracks, or block data used in map?
Does not identify which was used. It looks like the map may have used block groups. "
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Not Applicable,"No tribal lands are known within the GSP Area, but to the west, the U.S. Bureau of Indian Affairs administers an area of Tribal Trust Land along Harlan Creek, a tributary to Cienega Valley.",7 / 2.1.2,"1. Tribal lands identified? (yes/no) NO
2. Tribal lands mapped? (yes/no) NO

States there are no tribal lands within the plan area but identifies some tribal lands west of the basin. NOT APPLICABLE"
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",No,,,"1. Does the GSP document the size of the population for each DAC?

No mention or reference to DAC population within the basin. "
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location?
Map does not include depth by locaton. "
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,"Water Supply Wells. Figure 2-2 shows the density of water supply wells in and around the Plan Area; this map is based on the DWR Well Completion Report Map Application tool (DWR, 2018). As indicated, the density of supply wells is generally less than 20 wells per  section. Relatively high densities generally occur around the northern margins of the basin, in areas including low density residential development. Figures 2-3, 2-4, and 2-5 show the stimated density of domestic wells, production wells, and public wells. Most of the production wells, as classified by DWR, are presumably irrigation wells but also include some industrial and commercial wells.",Figure 2-3 / 2.1.2.1,"1. How are domestic wells mapped (density/point/none)?
A density map is used to map domestic wells. "
WQ,,,All,,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",Somewhat,"4.7. KEY CONSTITUENTS OF CONCERN
Total dissolved solids (TDS) and nitrate are the indicator salts and nutrients and key constituents of concern (COCs) for the Basin. These constituents were selected based on feedback from groundwater users, available baseline data, impact to beneficial users, and basin objectives from other local agencies. TDS data are available for both inflows and outflows from the Basin. There is elevated natural background TDS concentrations in groundwater. This has been documented since the 1930s and has been ascribed to the subsurface sediments.  &&&
Previous water quality studies have identified other constituents of concern including boron, chloride, hardness, metals, sulfate, and potassium (Todd, 2004). In some parts of the Basin, groundwater does not meet water quality standards for these constituents relative to the intended beneficial uses of the groundwater. &&&
Perchlorate has been associated with three facilities in the Basin: McCormick Teledyne, Whittaker, and the Hollister WWTP. Both the former Whittaker Ordnance facility and the former Teledyne facility have been 
 ocumented as using perchlorate and releasing it to the environment. Ordnance manufacturing occurred on the Whittaker site since 1957 (Acton Mickelson, 2000) while historical activities on the McCormick Teledyne site included use of perchlorate and trichloroethylene (TCE). Although more than 140 wells in the Basin have been sampled for perchlorate, 94 of those wells are located on the two sites. Offsite monitoring data downgradient of Whittaker and McCormick Teledyne are limited. Both facilities are regulated by RWQCB and perchlorate concentrations are closely monitored on and off site. &&&
Selenium. Selenium concentrations in surface water and groundwater are generally low with concentrations below 0.012 mg/L, with most stream water averaging 0.0002 mg/L. Selenium concentrations have been measured at 0.60 mg/L under unusual geologic conditions, (Hem, 1989 and ATSDR, 2003). The MCL for Selenium is 50 ug/L, no recent samples (outside of the regulated facilities Whittaker and John Smith Landfill) have concentrations 25 to 50 ug/L. &&&
4.8.2. Hardness
Hardness (total hardness, as CaCO3) is a widespread condition in the Basin indicating that high concentrations of calcium and magnesium ions in water will form insoluble residues with soap. It is a naturally-occurring condition but can be impacted by anthropogenic sources that add calcium or magnesium to the groundwater. Hardness above about 120 to about 150 mg/L is considered hard water with objectionable properties for consumers. A value of more than 200 mg/L can result in scale deposition to pipes. Because there are no drinking water standards for hardness, the practical limitations of hard water (greater than 200 mg/L hardness) and very hard water (greater than 300 mg/L hardness) are used as guidelines for the analysis.
Groundwater is considered hard to very hard throughout most of the Basin. The only water with hardness of less than 200 mg/L is found in the east-central Basin and in the northwest along the Pajaro River.&&&
Boron
Boron has been identified as a COC in the Basin because elevated concentrations historically contributed to abandonment of orchards in Hollister Valley (Eaton et al., 1941). The highest concentrations are associated with a north-south trending band in the Hollister Valley, which is thought to be controlled by geologic conditions and may be related to changing water chemistry along a fault plane at depth.&&&
4.8.4. Metals
Metals including iron, manganese, arsenic, and chromium are naturally occurring in North San Benito.
Arsenic. 
Arsenic is naturally-occurring and leaches from aquifer materials into groundwater. For California public drinking water systems, the primary MCL for arsenic is 10 μg/L. Long-term exposure to arsenic has been linked to multiple forms of cancer, while short-term exposure to high doses of arsenic can cause other adverse health effects. While there have no exceedances of the MCL, approximately 74 samples in groundwater wells showed concentrations 5 to 10 ug/L (including SBCWD monitoring wells MW-17, MW-21, MW-42, and MW-43; locations shown in Figure 4-15).
Chromium. 
Chromium occurs in three oxidation states readily found in nature: Cr(0), which occurs in metallic or native chromium (but is rarely found); Cr(III), which occurs in chromic compounds; and Cr(VI), which occurs in chromate and dichromate compounds. Cr(VI) is also known as hexavalent chromium. Most compounds containing Cr(VI) are toxic. Most chromium concentrations in groundwater are low, averaging less than 1.0 μg/L (WHO, 2017). The MCL for chromium is 50 ug/L and the Health-Based Screening Levels (HBSLs) for Hexavalent Chromium 20 ug/L. There have been no recent exceedances of the MCL or HBSL, but approximately 144 samples in groundwater wells showed concentrations of 10 to 20 ug/L for hexavalent chromium.
Iron. 
In natural water, iron (Fe) is generally analyzed as total iron, which includes Fe3+ and Fe2+. Soluble Fe2+ is more common in groundwater under reducing conditions, occurring at concentrations ranging from 1.0 to 10 mg/L (Manaham, 1991). The MCL is 300 ug/L and no recent sampled exceeded this limit; however, approximately 44 samples have iron concentrations within 150 to 300 ug/L. 
Manganese. 
Manganese is generally naturally occurring and associated with iron under anaerobic conditions where the more soluble forms may occur. In general, if water has more than 0.20 mg/L, manganese will precipitate upon encountering an oxidizing environment. This will cause an undesirable taste, deposition of black deposits in water mains, water discoloration, and laundry stains (WHO, 2017). The SMCL is 50 ug/L and while eight recent wells exceeded this limit, they are located in areas of the basin with high levels of naturally occurring iron and manganese. Monitoring of manganese should continue to ensure monitored concentrations do not increase or spread in the basin.
4.9. VERTICAL VARIATIONS IN WATER QUALITY
Generally, water quality monitoring programs in the Basin do not show a distinct difference of water quality in depth, in part because most of the ambient monitoring wells have long screens. Shallow wells are generally found near regulated facilities and therefore show high concentrations of constituents representing local contamination rather than regional trends. In 2006, a nested well (funded in part by a State Local Groundwater Assistance Act grant) was completed in the Hollister Subbasin to study vertical distribution of groundwater quality in an area of elevated TDS and boron (see well AB303 in Figure 4- 15). The nested well has five depth-specific ports: A through E from shallow to deep. Initial water quality sampling indicates elevated concentrations of sodium, chloride, TDS, and boron, with indications that deepest groundwater shows poorest quality, for example TDS approximately twice as high as the other shallower zones. Initial water quality data indicate elevated boron in all five screened zones and show a possible trend of increasing boron with depth.","Page 4-12 / 4.7
Table 4-1 thru 4-3
Figure 4-15 thru 4-21
Page 4-15 / 4.8.1
Page 4-15 / 4.8.2
Page 4-16 / 4.8.3
Page 4-16 / 4.8.4
Page 4-17 / 4.9
","1. Are all concerning constituents identified as COC's, Yes/No -->which ones? Yes, TDS, NItrate, Boron, Perchlorate, Selenium, hardiness, Boron, Arsenic, chromiym, Iron and Manganes
2. Are the COC's mapped? Somewhat, They haven't mapped naturally occuring or regulated constitues
3. Is there spatial trend data for all COC's? Somewhat just Nitrate and TDS
4. Are constitues which are not of concern identified? Yes
5. Is there a data gap/ Or not enough data related COC's? In somepart's it is not clear. 

Perchlorate and Seenium are regulated by RWQCB
metals : Iron, Manganese, Arsenic, Chromium are considered naturally occuring. However the language is vague for example they mention ""The MCL is 300 ug/L and no recent sampled exceeded this limit;
however, approximately 44 samples have iron concentrations within 150 to 300 ug/L."" What does However means. are they saying the lvl is below the MCl. or does it mean just 44 wells are below MCL level and the rest are higher?


"
WQ,,,DACs,2,Does the GSP identify the water source for DACs?,"No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Community*, DAC",Somewhat,"Groundwater. Groundwater currently is the main source of water supply in the GSP Area. Groundwater provides supply to municipal, agricultural, and domestic users through an estimated 1,026 production wells located throughout the GSP Area (DWR, 2018b). The other major source is CVP water that is delivered to municipal water suppliers as noted above and to agricultural customers in Zone 6. In Zone 6, the relative proportions of groundwater and CVP water use are affected primarily by the availability of CVP water from USBR; in recent years, CVP supply has ranged from less than 20 percent to more than 50 percent of total Zone 6 supply.",2021-02-03 00:00:00,"Groundwater is identifies as the main source of water for the Basin, including for domestic, agricultural and industrial use. Does not specifically mention DAC water sources. "
