Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Somewhat,"Environmental and Ecosystem: Federal and State agencies, Wetland managers, Environmetal groups: Inform and involve to sustain a vital ecosystem
Sierra Club, Clean Water Action, SF Regional Water Quality Board, East Bay Leadership Council Water Task Force

&&

SGMA Web Portal Dedicated SGMA webpages for each GSA are actively updated and accessible at www.ebmud.com/sgma and https://www.hayward‐ca.gov/content/sustainable‐ groundwater‐management. The webpages are designed to provide background information, maps, documents, status updates, useful links, contact information and a means of communicating between GSAs and the public. 
Social Media Platforms EBMUD uses Twitter, Nextdoor and as of March 2018, Facebook social media platforms to disseminate information to the public. Hayward utilizes Twitter, Facebook and electronic newsletters as communication vehicles. Both GSAs will use existing social media platforms, as well as potential new platforms as they become available, to update followers on SGMA compliance activities as appropriate. Public Hearings Notices of public hearings are published in local newspapers informing the public on meeting information, subject, and how to provide comments prior to decision‐making. 
Individual Meetings Upon request, GSA staff are available to meet with interested parties to discuss the SGMA compliance activities or receive input. 
Stakeholder Outreach Meetings Currently, stakeholder outreach meetings are held twice annually in the first and third quarters of calendar years. Meeting invitations are sent out to individuals and entities on the stakeholder mailing list, and information is also posted on the websites and social media platforms. These meetings will cover a broad range of agenda items including GSP development updates, technical studies, environmental topics, and any stakeholder interests. If necessary, follow‐up meetings could be scheduled to focus particular topics. 
Technical Advisory Committee Meetings The Technical Advisory Committee is a working group which will review technical work products and meet more frequently. The meetings may be conducted through web conferencing as well as in‐person meetings. 
Inter‐basin Working Group (IWG) Meetings Members of IWG can participate in regularly scheduled stakeholders meetings as well as individual meetings with GSAs as necessary. In addition, IWG meetings will be held at regular intervals to provide updates and coordinate with members. 
EBMUD Board of Directors Meeting The EBMUD Board of Directors generally meets on the second and fourth Tuesday of the month. The Board’s meeting agenda is published in advance and includes a public comment item where members of public can provide comments on EBMUD’s business. 
City of Hayward City Council Meeting The City Council meets the first, third and fourth Tuesdays of each month at 7 p.m. in Council Chambers, 2nd Floor of 777 B Street, Hayward, CA 94541. The City Council meeting agenda includes a public comment period when members of the public can provide comments on matters related to the City.

&&

Public Engagement Opportunities Several meetings offered opportunities for public engagement while the GSP was being developed: 
• GSA Board meetings: Both GSAs in the EBP Subbasin held regular public meetings, generally on a monthly schedule and generally in conjunction with standing Board and City Council meetings. 
• General stakeholder meetings: Meetings were held throughout GSP development to enable Subbasin stakeholders and the public to learn about the SGMA process and Plan components, receive updates about planning activities, and provide input on GSP development. These meetings often included presentations by the Consultants about technical aspects of GSP preparation and topics such as the Subbasin setting, water budgets, and undesirable results. 
• SGMA webpage: Each GSA developed and maintained interactive webpages providing SGMA compliance and GSP development information and updates. Interested parties can subscribe to a mailing list to be notified of updates and meeting information. 
• Email/Telephone: GSAs’ SGMA staff are available to reach via email and telephone on demand. In addition to the regular GSA Board meetings, the GSP was discussed at the public meetings listed in Appendix 2.B.c. Figure 2-8a illustrates a typical GSP public live event held before the onset of the COVID-19 pandemic; subsequent GSP meetings and events were held virtually using Microsoft Teams or Zoom (Figure 2-8b).","Appendix 2.B.a , Appendix C: Stakeholder List
Appendix 2.B.a / 12
2-18","
1. Environmental Stakeholders identified? YES
2. Which level of engagment: Engagement= Inform & Consult
3. Evidence/strategies listed for level of engagement:

Environmental Stakeholders are identified which range from federal agencies to environmenal groups. GSP documents and highlights engagement open to all stakeholders mostly consistsing of informing and having meetings open to all stakeholders. "
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"Public Engagement Opportunities Several meetings offered opportunities for public engagement while the GSP was being developed: 
• GSA Board meetings: Both GSAs in the EBP Subbasin held regular public meetings, generally on a monthly schedule and generally in conjunction with standing Board and City Council meetings. 
• General stakeholder meetings: Meetings were held throughout GSP development to enable Subbasin stakeholders and the public to learn about the SGMA process and Plan components, receive updates about planning activities, and provide input on GSP development. These meetings often included presentations by the Consultants about technical aspects of GSP preparation and topics such as the Subbasin setting, water budgets, and undesirable results. 
• SGMA webpage: Each GSA developed and maintained interactive webpages providing SGMA compliance and GSP development information and updates. Interested parties can subscribe to a mailing list to be notified of updates and meeting information. 
• Email/Telephone: GSAs’ SGMA staff are available to reach via email and telephone on demand. In addition to the regular GSA Board meetings, the GSP was discussed at the public meetings listed in Appendix 2.B.c. Figure 2-8a illustrates a typical GSP public live event held before the onset of the COVID-19 pandemic; subsequent GSP meetings and events were held virtually using Microsoft Teams or Zoom (Figure 2-8b).

Moreover, the stakeholder C&E process will be ongoing, starting with GSP development and through implementation of the approved GSP for the East Bay Plain Subbasin. As in GSP development, periodic reviews and adjustments of the C&E process may be necessary. The ultimate goal is to develop and implement a robust stakeholder C&E process so we may achieve sustainability in managing our valuable local groundwater resource for future generations.","2-18
Appendix 2.B.a / 14","1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for DACs?  ( yes/no)   NO
3. What level of outreach engagement? 

GSP mostly focuses on engagement during GSP development and states that engagement stategies used during development will continue to be used during implementation for all stakeholders. "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Not Applicable,,,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Tribes?  (yes/no)
3. What level of outreach engagement? "
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Somewhat,"Public Engagement Opportunities Several meetings offered opportunities for public engagement while the GSP was being developed: 
• GSA Board meetings: Both GSAs in the EBP Subbasin held regular public meetings, generally on a monthly schedule and generally in conjunction with standing Board and City Council meetings. 
• General stakeholder meetings: Meetings were held throughout GSP development to enable Subbasin stakeholders and the public to learn about the SGMA process and Plan components, receive updates about planning activities, and provide input on GSP development. These meetings often included presentations by the Consultants about technical aspects of GSP preparation and topics such as the Subbasin setting, water budgets, and undesirable results. 
• SGMA webpage: Each GSA developed and maintained interactive webpages providing SGMA compliance and GSP development information and updates. Interested parties can subscribe to a mailing list to be notified of updates and meeting information. 
• Email/Telephone: GSAs’ SGMA staff are available to reach via email and telephone on demand. In addition to the regular GSA Board meetings, the GSP was discussed at the public meetings listed in Appendix 2.B.c. Figure 2-8a illustrates a typical GSP public live event held before the onset of the COVID-19 pandemic; subsequent GSP meetings and events were held virtually using Microsoft Teams or Zoom (Figure 2-8b).

Moreover, the stakeholder C&E process will be ongoing, starting with GSP development and through implementation of the approved GSP for the East Bay Plain Subbasin. As in GSP development, periodic reviews and adjustments of the C&E process may be necessary. The ultimate goal is to develop and implement a robust stakeholder C&E process so we may achieve sustainability in managing our valuable local groundwater resource for future generations.","2-18
Appendix 2.B.a / 14","1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for Environmental stakeholders?  (yes/no) NO
3. What level of outreach engagement? 

GSP mostly focuses on engagement during GSP development and states that engagement stategies used during development will continue to be used during implementation for all stakeholders. "
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,"To facilitate stakeholder involvement in the GSA process, the GSAs in the EBP Subbasin created a Communication and Engagement Plan (Appendix 2.B.a)","2-16
Appendix 2.B.a",Tittle: East Bay Plain Subbasin Stakeholders Communication and Engagement Plan
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Yes,"1.3.1.5 Disadvantaged Communities Disadvantaged communities comprise a large percentage of the total land area within the EBP Subbasin. Disadvantaged communities (DAC) occur over a land area equal to 14% and severely disadvantaged communities (SDAC) cover a land area total of 22.3%, together comprising 36.2% of the overall land area within the EBP Subbasin. The distribution of DAC and SDAC areas within the EBP Subbasin shows these areas are relatively well distributed between Richmond in the north and the northern portion of San Leandro in the south, with more limited DAC and SDAC areas south of central San Leandro (Figure 1-1). The DAC and SDAC areas are located within EBMUD and Hayward service areas with access to imported surface water supply. EBMUD also offers a Customer Assistance Program to help pay a portion of the water bill for qualified low-income residential customers and eligible homeless shelters.

&

As per SGMA, EBMUD and Hayward have formed GSAs covering the full extent of the EBP Subbasin. Figure 1-1 delineates the areas managed exclusively by each GSA, along with the location of  disadvantaged and severely disadvantaged communities (DACs and SDACs) identified with DWR’s DAC Mapping Tool and United States census data","1-7
Figure 1-1 (Page 1-3)","1. Location on the map? (yes/no) YES
2. Identified by name? (yes/no) YES
3. DAC places, tracks, or block data used in map?

DACs locations are mapped in Figure 1-1 (Page 1-3) and are named by specific cities and locations they reside. "
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Not Applicable,,,"1. Tribal lands identified? (yes/no)
2. Tribal lands mapped? (yes/no)
"
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",No,,,"1. Does the GSP document the size of the population for each DAC?
GSP does not document DAC population size. "
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location?

Map does not include depth by location."
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,"Figure 2-2 and Figure 2-3, respectively, show the densities of domestic and irrigation wells per section2 within the EBP Subbasin determined from a well completion report (WCR) database provided by DWR. The densities on Figures 2-2 and 2-3 may not reflect the total number of existing or active wells in the Subbasin because not all wells may have been reported to DWR and may also reflect wells in DWR’s database that are no longer active. In addition, it appears that residential irrigation wells have been categorized as either domestic or irrigation as described in the WCRs. Therefore, the DWR database was screened to distinguish between domestic irrigation wells (subsequently classified as domestic wells in Figure 2-2) and irrigation wells for larger parcels (included in Figure 2-3) based on well diameter.","Figure 2-2
Page 2-2","1. How are domestic wells mapped (density/point/none)?
Domestic wells are mapped using a density map. "
WQ,,,All,,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",Yes,"2.2.2.3. Groundwater Quality
Maps of available groundwater quality data for key groundwater quality constituents (TDS, chloride, nitrate, arsenic, and manganese) were prepared to characterize groundwater quality in the EBP Subbasin. Table 2-4 lists each of the constituents and why the constituent was chosen to highlight groundwater quality. &&&
TDS, Chloride, and Nitrate
The maps of average TDS and chloride concentrations for all wells deeper than 50 ft (including wells with unknown depths) are similar. The maps indicate that areas of elevated concentrations5 occur just south of the transition zone, in the northwest portion of Niles Cone Subbasin north of San Mateo Bridge adjacent to the EBP Subbasin, along the shoreline in western EBP Subbasin between Alameda Island and Bay Farm Island, in the middle to western portion of central Oakland, and in the Richmond area (Figures 2-29 and 2-30). The majority of wells with elevated TDS and chloride concentrations reflect conditions in the Shallow Aquifer Zone, although there also appear to be elevated TDS concentrations in deeper zones near Bay Farm Island. Nitrate (as N) concentrations are generally greatest in the Shallow Aquifer Zone and lowest in the Deep Aquifer Zone. The map of average nitrate as nitrogen concentrations for all wells deeper than 50 ft (including wells with unknown depths) indicates that several wells exceed the primary MCL6 (10 mg/L nitrate as N) throughout the Subbasin; however, a greater number of wells have nitrate concentrations below the MCL (Figure 2-31). A review of figures showing nitrate concentrations by depth zone, provided in Appendix 2.A.b, indicated that multiple wells have average and/or maximum concentrations of nitrate exceeding the MCL in the Shallow Aquifer Zone, but no wells classified as Deep Aquifer Zone have nitrate concentrations greater than 10 mg/L. Several additional maps of TDS, chloride, and nitrate concentrations in different depth zones are provided in Appendix 2.A.b. 
Arsenic and Manganese
The map of average arsenic concentrations for all wells deeper than 50 ft (including wells with unknown depths) indicate that multiple wells arsenic  oncentrations exceeding the primary MCL5 occur in the South EBP Subbasin, and in a portion of Richmond near San Francisco Bay in the northern EBP Subbasin. (Figure 2-32). Elevated arsenic concentrations have been reported in at least one well in all three aquifer zones (Appendix 2.A.b). Manganese concentrations are elevated throughout the EBP Subbasin (Figure 2-33) and in all three aquifer zones (Appendix 2.A.b). Manganese is a naturally occurring constituent that is prevalent in EBP Subbasin sediments, and often requires treatment for drinking water supplies. &&&
Existing and Historical Contaminants
GeoTracker was also used to query groundwater quality data for the contamination sites of greatest concern within the EBP Subbasin, including for the following contaminants:
• Perchloroethene (PCE)
• Trichloroethene (TCE)
• Total petroleum hydrocarbons (TPH)
• Benzene, toluene, ethylbenzene, and xylenes (BTEX)
• Methyl tert-butyl ether (MTBE)
• Hexavalent chromium
The contaminants and dates selected for the query were based on the need to establish current baseline conditions for the most common and potentially impactful contaminants. The largest number of groundwater contamination sites in the EBP Subbasin (by number of sites) has resulted from the release of fuel-related contaminants (gasoline, BTEX, and MTBE) from leaking underground storage tanks. These fuel-related contaminants are typically found in the shallow groundwater system, as their density is lighter than water and they tend to “float” on the water table. As such, they pose less of a concern to groundwater resources than chlorinated solvents, which tend to sink, as their density is greater than that of water. Appendix 2.A.b provides maps and tabulated data for the TPH, BTEX, and MTBE groundwater contamination in the SBP Subbasin as of 2018–2019. 
Emerging Issue: PFOS/PFAS
The occurrence and distribution of per- and polyfluoroalkyl substances (PFAS) have become an emerging contaminant issue. According to the U.S. Centers for Disease Control and Prevention, PFAS have potential health effects related to cancer, liver damage, decreased fertility, asthma, and thyroid disease. No regulatory thresholds currently exist but some PFAS compounds have interim final environmental screening levels (ESLs) as non-regulatory guidance used to identify conditions for potential further investigation. A brief summary of currently available site information for the EBP Subbasin is provided below; additional updates on PFAS sites will be provided in future GSP update reports.","Page 30 / 2.2.2.3
Page 31 / 2.2.2.3
Page 32 / 2.2.2.3
Page 33 / 2.2.2.3
Appendix 2.A.b
Figure 2-29 thru 2-34
Table 2-4","1. Are all concerning constituents identified as COC's, Yes/No -->which ones? Yes, TDS, chloride, nitrate, arsenic, manganese. They also have cleaning sites for (PCE, TCE, TPH, BTEX, Hexavalent chromium, PFOs/PFAS)
2. Are the COC's mapped? Yes
3. Is there spatial trend data for all COC's? Yes
4. Are constitues which are not of concern identified? Yes, they have done a decent job going through different elements,
5. Is there a data gap/ Or not enough data related COC's? No mention

They have many cleaning sites in this subbasin and they acknowledge that clearly.


"
WQ,,,DACs,2,Does the GSP identify the water source for DACs?,"No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Community*, DAC",Yes,"1.3.1.5 Disadvantaged Communities Disadvantaged communities comprise a large percentage of the total land area within the EBP Subbasin. Disadvantaged communities (DAC) occur over a land area equal to 14% and severely disadvantaged communities (SDAC) cover a land area total of 22.3%, together comprising 36.2% of the overall land area within the EBP Subbasin. The distribution of DAC and SDAC areas within the EBP Subbasin shows these areas are relatively well distributed between Richmond in the north and the northern portion of San Leandro in the south, with more limited DAC and SDAC areas south of central San Leandro (Figure 1-1). The DAC and SDAC areas are located within EBMUD and Hayward service areas with access to imported surface water supply. EBMUD also offers a Customer Assistance Program to help pay a portion of the water bill for qualified low-income residential customers and eligible homeless shelters.",2021-01-07 00:00:00,GSP identifies water source for DAC as imported surface water supply. 
