Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Somewhat,"Environmental Users of Groundwater: The California Department of Fish and Wildlife, Environmental NonGovernmental Organizations, and the National Marine Fisheries Services are included on the list of interested parties. ",Appendix B: B-1,"
1. Environmental Stakeholders identified? Yes, identified CA Dept of Fish & Wildlife, Environmental  NGOs, National Marine Fisheries Services as well
2. Which level of engagment: Inform
3. Evidence/strategies listed for level of engagement:
The GSP does not detail engagement for environmental stakeholders specifically. Mostly references being included on the interested parties list. "
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Not Applicable,,,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for DACs?  ( yes/no)
3. What level of outreach engagement? "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Somewhat,"5.1 Staying Informed The best way for interested parties to get the latest information on the GSP development process is to subscribe to the email distribution list. Interested parties can subscribe to the email distribution list by sending an email to OjaiBasinGSP@gmail.com that includes “request to be added to the interested parties list” in the subject line and body of the email. Additional outreach to stakeholders will be conducted as appropriate to direct users to the website and to subscribe to electronic project updates and meeting announcements. Outreach may include announcements with extraction statements, media releases, announcements through the Ventura River Watershed Council, agricultural industry organizations, or other methods as appropriate. Regular communications will be distributed via email throughout the GSP development process. Emails, agency website posts, and physical postings at Ojai City Hall will concurrently provide notice of public meetings and other important updates. This approach will increase the success of the GSP by fostering early public participation, developing stakeholder supported management strategies, and enhancing the data quality and basis of GSP development. Specifically, OBGMA will implement the following tiered outreach strategy to actively engage a diverse group of stakeholders in the development of the GSP: • Provide regular updates on GSP development progress via email to the list of interested parties • Direct outreach to key stakeholders, including tribal interests, through phone and email • Receive questions and public comments via a central email address (OjaiBasinGSP@gmail.com) • Maintain the OBGMA website as a centralized location where stakeholders can obtain GSP information • Hold public meetings where members of the public can ask questions and provide comment This tiered engagement strategy is designed to give a diverse group of stakeholders multiple opportunities to participate, as appropriate, based on their level of interest, availability, and communication style. The OBGMA will continuously evaluate progress towards the stakeholder outreach and engagement goal. The OBGMA may adjust the engagement strategy and/or provide additional outreach opportunities as needed throughout the GSP development and implementation process.",Appendix C: Page 13,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Tribes?  (yes/no)
3. What level of outreach engagement? 

The GSP mostly documents outreach during GSP development and suggests outreach will continue through GSP implementation. "
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Somewhat,"5.1 Staying Informed The best way for interested parties to get the latest information on the GSP development process is to subscribe to the email distribution list. Interested parties can subscribe to the email distribution list by sending an email to OjaiBasinGSP@gmail.com that includes “request to be added to the interested parties list” in the subject line and body of the email. Additional outreach to stakeholders will be conducted as appropriate to direct users to the website and to subscribe to electronic project updates and meeting announcements. Outreach may include announcements with extraction statements, media releases, announcements through the Ventura River Watershed Council, agricultural industry organizations, or other methods as appropriate. Regular communications will be distributed via email throughout the GSP development process. Emails, agency website posts, and physical postings at Ojai City Hall will concurrently provide notice of public meetings and other important updates. This approach will increase the success of the GSP by fostering early public participation, developing stakeholder supported management strategies, and enhancing the data quality and basis of GSP development. Specifically, OBGMA will implement the following tiered outreach strategy to actively engage a diverse group of stakeholders in the development of the GSP: • Provide regular updates on GSP development progress via email to the list of interested parties • Direct outreach to key stakeholders, including tribal interests, through phone and email • Receive questions and public comments via a central email address (OjaiBasinGSP@gmail.com) • Maintain the OBGMA website as a centralized location where stakeholders can obtain GSP information • Hold public meetings where members of the public can ask questions and provide comment This tiered engagement strategy is designed to give a diverse group of stakeholders multiple opportunities to participate, as appropriate, based on their level of interest, availability, and communication style. The OBGMA will continuously evaluate progress towards the stakeholder outreach and engagement goal. The OBGMA may adjust the engagement strategy and/or provide additional outreach opportunities as needed throughout the GSP development and implementation process.",Appendix C: Page 14,"1. Documents outreach plans to stakeholders? (yes/no)
2. List specific outreach methods for Environmental stakeholders?  (yes/no)
3. What level of outreach engagement? 

The GSP mostly documents outreach during GSP development and suggests outreach will continue through GSP implementation. "
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,,Appendix C: Public Outreach and Engagement,Title: Groundwater Sustainability Plan Public Outreach and Engagement Plan
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Not Applicable,,,"1. Location on the map? (yes/no)
2. Identified by name? (yes/no)
3. DAC places, tracks, or block data used in map?"
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Somewhat,"
California Native American tribes: The local Chumash Barbareño/Ventureño Band of Mission Indians is on the list of interested parties and is invited to participate. The OBGMA is currently working to locate the nearest contact in the Ojai Valley and expects to send information soon after the time of print of this Outreach and Engagement Plan. ",Appendix B: Page B-1,"1. Tribal lands identified? (yes/no) Tribes were identified,  Chumash Barbaeño/Ventureño Band of Mission Indians
2. Tribal lands mapped? (yes/no) NO
"
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",Not Applicable,,,"1. Does the GSP document the size of the population for each DAC?
"
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location?

Map does not include depth by location. "
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,,Figure 2-5 : Groundwater Well Locations and Density per Square Mile,"1. How are domestic wells mapped (density/point/none)?
Domestic wells are mapped together with all other wells but there is a legend pinpointing domestic wells as the orange dots in the map, so domestic wells are seperately pinpointed to distinguish their locations. "
WQ,,,All,,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",Yes,"2.3.4.4 Groundwater Quality
Between 2010 and 2020, VCWPD sampled wells in the OVGB for inorganic water quality constituents, including TDS, major anions (sulfate [SO4], chloride [Cl], bicarbonate [HCO3], and nitrate [NO3]), cations (calcium [Ca], sodium [Na], potassium [K], and magnesium [Mg]), and Title 22 metals. VCWPD noted in the annual reports that groundwater quality in the OVGB was considered good, although there was a high variation in groundwater quality in the individual wells sampled, as demonstrated by the Stiff diagrams shown in Figure 2-24, Stiff Diagrams for Wells Sampled by VCWPD 2010–2020 (Dorrington pers. comm. 2021; VCWPD 2010, 2011, 2012, 2013, 2015, and 2016). OBGMA has noted that overall, groundwater is of sufficient quality for drinking and irrigation, although some wells need to blend water from other sources to meet drinking water quality standards (OBGMA 2018). TDS, nitrate, chloride, sulfate, boron, odor, and metals (particularly iron and manganese) have been cited as potential groundwater quality concerns in the OVGB (DWR 2004; OBGMA 2018; RWQCB 2014; VCWPD 2010, 2011, 2012, 2013, 2015, and 2016).
Total Dissolved Solids
TDS is a measure of all dissolved solids in water including organic and suspended particles. Sources of TDS include groundwater interaction with aquifer materials, as well as mixing with other water sources, such as septic effluent or water from deeper aquifers with higher TDS concentrations. Reported concentrations of TDS in wells sampled between 2010 and 2020 ranged from 370 milligrams per liter (mg/L) to 1,520 mg/L, for an average TDS concentration of approximately 760 mg/L (Dorrington pers. comm. 2021; SWRCB 2020b; VCWPD 2010, 2011, 2012, 2013, 2015, and 2016). Five of the 29 wells sampled had TDS concentrations above the secondary maximum contaminant level (SMCL) of 1,000 mg/L (Figure 2-25, Maximum TDS Concentrations 2010–2020). SMCLs are established for constituents that are not health hazards, but which may cause drinking water to have negative aesthetic effects (i.e., a negative impact on taste or odor) if they are above secondary standards. While TDS concentrations may be near SMCLs, TDS concentrations in groundwater have not significantly affected the ability of groundwater to be put to beneficial use within the OVGB. Several municipal wells have TDS measurements that have been collected regularly since the 1980s. All measurements collected at the municipal wells have been below the SMCL for TDS (Appendix D). A Mann-Kendall17 analysis of trends in TDS concentrations in the municipal wells showed that they have been stable since measurements began, with the exception of Gorham Well, which has shown an increasing trend in TDS (Appendix D). TDS time series plots for municipal wells and wells sampled by VCWPD are included in Appendix D.
Nitrate
Nitrate has been identified as the primary groundwater quality constituent of concern for most of the Ventura River watershed (OBGMA 2018). Typical sources of nitrate include fertilizer, wastewater, and septic effluent. Nitrate can also be naturally occurring. Nitrate concentrations (as nitrogen) in wells sampled between 2010 and 2020 ranged from below the method detection limit (<0.09 mg/L)18 to 14.7 mg/L, for an average nitrate as nitrogen concentration of approximately 4.5 mg/L (Dorrington pers. comm. 2021; SWRCB 2020b; VCWPD 2010, 2011, 2012, 2013, 2015, and 2016). The California drinking water MCL for nitrate as nitrogen is 10 mg/L. Two of the 29 wells sampled had nitrate concentrations above the MCL (Figure 2-26, Maximum Nitrate as Nitrogen Concentrations 2010–2020). Nitrate concentrations in the municipal wells sampled since the 1980s have not exceeded the MCL, with the exception of Grant Well (Appendix D). A Mann-
Kendall trend analysis of nitrate concentrations in the municipal wells showed that they have been stable over time, with the exception of Gorham Well, Mutual Well 5, and Well 4. Gorham Well and Well 4 have shown an increasing trend in nitrate over time while Mutual Well 5 has shown a decreasing trend in nitrate (Appendix D). Nitrate time series plots for municipal wells and wells sampled by VCWPD are included in Appendix D.
Chloride
In general, chloride concentrations in wells sampled between 2010 and 2020 were well below the upper SMCL of 500 mg/L, with an average chloride concentration of approximately 65 mg/L (Dorrington pers. comm. 2021; SWRCB 2020b; VCWPD 2010, 2011, 2012, 2013, 2015, and 2016). Reported chloride concentrations in wells sampled ranged from 12 mg/L to 580 mg/L. One well (SWN 04N22W07D004S), located in the southwestern portion of the OVGB, has historically had chloride concentrations in excess of the SMCL, with a concentration measured at 580 mg/L in both 2011 and 2015 (Figure 2-27, Maximum Chloride Concentrations 2010–2020). Depth discrete studies have indicated that deeper aquifers, particularly in the central and southwestern portions of the OVGB, have poorer quality water with higher chloride concentrations (OBGMA 2018). It is possible that this well, which is screened from 200 to 500 feet depth, is pulling water from deeper aquifers with higher chloride concentrations. Chloride concentrations in the municipal wells sampled have remained well below the SMCL since measurements began (Appendix D; SWRCB 2020b). Thus, chloride is currently not a significant issue for beneficial use of groundwater in the OVGB. A Mann-Kendall trend analysis of chloride concentrations in the municipal wells showed that they have been stable over time, with the exception of Grant Well and San Antonio Well 3, which have shown an increasing trend and a decreasing trend in chloride, respectively. Chloride time series plots for municipal wells and wells sampled by VCWPD are included in Appendix D.
Sulfate
Sulfate concentrations in wells sampled between 2010 and 2020 were below the upper SMCL of 500 mg/L, with an average sulfateconcentration of approximately 210 mg/L (Dorrington pers. comm. 2021; SWRCB 2020b; VCWPD 2010, 2011, 2012, 2013, 2015, and 2016). Reported sulfate concentrations in wells sampled ranged from 65 mg/L to 490 mg/L. Two of the 29 wells sampled had sulfate concentrations above the recommended SMCL of 250 mg/L, but all wells sampled had sulfate concentrations below the upper SMCL of 500 mg/L (Figure 2-28, Maximum Sulfate Concentrations 2010–2020). Thus, sulfate is currently not a significant issue for beneficial use of groundwater in the OVGB. A Mann-Kendall trend analysis of sulfate concentrations in the municipal wells showed that they have been stable over time, with the exception of San Antonio Well 3, which has shown a decreasing trend in sulfate (Appendix D). Sulfate time series plots for municipal wells and wells sampled by VCWPD are included in Appendix D.
Boron
Boron concentrations in wells sampled between 2010 and 2020 were below the California State Notification Level19 of 1 mg/L, with an average boron concentration of approximately 0.15 mg/L (Figure 2-29, Maximum Boron Concentrations 2010–2020; Dorrington pers. comm. 2021; SWRCB 2020b; VCWPD 2010, 2011, 2012, 2013, 2015, and 2016). Reported boron concentrations in wells sampled ranged from below the method detection limit (<0.0001 mg/L)20 to 0.5 mg/L. Thus, boron is currently not a significant issue for beneficial use of groundwater in the OVGB. A Mann-Kendall trend analysis of boron concentrations in the municipal wells showed that they have been stable over time (Appendix D). Boron time series plots for municipal wells and wells sampled by VCWPD are included in Appendix D.
Metals
In addition to monitoring for major inorganic constituents, VCWPD and operators of municipal wells have sampled for Title 22 metals. Between 2010 and 2020, seven of the 29 wells sampled had iron concentrations above the SMCL of 0.3 mg/L, and 14 of the 29 wells had manganese concentrations above the SMCL of 0.05 mg/L (SWRCB 2020b; VCWPD 2010, 2011, 2012, 2013, 2015, and 2016). Reported concentrations of iron in wells sampled between 2010 and 2020 ranged from below the method detection limit (<0.03 mg/L)21 to 2.64 mg/L, for an average iron concentration of approximately 0.25 mg/L. Reported concentrations of manganese in wells sampled between 2010 and 2020 ranged from below the method detection limit (<0.0026 mg/L)22 to 1.80 mg/L, for an average manganese concentration of approximately 0.25 mg/L. Wells with iron and manganese above the SMCL were generally located in the central portion of the OVGB (Figure 2-30, Maximum Iron Concentrations 2010–2020; Figure 2-31, Maximum Manganese Concentrations 2010–2020). An analysis of iron concentrations over time in municipal wells shows that iron concentrations have generally been well below the SMCL since measurements began (Appendix D; SWRCB 2020b). Manganese concentrations in municipal wells have been much more variable, with manganese concentrations exceeding the SMCL several times over the historical measurement period (Appendix D; SWRCB 2020b). The most recent samples for the municipal wells show that manganese concentrations were below the SMCL, with the exception of San Antonio Well 4 and Well 4 (Appendix D; SWRCB 2020b). A Mann-Kendall trend analysis of iron and manganese concentrations in municipal wells showed that they have been stable over time, with the exception of Mutual Well 4, Mutual Well 5, and San Antonio Well 4, which have shown a decreasing trend in manganese. Iron and Manganese time series plots for municipal wells and wells sampled by VCWPD are included in Appendix D.
Review of Regulatory Cleanup Sites, Historic Oilfields, and Septic Systems
Both the Department of Toxic Substances Control’s EnviroStor database and SWRCB’s GeoTracker database were reviewed for information on the nature and status of regulatory cleanup sites located within the OVGB. These sites consist of a mix of commercial, industrial, and public
land uses, predominantly consisting of automobile service stations along the California State Highway 150 corridor and within the Ojai Village (Downtown) area. Figure 2-32, Regulatory Cleanup Program Sites and Impaired Surface Waters shows the locations and status of cleanup site
cases within the OVGB, along with the primary potential media of concern (e.g., soil or groundwater) for each. All cleanup site cases where groundwater was identified as a potential medium of concern are labeled on Figure 2-32. All GeoTracker sites in the OVGB have received closure from Ventura County Environmental Health Division (VCEHD) in accordance with its low-threat closure policy, indicating that contaminant releases have been remediated and adequately contained (as shown by contaminant plumes that have been either stable or decreasing in extent and concentration). Table 2-10 provides a comprehensive summary of each regulatory cleanup site case where groundwater was identified as a potential medium of concern in the OVGB. The sites that have had the greatest groundwater quality impact consist of leaking underground storage tank sites in the southwest corner of the OVGB in and around the vicinity of California State Highway 150. There are two closed cases that are near water supply wells in the Ojai Village area where groundwater was the medium of concern. Southeast of the Private Residence leaking underground storage tank (LUST) site, where a spill of a diesel underground storage tank (UST) was reported in 1995, is an active agricultural well (SWN 04N23W02K001S). South and east of the Mann Property LUST site, where a leak of a gasoline UST was reported in 1988, are an active agricultural well (SWN 04N23W12B03S) and domestic well (SWN 04N23W12B02S), respectively. No further information could be obtained on either case.
Impaired Surface Water Sites
The portion of San Antonio Creek that overlies the Basin is listed in the SWRCB impaired surface waters list (i.e., 303(d) listed reaches; Figure 2-32; SWRCB 2016). Impairments listed for San Antonio Creek are TDS, nitrogen, and indicator bacteria. The 303(d) report by the SWRCB
indicates that 74 of 222 samples taken from the creek for TDS analysis exceeded the water quality objective of 800 mg/L, four of 23 samples collected exceeded the water quality objective for nitrogen of 5 mg/L, and 46 of 263 samples exceeded the water quality objectives for indicator
bacteria. High concentrations of chlorides and TDS are commonly observed in the OVGB during dry conditions when groundwater, high in dissolved salts, is the main source of baseflow (OBGMA 2018). High concentrations of indicator bacteria and nitrogen may be related to issues with contamination from OWTS as discussed above.
","page 2-101 / 2.3.4.4
Page 2-121 / 2.3.4.4
Page 2-126 / 2.3.4.4
Figure 2-24 thru 2-33
Table 2-10
Appendix D
","1. Are all concerning constituents identified as COC's, Yes/No -->which ones? Yes, TDS, NItrate, Sulfate, Boron, Metals(Iron and Manganese), 
2. Are the COC's mapped? Yes
3. Is there spatial trend data for all COC's? Yes
4. Are constitues which are not of concern identified? Yes
5. Is there a data gap/ Or not enough data related COC's? No mention


"
WQ,,,DACs,2,Does the GSP identify the water source for DACs?,"No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Community*, DAC",Not Applicable,,,
