GSP_ID,GSP,Human Answers,Rocs_gpt41ft_allgsps_20260513_215833
5,5_Colusa_DraftGSP,Yes,1.0
5,5_Colusa_DraftGSP,Yes,1.0
5,5_Colusa_DraftGSP,Yes,1.0
5,5_Colusa_DraftGSP,Somewhat,1.0
5,5_Colusa_DraftGSP,Somewhat,0.25
6,6_NorthAmerica_DraftGSP,Somewhat,0.25
6,6_NorthAmerica_DraftGSP,Somewhat,1.0
6,6_NorthAmerica_DraftGSP,Somewhat,0.25
6,6_NorthAmerica_DraftGSP,Somewhat,1.0
6,6_NorthAmerica_DraftGSP,Somewhat,0.25
6,6_NorthAmerica_DraftGSP,Yes,1.0
6,6_NorthAmerica_DraftGSP,Yes,0.25
6,6_NorthAmerica_DraftGSP,Somewhat,1.0
6,6_NorthAmerica_DraftGSP,Yes,0.25
6,6_NorthAmerica_DraftGSP,Yes,1.0
6,6_NorthAmerica_DraftGSP,No,1.0
6,6_NorthAmerica_DraftGSP,Yes,1.0
6,6_NorthAmerica_DraftGSP,Yes,1.0
6,6_NorthAmerica_DraftGSP,No,0.15000000000000002
6,6_NorthAmerica_DraftGSP,Yes,1.0
6,6_NorthAmerica_DraftGSP,No,0.15000000000000002
6,6_NorthAmerica_DraftGSP,Yes,1.0
6,6_NorthAmerica_DraftGSP,Yes,1.0
6,6_NorthAmerica_DraftGSP,Somewhat,0.25
6,6_NorthAmerica_DraftGSP,Yes,0.15000000000000002
6,6_NorthAmerica_DraftGSP,Somewhat,1.0
6,6_NorthAmerica_DraftGSP,Somewhat,0.25
6,6_NorthAmerica_DraftGSP,Somewhat,0.25
6,6_NorthAmerica_DraftGSP,Yes,0.25
6,6_NorthAmerica_DraftGSP,Yes,0.25
6,6_NorthAmerica_DraftGSP,No,0.15000000000000002
6,6_NorthAmerica_DraftGSP,No,0.15000000000000002
6,6_NorthAmerica_DraftGSP,Somewhat,1.0
6,6_NorthAmerica_DraftGSP,Somewhat,1.0
6,6_NorthAmerica_DraftGSP,No,0.25
6,6_NorthAmerica_DraftGSP,No,0.25
6,6_NorthAmerica_DraftGSP,No,0.25
6,6_NorthAmerica_DraftGSP,Somewhat,0.25
6,6_NorthAmerica_DraftGSP,Somewhat,1.0
6,6_NorthAmerica_DraftGSP,Somewhat,1.0
6,6_NorthAmerica_DraftGSP,No,0.25
6,6_NorthAmerica_DraftGSP,No,0.25
6,6_NorthAmerica_DraftGSP,No,0.15000000000000002
6,6_NorthAmerica_DraftGSP,Yes,1.0
6,6_NorthAmerica_DraftGSP,No,0.15000000000000002
6,6_NorthAmerica_DraftGSP,No,0.25
6,6_NorthAmerica_DraftGSP,No,0.25
6,6_NorthAmerica_DraftGSP,No,0.15000000000000002
6,6_NorthAmerica_DraftGSP,No,0.15000000000000002
6,6_NorthAmerica_DraftGSP,No,0.25
6,6_NorthAmerica_DraftGSP,Yes,1.0
6,6_NorthAmerica_DraftGSP,Yes,1.0
6,6_NorthAmerica_DraftGSP,No,0.15000000000000002
6,6_NorthAmerica_DraftGSP,Somewhat,1.0
6,6_NorthAmerica_DraftGSP,Yes,0.25
6,6_NorthAmerica_DraftGSP,Somewhat,0.25
7,7_Vina_DraftGSP,Somewhat,0.25
7,7_Vina_DraftGSP,Yes,1.0
7,7_Vina_DraftGSP,No,0.25
7,7_Vina_DraftGSP,No,1.0
7,7_Vina_DraftGSP,No,0.25
7,7_Vina_DraftGSP,Yes,1.0
7,7_Vina_DraftGSP,No,0.15000000000000002
7,7_Vina_DraftGSP,Yes,1.0
7,7_Vina_DraftGSP,Somewhat,1.0
7,7_Vina_DraftGSP,No,0.25
7,7_Vina_DraftGSP,No,1.0
7,7_Vina_DraftGSP,No,1.0
7,7_Vina_DraftGSP,Yes,1.0
7,7_Vina_DraftGSP,Yes,1.0
7,7_Vina_DraftGSP,Yes,1.0
7,7_Vina_DraftGSP,No,0.15000000000000002
7,7_Vina_DraftGSP,Yes,1.0
7,7_Vina_DraftGSP,Yes,1.0
7,7_Vina_DraftGSP,Yes,1.0
7,7_Vina_DraftGSP,No,0.15000000000000002
7,7_Vina_DraftGSP,Somewhat,1.0
7,7_Vina_DraftGSP,Somewhat,0.25
7,7_Vina_DraftGSP,Somewhat,0.25
7,7_Vina_DraftGSP,Yes,0.25
7,7_Vina_DraftGSP,Somewhat,0.25
7,7_Vina_DraftGSP,No,0.15000000000000002
7,7_Vina_DraftGSP,No,0.15000000000000002
7,7_Vina_DraftGSP,Somewhat,0.25
7,7_Vina_DraftGSP,No,1.0
7,7_Vina_DraftGSP,No,0.15000000000000002
7,7_Vina_DraftGSP,No,0.15000000000000002
7,7_Vina_DraftGSP,No,0.25
7,7_Vina_DraftGSP,Somewhat,0.25
7,7_Vina_DraftGSP,Somewhat,0.25
7,7_Vina_DraftGSP,Somewhat,0.25
7,7_Vina_DraftGSP,No,0.25
7,7_Vina_DraftGSP,Yes,0.25
7,7_Vina_DraftGSP,Yes,0.25
7,7_Vina_DraftGSP,Yes,1.0
7,7_Vina_DraftGSP,No,0.15000000000000002
7,7_Vina_DraftGSP,Somewhat,1.0
7,7_Vina_DraftGSP,Somewhat,0.25
7,7_Vina_DraftGSP,No,0.15000000000000002
7,7_Vina_DraftGSP,No,0.15000000000000002
7,7_Vina_DraftGSP,Yes,1.0
7,7_Vina_DraftGSP,Yes,1.0
7,7_Vina_DraftGSP,Yes,1.0
7,7_Vina_DraftGSP,No,0.15000000000000002
7,7_Vina_DraftGSP,No,0.25
7,7_Vina_DraftGSP,Yes,0.25
7,7_Vina_DraftGSP,Somewhat,0.25
9,9_Solano_DraftGSP,Somewhat,1.0
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Not Applicable,0.25
9,9_Solano_DraftGSP,Yes,0.25
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Yes,0.25
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Yes,0.25
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Yes,0.25
9,9_Solano_DraftGSP,No,0.15000000000000002
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,No,0.15000000000000002
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Somewhat,1.0
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Somewhat,0.25
9,9_Solano_DraftGSP,Somewhat,0.25
9,9_Solano_DraftGSP,Somewhat,1.0
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Yes,0.25
9,9_Solano_DraftGSP,No,0.15000000000000002
9,9_Solano_DraftGSP,Not Applicable,0.15000000000000002
9,9_Solano_DraftGSP,Somewhat,0.25
9,9_Solano_DraftGSP,Somewhat,1.0
9,9_Solano_DraftGSP,No,0.15000000000000002
9,9_Solano_DraftGSP,Not Applicable,0.15000000000000002
9,9_Solano_DraftGSP,No,0.25
9,9_Solano_DraftGSP,Somewhat,0.25
9,9_Solano_DraftGSP,Somewhat,0.25
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Yes,0.25
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Yes,0.25
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Somewhat,0.25
9,9_Solano_DraftGSP,No,0.15000000000000002
9,9_Solano_DraftGSP,Yes,0.25
9,9_Solano_DraftGSP,No,0.15000000000000002
9,9_Solano_DraftGSP,Somewhat,0.25
9,9_Solano_DraftGSP,Somewhat,0.25
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Yes,0.25
9,9_Solano_DraftGSP,Yes,0.25
9,9_Solano_DraftGSP,Yes,1.0
9,9_Solano_DraftGSP,Yes,0.25
9,9_Solano_DraftGSP,Somewhat,0.25
10,10_Sutter_DraftGSP,Somewhat,0.25
10,10_Sutter_DraftGSP,Somewhat,0.25
10,10_Sutter_DraftGSP,Somewhat,1.0
10,10_Sutter_DraftGSP,Somewhat,0.25
10,10_Sutter_DraftGSP,Somewhat,0.25
10,10_Sutter_DraftGSP,Yes,1.0
10,10_Sutter_DraftGSP,Somewhat,0.15000000000000002
10,10_Sutter_DraftGSP,Yes,0.15000000000000002
10,10_Sutter_DraftGSP,Somewhat,1.0
10,10_Sutter_DraftGSP,Somewhat,1.0
10,10_Sutter_DraftGSP,Yes,1.0
10,10_Sutter_DraftGSP,No,0.15000000000000002
10,10_Sutter_DraftGSP,Yes,1.0
10,10_Sutter_DraftGSP,Yes,1.0
10,10_Sutter_DraftGSP,Yes,1.0
10,10_Sutter_DraftGSP,Somewhat,0.15000000000000002
10,10_Sutter_DraftGSP,Yes,1.0
10,10_Sutter_DraftGSP,Yes,1.0
10,10_Sutter_DraftGSP,Somewhat,1.0
10,10_Sutter_DraftGSP,Yes,0.15000000000000002
10,10_Sutter_DraftGSP,Somewhat,0.25
10,10_Sutter_DraftGSP,Somewhat,0.25
10,10_Sutter_DraftGSP,Somewhat,0.25
10,10_Sutter_DraftGSP,Somewhat,0.25
10,10_Sutter_DraftGSP,Yes,0.25
10,10_Sutter_DraftGSP,No,0.15000000000000002
10,10_Sutter_DraftGSP,No,0.15000000000000002
10,10_Sutter_DraftGSP,Yes,0.25
10,10_Sutter_DraftGSP,Somewhat,1.0
10,10_Sutter_DraftGSP,No,0.15000000000000002
10,10_Sutter_DraftGSP,No,0.15000000000000002
10,10_Sutter_DraftGSP,No,0.15000000000000002
10,10_Sutter_DraftGSP,Somewhat,0.25
10,10_Sutter_DraftGSP,Somewhat,0.25
10,10_Sutter_DraftGSP,Yes,1.0
10,10_Sutter_DraftGSP,Somewhat,0.25
10,10_Sutter_DraftGSP,Yes,1.0
10,10_Sutter_DraftGSP,Yes,0.25
10,10_Sutter_DraftGSP,Yes,0.25
10,10_Sutter_DraftGSP,Yes,0.25
10,10_Sutter_DraftGSP,No,0.15000000000000002
10,10_Sutter_DraftGSP,Yes,0.25
10,10_Sutter_DraftGSP,No,0.15000000000000002
10,10_Sutter_DraftGSP,Somewhat,0.15000000000000002
10,10_Sutter_DraftGSP,Yes,0.25
10,10_Sutter_DraftGSP,Yes,0.25
10,10_Sutter_DraftGSP,Yes,0.15000000000000002
10,10_Sutter_DraftGSP,No,0.15000000000000002
10,10_Sutter_DraftGSP,Somewhat,1.0
10,10_Sutter_DraftGSP,Yes,0.25
10,10_Sutter_DraftGSP,Somewhat,0.25
11,11_Butte_DraftGSP,Somewhat,0.25
11,11_Butte_DraftGSP,Somewhat,1.0
11,11_Butte_DraftGSP,Somewhat,0.25
11,11_Butte_DraftGSP,Not Applicable,0.25
11,11_Butte_DraftGSP,Somewhat,1.0
11,11_Butte_DraftGSP,Yes,1.0
11,11_Butte_DraftGSP,No,0.15000000000000002
11,11_Butte_DraftGSP,Yes,1.0
11,11_Butte_DraftGSP,Somewhat,0.15000000000000002
11,11_Butte_DraftGSP,No,1.0
11,11_Butte_DraftGSP,No,1.0
11,11_Butte_DraftGSP,No,1.0
11,11_Butte_DraftGSP,Yes,1.0
11,11_Butte_DraftGSP,Yes,1.0
11,11_Butte_DraftGSP,Yes,1.0
11,11_Butte_DraftGSP,No,0.15000000000000002
11,11_Butte_DraftGSP,Yes,1.0
11,11_Butte_DraftGSP,Yes,1.0
11,11_Butte_DraftGSP,Yes,1.0
11,11_Butte_DraftGSP,Yes,1.0
11,11_Butte_DraftGSP,Somewhat,0.25
11,11_Butte_DraftGSP,Somewhat,0.25
11,11_Butte_DraftGSP,Somewhat,0.25
11,11_Butte_DraftGSP,Yes,0.25
11,11_Butte_DraftGSP,Somewhat,1.0
11,11_Butte_DraftGSP,No,0.25
11,11_Butte_DraftGSP,Not Applicable,0.15000000000000002
11,11_Butte_DraftGSP,Somewhat,0.25
11,11_Butte_DraftGSP,No,0.25
11,11_Butte_DraftGSP,No,0.15000000000000002
11,11_Butte_DraftGSP,Not Applicable,0.15000000000000002
11,11_Butte_DraftGSP,No,0.15000000000000002
11,11_Butte_DraftGSP,Somewhat,0.25
11,11_Butte_DraftGSP,Somewhat,0.25
11,11_Butte_DraftGSP,Yes,1.0
11,11_Butte_DraftGSP,No,0.25
11,11_Butte_DraftGSP,Yes,1.0
11,11_Butte_DraftGSP,Yes,0.15000000000000002
11,11_Butte_DraftGSP,Yes,0.25
11,11_Butte_DraftGSP,No,0.25
11,11_Butte_DraftGSP,No,0.15000000000000002
11,11_Butte_DraftGSP,Somewhat,0.25
11,11_Butte_DraftGSP,No,0.25
11,11_Butte_DraftGSP,Somewhat,0.15000000000000002
11,11_Butte_DraftGSP,Yes,0.25
11,11_Butte_DraftGSP,Yes,1.0
11,11_Butte_DraftGSP,Somewhat,1.0
11,11_Butte_DraftGSP,No,0.15000000000000002
11,11_Butte_DraftGSP,Somewhat,1.0
11,11_Butte_DraftGSP,No,0.25
11,11_Butte_DraftGSP,Somewhat,0.25
12,12_Cosumnes_DraftGSP,Yes,0.25
12,12_Cosumnes_DraftGSP,Yes,0.25
12,12_Cosumnes_DraftGSP,Somewhat,0.25
12,12_Cosumnes_DraftGSP,Somewhat,1.0
12,12_Cosumnes_DraftGSP,Somewhat,0.25
12,12_Cosumnes_DraftGSP,Yes,1.0
12,12_Cosumnes_DraftGSP,Somewhat,0.25
12,12_Cosumnes_DraftGSP,Yes,0.25
12,12_Cosumnes_DraftGSP,Yes,1.0
12,12_Cosumnes_DraftGSP,Somewhat,1.0
12,12_Cosumnes_DraftGSP,No,1.0
12,12_Cosumnes_DraftGSP,Yes,1.0
12,12_Cosumnes_DraftGSP,Yes,0.25
12,12_Cosumnes_DraftGSP,No,0.15000000000000002
12,12_Cosumnes_DraftGSP,Yes,1.0
12,12_Cosumnes_DraftGSP,Yes,1.0
12,12_Cosumnes_DraftGSP,Yes,1.0
12,12_Cosumnes_DraftGSP,Yes,1.0
12,12_Cosumnes_DraftGSP,Somewhat,1.0
12,12_Cosumnes_DraftGSP,Yes,1.0
12,12_Cosumnes_DraftGSP,Somewhat,0.25
12,12_Cosumnes_DraftGSP,Somewhat,0.15000000000000002
12,12_Cosumnes_DraftGSP,Somewhat,1.0
12,12_Cosumnes_DraftGSP,Yes,0.25
12,12_Cosumnes_DraftGSP,Somewhat,0.25
12,12_Cosumnes_DraftGSP,No,0.25
12,12_Cosumnes_DraftGSP,No,0.15000000000000002
12,12_Cosumnes_DraftGSP,Somewhat,0.25
12,12_Cosumnes_DraftGSP,No,0.25
12,12_Cosumnes_DraftGSP,No,0.15000000000000002
12,12_Cosumnes_DraftGSP,No,0.15000000000000002
12,12_Cosumnes_DraftGSP,Somewhat,1.0
12,12_Cosumnes_DraftGSP,Somewhat,0.25
12,12_Cosumnes_DraftGSP,Somewhat,0.25
12,12_Cosumnes_DraftGSP,Yes,1.0
12,12_Cosumnes_DraftGSP,Somewhat,1.0
12,12_Cosumnes_DraftGSP,Yes,1.0
12,12_Cosumnes_DraftGSP,Yes,0.15000000000000002
12,12_Cosumnes_DraftGSP,No,0.25
12,12_Cosumnes_DraftGSP,No,0.25
12,12_Cosumnes_DraftGSP,No,0.25
12,12_Cosumnes_DraftGSP,No,0.25
12,12_Cosumnes_DraftGSP,Somewhat,0.25
12,12_Cosumnes_DraftGSP,Somewhat,0.25
12,12_Cosumnes_DraftGSP,Yes,1.0
12,12_Cosumnes_DraftGSP,Yes,1.0
12,12_Cosumnes_DraftGSP,Yes,1.0
12,12_Cosumnes_DraftGSP,Yes,1.0
12,12_Cosumnes_DraftGSP,Yes,0.25
12,12_Cosumnes_DraftGSP,Yes,0.25
12,12_Cosumnes_DraftGSP,Somewhat,0.25
13,13_Tracy_DraftGSP,Yes,1.0
13,13_Tracy_DraftGSP,Yes,1.0
13,13_Tracy_DraftGSP,Somewhat,0.25
13,13_Tracy_DraftGSP,Not Applicable,0.15000000000000002
13,13_Tracy_DraftGSP,Somewhat,0.25
13,13_Tracy_DraftGSP,Yes,1.0
13,13_Tracy_DraftGSP,Yes,1.0
13,13_Tracy_DraftGSP,Somewhat,1.0
13,13_Tracy_DraftGSP,Yes,1.0
13,13_Tracy_DraftGSP,No,0.25
13,13_Tracy_DraftGSP,No,1.0
13,13_Tracy_DraftGSP,No,1.0
13,13_Tracy_DraftGSP,Somewhat,0.25
13,13_Tracy_DraftGSP,Somewhat,0.15000000000000002
13,13_Tracy_DraftGSP,Yes,1.0
13,13_Tracy_DraftGSP,No,0.15000000000000002
13,13_Tracy_DraftGSP,Yes,1.0
13,13_Tracy_DraftGSP,Yes,1.0
13,13_Tracy_DraftGSP,Somewhat,0.15000000000000002
13,13_Tracy_DraftGSP,No,0.15000000000000002
13,13_Tracy_DraftGSP,Yes,0.25
13,13_Tracy_DraftGSP,Somewhat,0.25
13,13_Tracy_DraftGSP,Somewhat,0.25
13,13_Tracy_DraftGSP,Somewhat,0.25
13,13_Tracy_DraftGSP,No,0.25
13,13_Tracy_DraftGSP,No,0.25
13,13_Tracy_DraftGSP,Not Applicable,0.15000000000000002
13,13_Tracy_DraftGSP,Somewhat,0.25
13,13_Tracy_DraftGSP,No,1.0
13,13_Tracy_DraftGSP,No,0.25
13,13_Tracy_DraftGSP,Not Applicable,0.15000000000000002
13,13_Tracy_DraftGSP,Yes,1.0
13,13_Tracy_DraftGSP,Somewhat,0.25
13,13_Tracy_DraftGSP,Somewhat,0.25
13,13_Tracy_DraftGSP,Somewhat,0.25
13,13_Tracy_DraftGSP,No,0.15000000000000002
13,13_Tracy_DraftGSP,No,0.25
13,13_Tracy_DraftGSP,No,0.15000000000000002
13,13_Tracy_DraftGSP,Somewhat,0.25
13,13_Tracy_DraftGSP,No,0.25
13,13_Tracy_DraftGSP,No,0.15000000000000002
13,13_Tracy_DraftGSP,No,0.25
13,13_Tracy_DraftGSP,No,0.15000000000000002
13,13_Tracy_DraftGSP,No,0.15000000000000002
13,13_Tracy_DraftGSP,Yes,1.0
13,13_Tracy_DraftGSP,Yes,1.0
13,13_Tracy_DraftGSP,Yes,1.0
13,13_Tracy_DraftGSP,No,0.15000000000000002
13,13_Tracy_DraftGSP,Yes,0.25
13,13_Tracy_DraftGSP,Somewhat,0.25
13,13_Tracy_DraftGSP,Somewhat,0.25
16,16_Piru_DraftGSP,Somewhat,1.0
16,16_Piru_DraftGSP,Somewhat,1.0
16,16_Piru_DraftGSP,Somewhat,1.0
16,16_Piru_DraftGSP,Not Applicable,0.15000000000000002
16,16_Piru_DraftGSP,Somewhat,1.0
16,16_Piru_DraftGSP,Yes,1.0
16,16_Piru_DraftGSP,No,0.15000000000000002
16,16_Piru_DraftGSP,Yes,1.0
16,16_Piru_DraftGSP,Yes,1.0
16,16_Piru_DraftGSP,Yes,1.0
16,16_Piru_DraftGSP,No,1.0
16,16_Piru_DraftGSP,Yes,1.0
16,16_Piru_DraftGSP,Yes,1.0
16,16_Piru_DraftGSP,Not Applicable,0.15000000000000002
16,16_Piru_DraftGSP,Yes,1.0
16,16_Piru_DraftGSP,No,0.15000000000000002
16,16_Piru_DraftGSP,Yes,1.0
16,16_Piru_DraftGSP,Yes,1.0
16,16_Piru_DraftGSP,Somewhat,1.0
16,16_Piru_DraftGSP,Yes,1.0
16,16_Piru_DraftGSP,Somewhat,0.25
16,16_Piru_DraftGSP,Somewhat,0.25
16,16_Piru_DraftGSP,No,0.25
16,16_Piru_DraftGSP,No,1.0
16,16_Piru_DraftGSP,No,0.25
16,16_Piru_DraftGSP,No,0.25
16,16_Piru_DraftGSP,Not Applicable,0.15000000000000002
16,16_Piru_DraftGSP,Somewhat,0.25
16,16_Piru_DraftGSP,No,0.25
16,16_Piru_DraftGSP,No,0.15000000000000002
16,16_Piru_DraftGSP,Not Applicable,0.15000000000000002
16,16_Piru_DraftGSP,No,0.25
16,16_Piru_DraftGSP,Somewhat,0.25
16,16_Piru_DraftGSP,Somewhat,0.25
16,16_Piru_DraftGSP,Yes,1.0
16,16_Piru_DraftGSP,Somewhat,0.25
16,16_Piru_DraftGSP,No,0.25
16,16_Piru_DraftGSP,Somewhat,0.25
16,16_Piru_DraftGSP,Somewhat,1.0
16,16_Piru_DraftGSP,No,0.25
