GSP_ID,GSP,Human Answers,Rocs_gpt41ft_newgsps_20260518_215342
48,48_PleasantValley_DraftGSP,Yes,1.0
48,48_PleasantValley_DraftGSP,No,0.15000000000000002
48,48_PleasantValley_DraftGSP,Yes,0.15000000000000002
48,48_PleasantValley_DraftGSP,Yes,1.0
48,48_PleasantValley_DraftGSP,Somewhat,0.15000000000000002
48,48_PleasantValley_DraftGSP,No,0.15000000000000002
48,48_PleasantValley_DraftGSP,Somewhat,0.25
48,48_PleasantValley_DraftGSP,No,0.15000000000000002
48,48_PleasantValley_DraftGSP,Somewhat,0.15000000000000002
48,48_PleasantValley_DraftGSP,No,0.15000000000000002
48,48_PleasantValley_DraftGSP,No,0.25
48,48_PleasantValley_DraftGSP,No,0.15000000000000002
48,48_PleasantValley_DraftGSP,Not Applicable,0.15000000000000002
48,48_PleasantValley_DraftGSP,No,0.15000000000000002
48,48_PleasantValley_DraftGSP,No,0.25
48,48_PleasantValley_DraftGSP,No,0.15000000000000002
48,48_PleasantValley_DraftGSP,Not Applicable,0.15000000000000002
48,48_PleasantValley_DraftGSP,No,0.15000000000000002
48,48_PleasantValley_DraftGSP,Somewhat,0.25
48,48_PleasantValley_DraftGSP,Somewhat,0.25
48,48_PleasantValley_DraftGSP,No,0.15000000000000002
48,48_PleasantValley_DraftGSP,No,0.15000000000000002
48,48_PleasantValley_DraftGSP,Yes,0.25
48,48_PleasantValley_DraftGSP,Yes,0.25
48,48_PleasantValley_DraftGSP,No,0.25
48,48_PleasantValley_DraftGSP,No,0.15000000000000002
48,48_PleasantValley_DraftGSP,No,0.15000000000000002
48,48_PleasantValley_DraftGSP,No,0.25
48,48_PleasantValley_DraftGSP,No,0.15000000000000002
48,48_PleasantValley_DraftGSP,Somewhat,1.0
48,48_PleasantValley_DraftGSP,Somewhat,0.25
48,48_PleasantValley_DraftGSP,Yes,1.0
48,48_PleasantValley_DraftGSP,Yes,0.25
48,48_PleasantValley_DraftGSP,No,0.15000000000000002
48,48_PleasantValley_DraftGSP,Yes,0.25
48,48_PleasantValley_DraftGSP,Somewhat,0.25
48,48_PleasantValley_DraftGSP,Somewhat,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,Yes,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,Not Applicable,0.15000000000000002
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,Yes,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,0.15000000000000002
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,Yes,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,Yes,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,Not Applicable,0.15000000000000002
57,57_SantaYnezRiverValleyWestern_DraftGSP,Yes,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,0.15000000000000002
57,57_SantaYnezRiverValleyWestern_DraftGSP,Yes,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,Yes,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,0.15000000000000002
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,Yes,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,0.15000000000000002
57,57_SantaYnezRiverValleyWestern_DraftGSP,Not Applicable,0.15000000000000002
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,0.15000000000000002
57,57_SantaYnezRiverValleyWestern_DraftGSP,Not Applicable,0.15000000000000002
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,0.15000000000000002
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,Yes,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,0.15000000000000002
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,No,0.15000000000000002
57,57_SantaYnezRiverValleyWestern_DraftGSP,Yes,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,Yes,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,Yes,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,Yes,1.0
57,57_SantaYnezRiverValleyWestern_DraftGSP,Yes,0.15000000000000002
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,0.25
57,57_SantaYnezRiverValleyWestern_DraftGSP,Somewhat,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,Not Applicable,0.15000000000000002
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,Yes,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,0.15000000000000002
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,Yes,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,Yes,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,Not Applicable,0.15000000000000002
58,58_SantaYnezRiverValleyCentral_DraftGSP,Yes,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,0.15000000000000002
58,58_SantaYnezRiverValleyCentral_DraftGSP,Yes,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,Yes,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,0.15000000000000002
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,0.15000000000000002
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,0.15000000000000002
58,58_SantaYnezRiverValleyCentral_DraftGSP,Not Applicable,0.15000000000000002
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,0.15000000000000002
58,58_SantaYnezRiverValleyCentral_DraftGSP,Not Applicable,0.15000000000000002
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,Yes,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,Yes,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,Not Applicable,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,0.15000000000000002
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,0.15000000000000002
58,58_SantaYnezRiverValleyCentral_DraftGSP,Yes,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,Yes,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,Yes,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,Yes,1.0
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,0.15000000000000002
58,58_SantaYnezRiverValleyCentral_DraftGSP,No,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,0.25
58,58_SantaYnezRiverValleyCentral_DraftGSP,Somewhat,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,1.0
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,1.0
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,1.0
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Yes,1.0
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.15000000000000002
59,59_SantaYnezRiverValleyEastern_DraftGSP,No,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,No,1.0
59,59_SantaYnezRiverValleyEastern_DraftGSP,No,1.0
59,59_SantaYnezRiverValleyEastern_DraftGSP,Yes,1.0
59,59_SantaYnezRiverValleyEastern_DraftGSP,Not Applicable,0.15000000000000002
59,59_SantaYnezRiverValleyEastern_DraftGSP,Yes,1.0
59,59_SantaYnezRiverValleyEastern_DraftGSP,No,0.15000000000000002
59,59_SantaYnezRiverValleyEastern_DraftGSP,Yes,1.0
59,59_SantaYnezRiverValleyEastern_DraftGSP,Yes,1.0
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,1.0
59,59_SantaYnezRiverValleyEastern_DraftGSP,No,0.15000000000000002
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Yes,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Yes,1.0
59,59_SantaYnezRiverValleyEastern_DraftGSP,No,0.15000000000000002
59,59_SantaYnezRiverValleyEastern_DraftGSP,No,0.15000000000000002
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,No,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,No,0.15000000000000002
59,59_SantaYnezRiverValleyEastern_DraftGSP,No,0.15000000000000002
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Yes,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,1.0
59,59_SantaYnezRiverValleyEastern_DraftGSP,Yes,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,No,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,No,0.15000000000000002
59,59_SantaYnezRiverValleyEastern_DraftGSP,Yes,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,No,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,No,0.15000000000000002
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,No,0.15000000000000002
59,59_SantaYnezRiverValleyEastern_DraftGSP,Yes,1.0
59,59_SantaYnezRiverValleyEastern_DraftGSP,Yes,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Yes,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Yes,1.0
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.25
59,59_SantaYnezRiverValleyEastern_DraftGSP,Somewhat,0.25
